ocel_id;ocel_time;ocel_changed_field;RFID No;Pickup Plan ID;Cargo ID;LPT;Axles;Scheduled Pickup Weight;Truck Status;Truck Weight;Is_normal
tr220;2024-03-03 15:00:00;;rfidTXJITO;;;813YKC;4;0.0;Available;0.0
tr79;2024-03-03 15:00:00;;rfidBGGRQY;;;483PJG;2;0.0;Available;0.0
tr266;2024-03-03 15:00:00;;rfidSCTJPD;;;418DHZ;6;0.0;Available;0.0
tr213;2024-03-03 15:00:00;;rfidICLJFU;;;622SCZ;6;0.0;Available;0.0
tr253;2024-03-03 15:00:00;;rfidKJMYIU;;;716XCO;4;0.0;Available;0.0
tr239;2024-03-03 15:00:00;;rfidOCYWAJ;;;325BVD;2;0.0;Available;0.0
tr52;2024-03-03 15:00:00;;rfidXXJVFR;;;771XLY;4;0.0;Available;0.0
tr283;2024-03-03 15:00:00;;rfidGBRTJL;;;824RTR;6;0.0;Available;0.0
tr78;2024-03-03 15:00:00;;rfidCVAHDC;;;629WQN;2;0.0;Available;0.0
tr199;2024-03-03 15:00:00;;rfidDHGMTX;;;721NJD;4;0.0;Available;0.0
tr262;2024-03-03 15:00:00;;rfidJBCUAU;;;865NFY;2;0.0;Available;0.0
tr17;2024-03-03 15:00:00;;rfidXMVTXX;;;323TVO;2;0.0;Available;0.0
tr202;2024-03-03 15:00:00;;rfidSBKQGR;;;823MWT;4;0.0;Available;0.0
tr6;2024-03-03 15:00:00;;rfidOFNVZV;;;681JLZ;2;0.0;Available;0.0
tr45;2024-03-03 15:00:00;;rfidRDWDHR;;;267KGS;6;0.0;Available;0.0
tr182;2024-03-03 15:00:00;;rfidHYOMNQ;;;231QIV;2;0.0;Available;0.0
tr57;2024-03-03 15:00:00;;rfidYUMBEO;;;466KDC;2;0.0;Available;0.0
tr62;2024-03-03 15:00:00;;rfidFYHCSK;;;242QKJ;6;0.0;Available;0.0
tr83;2024-03-03 15:00:00;;rfidUGGUWN;;;671NRX;4;0.0;Available;0.0
tr148;2024-03-03 15:00:00;;rfidGCPOIY;;;252WMP;6;0.0;Available;0.0
tr71;2024-03-03 15:00:00;;rfidBRQWKB;;;838PDG;2;0.0;Available;0.0
tr56;2024-03-03 15:00:00;;rfidDUREUO;;;034MVD;6;0.0;Available;0.0
tr251;2024-03-03 15:00:00;;rfidWCGKJX;;;611PEL;6;0.0;Available;0.0
tr22;2024-03-03 15:00:00;;rfidYHMJVP;;;842ZQT;6;0.0;Available;0.0
tr154;2024-03-03 15:00:00;;rfidSHPLFF;;;858YMT;2;0.0;Available;0.0
tr35;2024-03-03 15:00:00;;rfidRKNCAM;;;343JTQ;6;0.0;Available;0.0
tr130;2024-03-03 15:00:00;;rfidHFDOEW;;;841SXP;6;0.0;Available;0.0
tr3;2024-03-03 15:00:00;;rfidBYEGQE;;;757LXE;4;0.0;Available;0.0
tr203;2024-03-03 15:00:00;;rfidWPKNVY;;;368ESQ;4;0.0;Available;0.0
tr90;2024-03-03 15:00:00;;rfidNLNOFF;;;252LGX;6;0.0;Available;0.0
tr70;2024-03-03 15:00:00;;rfidVOYQIY;;;683MJG;2;0.0;Available;0.0
tr173;2024-03-03 15:00:00;;rfidYHOBVP;;;253AVM;6;0.0;Available;0.0
tr194;2024-03-03 15:00:00;;rfidMWRMGZ;;;846KXL;4;0.0;Available;0.0
tr293;2024-03-03 15:00:00;;rfidPVLUNN;;;502ASI;4;0.0;Available;0.0
tr218;2024-03-03 15:00:00;;rfidITUPWV;;;419YCR;6;0.0;Available;0.0
tr68;2024-03-03 15:00:00;;rfidDLHYJJ;;;947QUK;6;0.0;Available;0.0
tr212;2024-03-03 15:00:00;;rfidIEKTXY;;;574VXW;2;0.0;Available;0.0
tr134;2024-03-03 15:00:00;;rfidQURQSQ;;;633JPX;6;0.0;Available;0.0
tr137;2024-03-03 15:00:00;;rfidEOVKZK;;;660QLE;2;0.0;Available;0.0
tr298;2024-03-03 15:00:00;;rfidPYSZHZ;;;055DSW;4;0.0;Available;0.0
tr291;2024-03-03 15:00:00;;rfidDQHJIJ;;;508SPB;4;0.0;Available;0.0
tr228;2024-03-03 15:00:00;;rfidWITFTT;;;178INJ;4;0.0;Available;0.0
tr267;2024-03-03 15:00:00;;rfidYINPGP;;;764PPO;4;0.0;Available;0.0
tr176;2024-03-03 15:00:00;;rfidKJYVGJ;;;125YSO;2;0.0;Available;0.0
tr240;2024-03-03 15:00:00;;rfidENKIRB;;;833CAW;2;0.0;Available;0.0
tr98;2024-03-03 15:00:00;;rfidIUXAIV;;;435TGH;6;0.0;Available;0.0
tr126;2024-03-03 15:00:00;;rfidREMUDT;;;774CFX;6;0.0;Available;0.0
tr188;2024-03-03 15:00:00;;rfidJJEISZ;;;322GGS;4;0.0;Available;0.0
tr93;2024-03-03 15:00:00;;rfidYVUVTD;;;751GPH;4;0.0;Available;0.0
tr133;2024-03-03 15:00:00;;rfidSVCRSD;;;516RXR;2;0.0;Available;0.0
tr41;2024-03-03 15:00:00;;rfidTFYALH;;;041UNM;4;0.0;Available;0.0
tr123;2024-03-03 15:00:00;;rfidNHLCEV;;;068TEL;6;0.0;Available;0.0
tr104;2024-03-03 15:00:00;;rfidHGJGAV;;;693VMO;6;0.0;Available;0.0
tr132;2024-03-03 15:00:00;;rfidFTXESK;;;968MEX;6;0.0;Available;0.0
tr94;2024-03-03 15:00:00;;rfidRVNSTT;;;346BPD;6;0.0;Available;0.0
tr46;2024-03-03 15:00:00;;rfidDYZXNX;;;783XIB;4;0.0;Available;0.0
tr175;2024-03-03 15:00:00;;rfidSTTGXT;;;433XVW;4;0.0;Available;0.0
tr236;2024-03-03 15:00:00;;rfidBVYLMU;;;478FZE;4;0.0;Available;0.0
tr169;2024-03-03 15:00:00;;rfidXURWNZ;;;068JIT;4;0.0;Available;0.0
tr255;2024-03-03 15:00:00;;rfidYORSDH;;;874XEK;4;0.0;Available;0.0
tr278;2024-03-03 15:00:00;;rfidIYAOKN;;;131GOG;2;0.0;Available;0.0
tr280;2024-03-03 15:00:00;;rfidWRHKPD;;;761YYR;6;0.0;Available;0.0
tr162;2024-03-03 15:00:00;;rfidWSTESR;;;147EZE;4;0.0;Available;0.0
tr256;2024-03-03 15:00:00;;rfidHHRLAJ;;;174GMR;6;0.0;Available;0.0
tr221;2024-03-03 15:00:00;;rfidXUFTNB;;;724PBQ;4;0.0;Available;0.0
tr230;2024-03-03 15:00:00;;rfidDVUMLQ;;;524ODG;6;0.0;Available;0.0
tr146;2024-03-03 15:00:00;;rfidPONHCN;;;561PJB;4;0.0;Available;0.0
tr292;2024-03-03 15:00:00;;rfidMLTRXK;;;271FSE;6;0.0;Available;0.0
tr1;2024-03-03 15:00:00;;rfidOVIAHI;;;110JHX;2;0.0;Available;0.0
tr59;2024-03-03 15:00:00;;rfidKMXDQC;;;467YUQ;2;0.0;Available;0.0
tr40;2024-03-03 15:00:00;;rfidQROJYW;;;347GGL;4;0.0;Available;0.0
tr5;2024-03-03 15:00:00;;rfidAWHIBY;;;255HCH;4;0.0;Available;0.0
tr7;2024-03-03 15:00:00;;rfidHIGHNM;;;651RKG;2;0.0;Available;0.0
tr192;2024-03-03 15:00:00;;rfidOKZFXX;;;275FJS;4;0.0;Available;0.0
tr92;2024-03-03 15:00:00;;rfidLLAYGQ;;;609FOJ;6;0.0;Available;0.0
tr165;2024-03-03 15:00:00;;rfidXRFTXI;;;099XFH;6;0.0;Available;0.0
tr225;2024-03-03 15:00:00;;rfidUEDQQF;;;157LCX;6;0.0;Available;0.0
tr179;2024-03-03 15:00:00;;rfidWLVINQ;;;501YVS;4;0.0;Available;0.0
tr91;2024-03-03 15:00:00;;rfidMXZMTQ;;;005BVY;2;0.0;Available;0.0
tr12;2024-03-03 15:00:00;;rfidPEQSZU;;;913SDF;6;0.0;Available;0.0
tr183;2024-03-03 15:00:00;;rfidGWVKNB;;;287OLV;2;0.0;Available;0.0
tr107;2024-03-03 15:00:00;;rfidSZPJCS;;;442MWO;2;0.0;Available;0.0
tr260;2024-03-03 15:00:00;;rfidQLEDZO;;;413DMF;4;0.0;Available;0.0
tr269;2024-03-03 15:00:00;;rfidTOMZOJ;;;157VTA;6;0.0;Available;0.0
tr164;2024-03-03 15:00:00;;rfidMNBBRN;;;438ORV;2;0.0;Available;0.0
tr88;2024-03-03 15:00:00;;rfidKDHVIB;;;636TWE;4;0.0;Available;0.0
tr191;2024-03-03 15:00:00;;rfidRKWUUE;;;153HRI;2;0.0;Available;0.0
tr207;2024-03-03 15:00:00;;rfidNOXYLL;;;332TCG;2;0.0;Available;0.0
tr277;2024-03-03 15:00:00;;rfidCDWDYC;;;497BXX;6;0.0;Available;0.0
tr295;2024-03-03 15:00:00;;rfidJMEINF;;;280EUD;6;0.0;Available;0.0
tr237;2024-03-03 15:00:00;;rfidMKUVJR;;;341KDU;2;0.0;Available;0.0
tr290;2024-03-03 15:00:00;;rfidWDUJNT;;;864HUV;4;0.0;Available;0.0
tr270;2024-03-03 15:00:00;;rfidXMTEGP;;;998PWC;2;0.0;Available;0.0
tr219;2024-03-03 15:00:00;;rfidXIRHWR;;;136ECQ;6;0.0;Available;0.0
tr274;2024-03-03 15:00:00;;rfidSPNUSJ;;;429UTL;2;0.0;Available;0.0
tr259;2024-03-03 15:00:00;;rfidKEDGCW;;;358QAR;4;0.0;Available;0.0
tr63;2024-03-03 15:00:00;;rfidSKKNXS;;;358VAX;4;0.0;Available;0.0
tr209;2024-03-03 15:00:00;;rfidWVONFY;;;702XFC;2;0.0;Available;0.0
tr185;2024-03-03 15:00:00;;rfidSVJVMF;;;375BQC;6;0.0;Available;0.0
tr34;2024-03-03 15:00:00;;rfidPUUHRV;;;779BOG;4;0.0;Available;0.0
tr19;2024-03-03 15:00:00;;rfidKCPTBW;;;421THU;2;0.0;Available;0.0
tr289;2024-03-03 15:00:00;;rfidUQPRMU;;;532HTX;6;0.0;Available;0.0
tr28;2024-03-03 15:00:00;;rfidDHIQDG;;;432OLS;2;0.0;Available;0.0
tr8;2024-03-03 15:00:00;;rfidSVQYZM;;;373XMX;4;0.0;Available;0.0
tr110;2024-03-03 15:00:00;;rfidEKIXCK;;;097FPZ;6;0.0;Available;0.0
tr61;2024-03-03 15:00:00;;rfidYRWMJA;;;344ARS;6;0.0;Available;0.0
tr284;2024-03-03 15:00:00;;rfidGAENEW;;;246PYF;6;0.0;Available;0.0
tr198;2024-03-03 15:00:00;;rfidURIOHC;;;466OJG;6;0.0;Available;0.0
tr101;2024-03-03 15:00:00;;rfidGFVEYL;;;744TSQ;6;0.0;Available;0.0
tr275;2024-03-03 15:00:00;;rfidGMWENK;;;590KKV;4;0.0;Available;0.0
tr232;2024-03-03 15:00:00;;rfidMLTIKE;;;637LHQ;6;0.0;Available;0.0
tr258;2024-03-03 15:00:00;;rfidCGHWUJ;;;322JLG;2;0.0;Available;0.0
tr159;2024-03-03 15:00:00;;rfidVXXDQB;;;156CNS;6;0.0;Available;0.0
tr118;2024-03-03 15:00:00;;rfidKBMTUM;;;017FFL;2;0.0;Available;0.0
tr168;2024-03-03 15:00:00;;rfidXGWKZE;;;512JWR;4;0.0;Available;0.0
tr265;2024-03-03 15:00:00;;rfidXUWYNW;;;565IKE;4;0.0;Available;0.0
tr243;2024-03-03 15:00:00;;rfidOZSERV;;;653SGI;6;0.0;Available;0.0
tr296;2024-03-03 15:00:00;;rfidMNUIQX;;;434OGG;2;0.0;Available;0.0
tr125;2024-03-03 15:00:00;;rfidHJXBSL;;;411HMA;6;0.0;Available;0.0
tr206;2024-03-03 15:00:00;;rfidSFXPWE;;;218IVR;4;0.0;Available;0.0
tr77;2024-03-03 15:00:00;;rfidQMJDEG;;;738XRH;6;0.0;Available;0.0
tr102;2024-03-03 15:00:00;;rfidXVYRSO;;;418AKS;2;0.0;Available;0.0
tr142;2024-03-03 15:00:00;;rfidDXVSIP;;;377XVN;4;0.0;Available;0.0
tr85;2024-03-03 15:00:00;;rfidQJTJOW;;;625UFR;2;0.0;Available;0.0
tr14;2024-03-03 15:00:00;;rfidKEESCC;;;443UWK;4;0.0;Available;0.0
tr211;2024-03-03 15:00:00;;rfidUHQNDJ;;;622JDN;4;0.0;Available;0.0
tr261;2024-03-03 15:00:00;;rfidOUMATA;;;244NHW;4;0.0;Available;0.0
tr111;2024-03-03 15:00:00;;rfidADSDXS;;;335QUF;2;0.0;Available;0.0
tr171;2024-03-03 15:00:00;;rfidCTCIBZ;;;738JNQ;4;0.0;Available;0.0
tr113;2024-03-03 15:00:00;;rfidWJPYXD;;;745EYG;4;0.0;Available;0.0
tr186;2024-03-03 15:00:00;;rfidISCIZN;;;518ELE;6;0.0;Available;0.0
tr156;2024-03-03 15:00:00;;rfidNDNEEY;;;934VBU;4;0.0;Available;0.0
tr73;2024-03-03 15:00:00;;rfidYPBHCN;;;199LWF;6;0.0;Available;0.0
tr200;2024-03-03 15:00:00;;rfidTQPKNV;;;566PER;2;0.0;Available;0.0
tr117;2024-03-03 15:00:00;;rfidLZMMCP;;;152ACE;2;0.0;Available;0.0
tr160;2024-03-03 15:00:00;;rfidPITTBC;;;570QGT;6;0.0;Available;0.0
tr42;2024-03-03 15:00:00;;rfidKROPVF;;;720QYQ;4;0.0;Available;0.0
tr226;2024-03-03 15:00:00;;rfidOKYJRU;;;425DOS;2;0.0;Available;0.0
tr13;2024-03-03 15:00:00;;rfidUOBFIE;;;535XDA;2;0.0;Available;0.0
tr276;2024-03-03 15:00:00;;rfidIXJGGY;;;074SUK;2;0.0;Available;0.0
tr288;2024-03-03 15:00:00;;rfidTCHKXS;;;528MQM;6;0.0;Available;0.0
tr205;2024-03-03 15:00:00;;rfidYQWYMN;;;404MYT;4;0.0;Available;0.0
tr195;2024-03-03 15:00:00;;rfidEQQCDC;;;846ZOW;2;0.0;Available;0.0
tr21;2024-03-03 15:00:00;;rfidXKYATP;;;474KOP;4;0.0;Available;0.0
tr49;2024-03-03 15:00:00;;rfidYKGKPC;;;668RZH;4;0.0;Available;0.0
tr217;2024-03-03 15:00:00;;rfidNSBJQV;;;184HSV;4;0.0;Available;0.0
tr128;2024-03-03 15:00:00;;rfidJOOYPI;;;642TAY;6;0.0;Available;0.0
tr108;2024-03-03 15:00:00;;rfidWAWRHF;;;824YXT;2;0.0;Available;0.0
tr235;2024-03-03 15:00:00;;rfidOXYXXE;;;271TYM;2;0.0;Available;0.0
tr129;2024-03-03 15:00:00;;rfidGGWVLU;;;766AVV;2;0.0;Available;0.0
tr214;2024-03-03 15:00:00;;rfidQFRBUO;;;880FTX;6;0.0;Available;0.0
tr180;2024-03-03 15:00:00;;rfidSKSJBO;;;060JWY;6;0.0;Available;0.0
tr80;2024-03-03 15:00:00;;rfidNFXOQD;;;774RTY;6;0.0;Available;0.0
tr271;2024-03-03 15:00:00;;rfidXXXDJD;;;423ZNN;4;0.0;Available;0.0
tr82;2024-03-03 15:00:00;;rfidMBUOCF;;;391KFA;6;0.0;Available;0.0
tr11;2024-03-03 15:00:00;;rfidJADJLH;;;581DYE;4;0.0;Available;0.0
tr197;2024-03-03 15:00:00;;rfidTGBPNQ;;;370EGR;2;0.0;Available;0.0
tr18;2024-03-03 15:00:00;;rfidRMLRCE;;;459DLL;6;0.0;Available;0.0
tr152;2024-03-03 15:00:00;;rfidKHAYDR;;;825PEU;4;0.0;Available;0.0
tr224;2024-03-03 15:00:00;;rfidNJGRBX;;;443UUS;4;0.0;Available;0.0
tr119;2024-03-03 15:00:00;;rfidPVALEF;;;903XKK;4;0.0;Available;0.0
tr204;2024-03-03 15:00:00;;rfidKQIBJL;;;298CVI;2;0.0;Available;0.0
tr51;2024-03-03 15:00:00;;rfidTQQOXX;;;478LVI;6;0.0;Available;0.0
tr53;2024-03-03 15:00:00;;rfidYBGQMZ;;;427PHY;6;0.0;Available;0.0
tr231;2024-03-03 15:00:00;;rfidTMQZDR;;;622MSX;2;0.0;Available;0.0
tr23;2024-03-03 15:00:00;;rfidHEVWQK;;;796MEU;6;0.0;Available;0.0
tr190;2024-03-03 15:00:00;;rfidOZQPKG;;;710YJQ;6;0.0;Available;0.0
tr121;2024-03-03 15:00:00;;rfidOOPNCM;;;078PGE;4;0.0;Available;0.0
tr81;2024-03-03 15:00:00;;rfidHLZLOU;;;534VKG;4;0.0;Available;0.0
tr67;2024-03-03 15:00:00;;rfidWSBOSC;;;624PNQ;2;0.0;Available;0.0
tr106;2024-03-03 15:00:00;;rfidNQXUSW;;;562EKO;2;0.0;Available;0.0
tr234;2024-03-03 15:00:00;;rfidKRNRJI;;;249VPA;6;0.0;Available;0.0
tr282;2024-03-03 15:00:00;;rfidIBEZUT;;;764KIO;4;0.0;Available;0.0
tr131;2024-03-03 15:00:00;;rfidNMOSUJ;;;847TSW;4;0.0;Available;0.0
tr20;2024-03-03 15:00:00;;rfidHLCIIP;;;614BJF;2;0.0;Available;0.0
tr147;2024-03-03 15:00:00;;rfidSRMWJX;;;191MIS;2;0.0;Available;0.0
tr145;2024-03-03 15:00:00;;rfidNBZDKK;;;954IJB;4;0.0;Available;0.0
tr144;2024-03-03 15:00:00;;rfidMNHHIQ;;;563CBK;6;0.0;Available;0.0
tr65;2024-03-03 15:00:00;;rfidBOLLBD;;;617SNM;4;0.0;Available;0.0
tr47;2024-03-03 15:00:00;;rfidLIOEUK;;;316LBJ;2;0.0;Available;0.0
tr100;2024-03-03 15:00:00;;rfidRHTOJK;;;518VMC;4;0.0;Available;0.0
tr135;2024-03-03 15:00:00;;rfidQYBWVO;;;660GLX;6;0.0;Available;0.0
tr300;2024-03-03 15:00:00;;rfidUBUEBR;;;704VGQ;4;0.0;Available;0.0
tr189;2024-03-03 15:00:00;;rfidVPEVWI;;;377GTD;6;0.0;Available;0.0
tr172;2024-03-03 15:00:00;;rfidNBWAHL;;;173OOV;6;0.0;Available;0.0
tr54;2024-03-03 15:00:00;;rfidXWQUVF;;;265EYC;2;0.0;Available;0.0
tr75;2024-03-03 15:00:00;;rfidFOWCLA;;;606MXL;2;0.0;Available;0.0
tr222;2024-03-03 15:00:00;;rfidFXXQJR;;;352PSG;6;0.0;Available;0.0
tr27;2024-03-03 15:00:00;;rfidSMORTC;;;936FDD;2;0.0;Available;0.0
tr158;2024-03-03 15:00:00;;rfidGEOLCF;;;728KWU;6;0.0;Available;0.0
tr37;2024-03-03 15:00:00;;rfidKHZGSO;;;117HFM;4;0.0;Available;0.0
tr149;2024-03-03 15:00:00;;rfidJZBLXB;;;863XQJ;6;0.0;Available;0.0
tr184;2024-03-03 15:00:00;;rfidJOHMZB;;;814NCH;6;0.0;Available;0.0
tr64;2024-03-03 15:00:00;;rfidXQSSXL;;;131QTG;6;0.0;Available;0.0
tr294;2024-03-03 15:00:00;;rfidJVDIVR;;;245MPR;4;0.0;Available;0.0
tr223;2024-03-03 15:00:00;;rfidPYSURV;;;811FWK;4;0.0;Available;0.0
tr74;2024-03-03 15:00:00;;rfidPLAFTZ;;;189TZF;6;0.0;Available;0.0
tr201;2024-03-03 15:00:00;;rfidCWWWSK;;;771OGG;2;0.0;Available;0.0
tr150;2024-03-03 15:00:00;;rfidMJCBWW;;;322DDR;2;0.0;Available;0.0
tr2;2024-03-03 15:00:00;;rfidSXOIBO;;;066PEG;4;0.0;Available;0.0
tr167;2024-03-03 15:00:00;;rfidVDGOYG;;;798QLA;4;0.0;Available;0.0
tr38;2024-03-03 15:00:00;;rfidTJVWNF;;;803CGI;4;0.0;Available;0.0
tr122;2024-03-03 15:00:00;;rfidWMLKOZ;;;775EXG;4;0.0;Available;0.0
tr248;2024-03-03 15:00:00;;rfidUAFUKA;;;122KID;6;0.0;Available;0.0
tr103;2024-03-03 15:00:00;;rfidSQRDYO;;;646DIX;6;0.0;Available;0.0
tr238;2024-03-03 15:00:00;;rfidIETUDB;;;383NPK;2;0.0;Available;0.0
tr196;2024-03-03 15:00:00;;rfidIBHWHZ;;;828ZQS;2;0.0;Available;0.0
tr257;2024-03-03 15:00:00;;rfidJKPBGE;;;951AMQ;6;0.0;Available;0.0
tr39;2024-03-03 15:00:00;;rfidOISPBH;;;582KMU;4;0.0;Available;0.0
tr26;2024-03-03 15:00:00;;rfidMTJKAI;;;555NIV;2;0.0;Available;0.0
tr30;2024-03-03 15:00:00;;rfidIKTZIL;;;281NUM;4;0.0;Available;0.0
tr299;2024-03-03 15:00:00;;rfidGUFXHF;;;778ITL;4;0.0;Available;0.0
tr4;2024-03-03 15:00:00;;rfidZEBQVY;;;805NKM;6;0.0;Available;0.0
tr120;2024-03-03 15:00:00;;rfidDDEFGA;;;418NTJ;6;0.0;Available;0.0
tr36;2024-03-03 15:00:00;;rfidNIHVCQ;;;342PRV;2;0.0;Available;0.0
tr16;2024-03-03 15:00:00;;rfidAXNYXJ;;;022LBP;6;0.0;Available;0.0
tr33;2024-03-03 15:00:00;;rfidUQGHWJ;;;133QVJ;6;0.0;Available;0.0
tr249;2024-03-03 15:00:00;;rfidPDCOFA;;;017FEU;6;0.0;Available;0.0
tr208;2024-03-03 15:00:00;;rfidVTHCTF;;;623SUU;4;0.0;Available;0.0
tr163;2024-03-03 15:00:00;;rfidCRUJYC;;;630JOS;2;0.0;Available;0.0
tr84;2024-03-03 15:00:00;;rfidPLEKLW;;;465YRV;4;0.0;Available;0.0
tr48;2024-03-03 15:00:00;;rfidIPOVFG;;;131GVO;6;0.0;Available;0.0
tr297;2024-03-03 15:00:00;;rfidKTSUUN;;;464LYG;6;0.0;Available;0.0
tr273;2024-03-03 15:00:00;;rfidJEVGXT;;;032CHY;4;0.0;Available;0.0
tr227;2024-03-03 15:00:00;;rfidJLYBGO;;;114JMO;6;0.0;Available;0.0
tr252;2024-03-03 15:00:00;;rfidSEYGNY;;;666USS;4;0.0;Available;0.0
tr112;2024-03-03 15:00:00;;rfidBOVSVN;;;170DML;2;0.0;Available;0.0
tr254;2024-03-03 15:00:00;;rfidIDVLXY;;;453TNI;6;0.0;Available;0.0
tr76;2024-03-03 15:00:00;;rfidNTHFIF;;;882ZOO;2;0.0;Available;0.0
tr9;2024-03-03 15:00:00;;rfidQSFIGD;;;747BCE;6;0.0;Available;0.0
tr44;2024-03-03 15:00:00;;rfidVDFQQU;;;933DWK;2;0.0;Available;0.0
tr29;2024-03-03 15:00:00;;rfidRTQLFG;;;624LKG;4;0.0;Available;0.0
tr242;2024-03-03 15:00:00;;rfidBSEBBI;;;111QZO;2;0.0;Available;0.0
tr50;2024-03-03 15:00:00;;rfidXHJQMP;;;768QPS;4;0.0;Available;0.0
