ocel_id;ocel_type
assign_trs_Pcp1911;Assign Truck
assign_trs_Pcp1911;Assign Truck
assign_trs_Pcp1911;Assign Truck
weigh_empty_trucktr236;Weigh the Empty Truck
weigh_empty_trucktr143;Weigh the Empty Truck
check_abnormalitytr157;Check Empty Truck Weight Abnormality
check_abnormalitytr135;Check Empty Truck Weight Abnormality
check_abnormalitytr238;Check Empty Truck Weight Abnormality
check_abnormalitytr113;Check Empty Truck Weight Abnormality
check_abnormalitytr252;Check Empty Truck Weight Abnormality
assign_trs_Pcp1963;Assign Truck
Lodge_Pcp551;Lodge Pickup Plan
assign_trs_Pcp1963;Assign Truck
assign_trs_Pcp1963;Assign Truck
assign_trs_Pcp1963;Assign Truck
assign_trs_Pcp1963;Assign Truck
assign_trs_Pcp1963;Assign Truck
check_abnormalitytr143;Check Empty Truck Weight Abnormality
check_abnormalitytr236;Check Empty Truck Weight Abnormality
fail_weightr238;Fail to Weigh
fail_weightr113;Fail to Weigh
trs_entrytr69;Enter the port
trs_entrytr199;Enter the port
trs_entrytr33;Enter the port
trs_entrytr94;Enter the port
trs_entrytr239;Enter the port
trs_entrytr13;Enter the port
fail_weightr236;Fail to Weigh
fail_weightr143;Fail to Weigh
arrive_at_Silo9;Arrive at the Silo
weigh_empty_trucktr33;Weigh the Empty Truck
weigh_empty_trucktr199;Weigh the Empty Truck
weigh_empty_trucktr69;Weigh the Empty Truck
arrive_at_Silo9;Arrive at the Silo
arrive_at_Silo9;Arrive at the Silo
weigh_empty_trucktr94;Weigh the Empty Truck
weigh_empty_trucktr239;Weigh the Empty Truck
weigh_empty_trucktr13;Weigh the Empty Truck
determine_continuanceSilo9;Determine the Continuance of the Pickup
determine_continuanceSilo9;Determine the Continuance of the Pickup
determine_continuanceSilo9;Determine the Continuance of the Pickup
load_trucktr252;Load Truck
check_abnormalitytr199;Check Empty Truck Weight Abnormality
check_abnormalitytr69;Check Empty Truck Weight Abnormality
check_abnormalitytr33;Check Empty Truck Weight Abnormality
load_trucktr135;Load Truck
load_trucktr157;Load Truck
check_abnormalitytr94;Check Empty Truck Weight Abnormality
check_abnormalitytr239;Check Empty Truck Weight Abnormality
check_abnormalitytr13;Check Empty Truck Weight Abnormality
trs_entrytr176;Enter the port
trs_entrytr219;Enter the port
trs_entrytr119;Enter the port
trs_entrytr175;Enter the port
trs_entrytr184;Enter the port
trs_entrytr46;Enter the port
fail_weightr69;Fail to Weigh
weigh_empty_trucktr176;Weigh the Empty Truck
weigh_empty_trucktr219;Weigh the Empty Truck
weigh_empty_trucktr119;Weigh the Empty Truck
weigh_empty_trucktr184;Weigh the Empty Truck
weigh_empty_trucktr175;Weigh the Empty Truck
weigh_empty_trucktr46;Weigh the Empty Truck
arrive_at_Silo55;Arrive at the Silo
arrive_at_Silo55;Arrive at the Silo
arrive_at_Silo55;Arrive at the Silo
arrive_at_Silo55;Arrive at the Silo
arrive_at_Silo55;Arrive at the Silo
check_abnormalitytr219;Check Empty Truck Weight Abnormality
check_abnormalitytr176;Check Empty Truck Weight Abnormality
check_abnormalitytr46;Check Empty Truck Weight Abnormality
check_abnormalitytr175;Check Empty Truck Weight Abnormality
check_abnormalitytr119;Check Empty Truck Weight Abnormality
check_abnormalitytr184;Check Empty Truck Weight Abnormality
determine_continuanceSilo55;Determine the Continuance of the Pickup
determine_continuanceSilo55;Determine the Continuance of the Pickup
determine_continuanceSilo55;Determine the Continuance of the Pickup
determine_continuanceSilo55;Determine the Continuance of the Pickup
determine_continuanceSilo55;Determine the Continuance of the Pickup
Lodge_Pcp1188;Lodge Pickup Plan
load_trucktr33;Load Truck
load_trucktr199;Load Truck
load_trucktr13;Load Truck
load_trucktr239;Load Truck
load_trucktr94;Load Truck
weigh_loaded_trucktr252;Weigh the Loaded Truck
fail_weightr46;Fail to Weigh
fail_weightr119;Fail to Weigh
weigh_loaded_trucktr157;Weigh the Loaded Truck
weigh_loaded_trucktr135;Weigh the Loaded Truck
assign_trs_Pcp551;Assign Truck
assign_trs_Pcp551;Assign Truck
assign_trs_Pcp551;Assign Truck
assign_trs_Pcp551;Assign Truck
assign_trs_Pcp551;Assign Truck
arrive_at_Silo70;Arrive at the Silo
arrive_at_Silo70;Arrive at the Silo
arrive_at_Silo70;Arrive at the Silo
arrive_at_Silo70;Arrive at the Silo
determine_continuanceSilo70;Determine the Continuance of the Pickup
determine_continuanceSilo70;Determine the Continuance of the Pickup
Lodge_Pcp1008;Lodge Pickup Plan
determine_continuanceSilo70;Determine the Continuance of the Pickup
determine_continuanceSilo70;Determine the Continuance of the Pickup
Lodge_Pcp1913;Lodge Pickup Plan
load_trucktr219;Load Truck
weigh_loaded_trucktr33;Weigh the Loaded Truck
weigh_loaded_trucktr199;Weigh the Loaded Truck
load_trucktr176;Load Truck
weigh_loaded_trucktr13;Weigh the Loaded Truck
weigh_loaded_trucktr94;Weigh the Loaded Truck
weigh_loaded_trucktr239;Weigh the Loaded Truck
input_tally_sheettr135;Input the Tally Sheet
print_w_tickettr135;Print the Weighing Ticket
input_tally_sheettr157;Input the Tally Sheet
print_w_tickettr157;Print the Weighing Ticket
load_trucktr175;Load Truck
load_trucktr184;Load Truck
input_tally_sheettr252;Input the Tally Sheet
print_w_tickettr252;Print the Weighing Ticket
eval_trs_exittr157_Pcp1020;Evaluate the Truck Exit
eval_trs_exittr135_Pcp1020;Evaluate the Truck Exit
trs_entrytr169;Enter the port
trs_entrytr167;Enter the port
trs_entrytr161;Enter the port
trs_entrytr75;Enter the port
trs_entrytr101;Enter the port
eval_trs_exittr252_Pcp1020;Evaluate the Truck Exit
weigh_empty_trucktr169;Weigh the Empty Truck
weigh_empty_trucktr161;Weigh the Empty Truck
weigh_empty_trucktr101;Weigh the Empty Truck
weigh_empty_trucktr75;Weigh the Empty Truck
weigh_empty_trucktr167;Weigh the Empty Truck
print_w_tickettr199;Print the Weighing Ticket
print_w_tickettr33;Print the Weighing Ticket
input_tally_sheettr33;Input the Tally Sheet
input_tally_sheettr199;Input the Tally Sheet
print_w_tickettr239;Print the Weighing Ticket
input_tally_sheettr239;Input the Tally Sheet
input_tally_sheettr94;Input the Tally Sheet
input_tally_sheettr13;Input the Tally Sheet
print_w_tickettr13;Print the Weighing Ticket
print_w_tickettr94;Print the Weighing Ticket
eval_trs_exittr33_Pcp1911;Evaluate the Truck Exit
eval_trs_exittr199_Pcp1911;Evaluate the Truck Exit
eval_trs_exittr94_Pcp1911;Evaluate the Truck Exit
eval_trs_exittr13_Pcp1911;Evaluate the Truck Exit
eval_trs_exittr239_Pcp1911;Evaluate the Truck Exit
weigh_loaded_trucktr176;Weigh the Loaded Truck
weigh_loaded_trucktr219;Weigh the Loaded Truck
weigh_loaded_trucktr175;Weigh the Loaded Truck
weigh_loaded_trucktr184;Weigh the Loaded Truck
check_abnormalitytr169;Check Empty Truck Weight Abnormality
check_abnormalitytr101;Check Empty Truck Weight Abnormality
check_abnormalitytr167;Check Empty Truck Weight Abnormality
check_abnormalitytr75;Check Empty Truck Weight Abnormality
check_abnormalitytr161;Check Empty Truck Weight Abnormality
assign_trs_Pcp1188;Assign Truck
assign_trs_Pcp1188;Assign Truck
assign_trs_Pcp1188;Assign Truck
assign_trs_Pcp1188;Assign Truck
assign_trs_Pcp1188;Assign Truck
assign_trs_Pcp1188;Assign Truck
fail_weightr167;Fail to Weigh
fail_weightr101;Fail to Weigh
print_w_tickettr219;Print the Weighing Ticket
input_tally_sheettr219;Input the Tally Sheet
input_tally_sheettr176;Input the Tally Sheet
print_w_tickettr176;Print the Weighing Ticket
arrive_at_Silo31;Arrive at the Silo
arrive_at_Silo31;Arrive at the Silo
arrive_at_Silo31;Arrive at the Silo
eval_trs_exittr219_Pcp1963;Evaluate the Truck Exit
eval_trs_exittr176_Pcp1963;Evaluate the Truck Exit
determine_continuanceSilo31;Determine the Continuance of the Pickup
input_tally_sheettr184;Input the Tally Sheet
input_tally_sheettr175;Input the Tally Sheet
print_w_tickettr184;Print the Weighing Ticket
print_w_tickettr175;Print the Weighing Ticket
determine_continuanceSilo31;Determine the Continuance of the Pickup
determine_continuanceSilo31;Determine the Continuance of the Pickup
assign_trs_Pcp1008;Assign Truck
assign_trs_Pcp1008;Assign Truck
assign_trs_Pcp1008;Assign Truck
assign_trs_Pcp1008;Assign Truck
assign_trs_Pcp1008;Assign Truck
assign_trs_Pcp1008;Assign Truck
load_trucktr169;Load Truck
trs_entrytr100;Enter the port
load_trucktr75;Load Truck
load_trucktr161;Load Truck
trs_entrytr215;Enter the port
trs_entrytr108;Enter the port
trs_entrytr51;Enter the port
trs_entrytr90;Enter the port
assign_trs_Pcp1913;Assign Truck
assign_trs_Pcp1913;Assign Truck
assign_trs_Pcp1913;Assign Truck
trs_entrytr217;Enter the port
eval_trs_exittr184_Pcp1963;Evaluate the Truck Exit
eval_trs_exittr175_Pcp1963;Evaluate the Truck Exit
assign_trs_Pcp1913;Assign Truck
weigh_empty_trucktr100;Weigh the Empty Truck
weigh_empty_trucktr51;Weigh the Empty Truck
weigh_empty_trucktr215;Weigh the Empty Truck
weigh_empty_trucktr90;Weigh the Empty Truck
weigh_empty_trucktr108;Weigh the Empty Truck
weigh_empty_trucktr217;Weigh the Empty Truck
check_abnormalitytr100;Check Empty Truck Weight Abnormality
check_abnormalitytr90;Check Empty Truck Weight Abnormality
check_abnormalitytr108;Check Empty Truck Weight Abnormality
check_abnormalitytr51;Check Empty Truck Weight Abnormality
check_abnormalitytr215;Check Empty Truck Weight Abnormality
check_abnormalitytr217;Check Empty Truck Weight Abnormality
trs_entrytr256;Enter the port
trs_entrytr88;Enter the port
trs_entrytr85;Enter the port
trs_entrytr56;Enter the port
trs_entrytr77;Enter the port
trs_entrytr259;Enter the port
trs_entrytr216;Enter the port
trs_entrytr235;Enter the port
trs_entrytr228;Enter the port
fail_weightr100;Fail to Weigh
weigh_loaded_trucktr161;Weigh the Loaded Truck
weigh_loaded_trucktr75;Weigh the Loaded Truck
trs_entrytr250;Enter the port
fail_weightr90;Fail to Weigh
fail_weightr215;Fail to Weigh
fail_weightr108;Fail to Weigh
weigh_loaded_trucktr169;Weigh the Loaded Truck
weigh_empty_trucktr256;Weigh the Empty Truck
weigh_empty_trucktr88;Weigh the Empty Truck
weigh_empty_trucktr216;Weigh the Empty Truck
weigh_empty_trucktr77;Weigh the Empty Truck
weigh_empty_trucktr235;Weigh the Empty Truck
weigh_empty_trucktr259;Weigh the Empty Truck
weigh_empty_trucktr228;Weigh the Empty Truck
weigh_empty_trucktr85;Weigh the Empty Truck
weigh_empty_trucktr56;Weigh the Empty Truck
weigh_empty_trucktr250;Weigh the Empty Truck
arrive_at_Silo90;Arrive at the Silo
arrive_at_Silo90;Arrive at the Silo
Lodge_Pcp435;Lodge Pickup Plan
determine_continuanceSilo90;Determine the Continuance of the Pickup
determine_continuanceSilo90;Determine the Continuance of the Pickup
check_abnormalitytr256;Check Empty Truck Weight Abnormality
check_abnormalitytr88;Check Empty Truck Weight Abnormality
print_w_tickettr75;Print the Weighing Ticket
input_tally_sheettr75;Input the Tally Sheet
input_tally_sheettr161;Input the Tally Sheet
print_w_tickettr161;Print the Weighing Ticket
check_abnormalitytr259;Check Empty Truck Weight Abnormality
check_abnormalitytr85;Check Empty Truck Weight Abnormality
check_abnormalitytr77;Check Empty Truck Weight Abnormality
check_abnormalitytr56;Check Empty Truck Weight Abnormality
check_abnormalitytr235;Check Empty Truck Weight Abnormality
check_abnormalitytr228;Check Empty Truck Weight Abnormality
check_abnormalitytr216;Check Empty Truck Weight Abnormality
check_abnormalitytr250;Check Empty Truck Weight Abnormality
load_trucktr51;Load Truck
print_w_tickettr169;Print the Weighing Ticket
input_tally_sheettr169;Input the Tally Sheet
load_trucktr217;Load Truck
fail_weightr256;Fail to Weigh
eval_trs_exittr75_Pcp551;Evaluate the Truck Exit
eval_trs_exittr161_Pcp551;Evaluate the Truck Exit
fail_weightr216;Fail to Weigh
fail_weightr259;Fail to Weigh
eval_trs_exittr169_Pcp551;Evaluate the Truck Exit
arrive_at_Silo9;Arrive at the Silo
arrive_at_Silo9;Arrive at the Silo
arrive_at_Silo98;Arrive at the Silo
arrive_at_Silo98;Arrive at the Silo
arrive_at_Silo9;Arrive at the Silo
arrive_at_Silo98;Arrive at the Silo
arrive_at_Silo98;Arrive at the Silo
Lodge_Pcp1410;Lodge Pickup Plan
determine_continuanceSilo9;Determine the Continuance of the Pickup
determine_continuanceSilo98;Determine the Continuance of the Pickup
determine_continuanceSilo9;Determine the Continuance of the Pickup
determine_continuanceSilo9;Determine the Continuance of the Pickup
determine_continuanceSilo98;Determine the Continuance of the Pickup
determine_continuanceSilo98;Determine the Continuance of the Pickup
determine_continuanceSilo98;Determine the Continuance of the Pickup
load_trucktr88;Load Truck
load_trucktr85;Load Truck
load_trucktr77;Load Truck
load_trucktr228;Load Truck
load_trucktr56;Load Truck
load_trucktr235;Load Truck
load_trucktr250;Load Truck
weigh_loaded_trucktr51;Weigh the Loaded Truck
weigh_loaded_trucktr217;Weigh the Loaded Truck
weigh_loaded_trucktr88;Weigh the Loaded Truck
weigh_loaded_trucktr235;Weigh the Loaded Truck
weigh_loaded_trucktr77;Weigh the Loaded Truck
weigh_loaded_trucktr228;Weigh the Loaded Truck
weigh_loaded_trucktr56;Weigh the Loaded Truck
weigh_loaded_trucktr85;Weigh the Loaded Truck
weigh_loaded_trucktr250;Weigh the Loaded Truck
print_w_tickettr51;Print the Weighing Ticket
input_tally_sheettr51;Input the Tally Sheet
input_tally_sheettr217;Input the Tally Sheet
print_w_tickettr217;Print the Weighing Ticket
eval_trs_exittr51_Pcp1188;Evaluate the Truck Exit
eval_trs_exittr217_Pcp1188;Evaluate the Truck Exit
Lodge_Pcp247;Lodge Pickup Plan
print_w_tickettr88;Print the Weighing Ticket
input_tally_sheettr88;Input the Tally Sheet
print_w_tickettr85;Print the Weighing Ticket
print_w_tickettr77;Print the Weighing Ticket
input_tally_sheettr85;Input the Tally Sheet
input_tally_sheettr228;Input the Tally Sheet
input_tally_sheettr77;Input the Tally Sheet
print_w_tickettr228;Print the Weighing Ticket
input_tally_sheettr56;Input the Tally Sheet
print_w_tickettr56;Print the Weighing Ticket
input_tally_sheettr235;Input the Tally Sheet
print_w_tickettr235;Print the Weighing Ticket
assign_trs_Pcp435;Assign Truck
assign_trs_Pcp435;Assign Truck
assign_trs_Pcp435;Assign Truck
input_tally_sheettr250;Input the Tally Sheet
print_w_tickettr250;Print the Weighing Ticket
assign_trs_Pcp435;Assign Truck
assign_trs_Pcp435;Assign Truck
assign_trs_Pcp435;Assign Truck
Lodge_Pcp143;Lodge Pickup Plan
eval_trs_exittr88_Pcp1008;Evaluate the Truck Exit
eval_trs_exittr235_Pcp1913;Evaluate the Truck Exit
eval_trs_exittr77_Pcp1913;Evaluate the Truck Exit
eval_trs_exittr85_Pcp1008;Evaluate the Truck Exit
eval_trs_exittr56_Pcp1008;Evaluate the Truck Exit
eval_trs_exittr228_Pcp1913;Evaluate the Truck Exit
eval_trs_exittr250_Pcp1913;Evaluate the Truck Exit
Lodge_Pcp1987;Lodge Pickup Plan
assign_trs_Pcp1410;Assign Truck
assign_trs_Pcp1410;Assign Truck
trs_entrytr153;Enter the port
assign_trs_Pcp1410;Assign Truck
assign_trs_Pcp1410;Assign Truck
assign_trs_Pcp1410;Assign Truck
trs_entrytr47;Enter the port
assign_trs_Pcp1410;Assign Truck
trs_entrytr158;Enter the port
trs_entrytr91;Enter the port
trs_entrytr7;Enter the port
assign_trs_Pcp1410;Assign Truck
trs_entrytr230;Enter the port
weigh_empty_trucktr153;Weigh the Empty Truck
weigh_empty_trucktr47;Weigh the Empty Truck
weigh_empty_trucktr158;Weigh the Empty Truck
weigh_empty_trucktr7;Weigh the Empty Truck
weigh_empty_trucktr91;Weigh the Empty Truck
weigh_empty_trucktr230;Weigh the Empty Truck
check_abnormalitytr153;Check Empty Truck Weight Abnormality
check_abnormalitytr47;Check Empty Truck Weight Abnormality
check_abnormalitytr158;Check Empty Truck Weight Abnormality
check_abnormalitytr7;Check Empty Truck Weight Abnormality
check_abnormalitytr91;Check Empty Truck Weight Abnormality
check_abnormalitytr230;Check Empty Truck Weight Abnormality
trs_entrytr264;Enter the port
trs_entrytr122;Enter the port
trs_entrytr232;Enter the port
trs_entrytr299;Enter the port
trs_entrytr190;Enter the port
trs_entrytr61;Enter the port
trs_entrytr21;Enter the port
fail_weightr47;Fail to Weigh
fail_weightr158;Fail to Weigh
fail_weightr230;Fail to Weigh
weigh_empty_trucktr264;Weigh the Empty Truck
weigh_empty_trucktr122;Weigh the Empty Truck
Lodge_Pcp963;Lodge Pickup Plan
weigh_empty_trucktr61;Weigh the Empty Truck
weigh_empty_trucktr232;Weigh the Empty Truck
weigh_empty_trucktr299;Weigh the Empty Truck
weigh_empty_trucktr190;Weigh the Empty Truck
weigh_empty_trucktr21;Weigh the Empty Truck
arrive_at_Silo94;Arrive at the Silo
arrive_at_Silo94;Arrive at the Silo
arrive_at_Silo94;Arrive at the Silo
assign_trs_Pcp247;Assign Truck
assign_trs_Pcp247;Assign Truck
check_abnormalitytr264;Check Empty Truck Weight Abnormality
check_abnormalitytr122;Check Empty Truck Weight Abnormality
assign_trs_Pcp247;Assign Truck
assign_trs_Pcp247;Assign Truck
assign_trs_Pcp247;Assign Truck
check_abnormalitytr61;Check Empty Truck Weight Abnormality
check_abnormalitytr232;Check Empty Truck Weight Abnormality
check_abnormalitytr299;Check Empty Truck Weight Abnormality
check_abnormalitytr190;Check Empty Truck Weight Abnormality
determine_continuanceSilo94;Determine the Continuance of the Pickup
determine_continuanceSilo94;Determine the Continuance of the Pickup
determine_continuanceSilo94;Determine the Continuance of the Pickup
check_abnormalitytr21;Check Empty Truck Weight Abnormality
fail_weightr61;Fail to Weigh
fail_weightr232;Fail to Weigh
fail_weightr190;Fail to Weigh
load_trucktr153;Load Truck
load_trucktr7;Load Truck
load_trucktr91;Load Truck
Lodge_Pcp1866;Lodge Pickup Plan
assign_trs_Pcp143;Assign Truck
assign_trs_Pcp143;Assign Truck
assign_trs_Pcp143;Assign Truck
assign_trs_Pcp143;Assign Truck
assign_trs_Pcp143;Assign Truck
assign_trs_Pcp143;Assign Truck
assign_trs_Pcp143;Assign Truck
arrive_at_Silo45;Arrive at the Silo
arrive_at_Silo45;Arrive at the Silo
arrive_at_Silo45;Arrive at the Silo
trs_entrytr256;Enter the port
trs_entrytr208;Enter the port
assign_trs_Pcp1987;Assign Truck
assign_trs_Pcp1987;Assign Truck
trs_entrytr207;Enter the port
assign_trs_Pcp1987;Assign Truck
trs_entrytr131;Enter the port
trs_entrytr73;Enter the port
assign_trs_Pcp1987;Assign Truck
determine_continuanceSilo45;Determine the Continuance of the Pickup
determine_continuanceSilo45;Determine the Continuance of the Pickup
arrive_at_Silo45;Arrive at the Silo
determine_continuanceSilo45;Determine the Continuance of the Pickup
weigh_empty_trucktr256;Weigh the Empty Truck
weigh_empty_trucktr208;Weigh the Empty Truck
load_trucktr264;Load Truck
load_trucktr122;Load Truck
weigh_empty_trucktr131;Weigh the Empty Truck
weigh_empty_trucktr207;Weigh the Empty Truck
weigh_empty_trucktr73;Weigh the Empty Truck
load_trucktr299;Load Truck
determine_continuanceSilo45;Determine the Continuance of the Pickup
trs_entrytr103;Enter the port
trs_entrytr231;Enter the port
trs_entrytr230;Enter the port
trs_entrytr273;Enter the port
trs_entrytr160;Enter the port
trs_entrytr59;Enter the port
trs_entrytr156;Enter the port
weigh_loaded_trucktr153;Weigh the Loaded Truck
weigh_loaded_trucktr7;Weigh the Loaded Truck
weigh_loaded_trucktr91;Weigh the Loaded Truck
load_trucktr21;Load Truck
weigh_empty_trucktr231;Weigh the Empty Truck
weigh_empty_trucktr230;Weigh the Empty Truck
weigh_empty_trucktr273;Weigh the Empty Truck
weigh_empty_trucktr103;Weigh the Empty Truck
check_abnormalitytr256;Check Empty Truck Weight Abnormality
check_abnormalitytr208;Check Empty Truck Weight Abnormality
