ocel_id;ocel_time
weigh_loaded_trucktr74;2024-08-14 17:56:40
weigh_loaded_trucktr59;2024-08-14 17:56:40
weigh_loaded_trucktr280;2024-08-14 22:00:00
weigh_loaded_trucktr69;2024-08-14 22:06:40
weigh_loaded_trucktr242;2024-08-14 22:06:40
weigh_loaded_trucktr96;2024-08-14 22:46:40
weigh_loaded_trucktr175;2024-08-14 22:46:40
weigh_loaded_trucktr107;2024-08-21 05:23:20
weigh_loaded_trucktr173;2024-08-21 05:23:20
weigh_loaded_trucktr18;2024-08-21 06:50:00
weigh_loaded_trucktr129;2024-08-21 06:50:00
weigh_loaded_trucktr156;2024-08-21 20:13:20
weigh_loaded_trucktr48;2024-08-21 20:20:00
weigh_loaded_trucktr138;2024-08-21 20:26:40
weigh_loaded_trucktr65;2024-08-21 23:20:00
weigh_loaded_trucktr263;2024-08-21 23:20:00
weigh_loaded_trucktr207;2024-08-23 12:43:20
weigh_loaded_trucktr148;2024-08-24 04:20:00
weigh_loaded_trucktr179;2024-08-24 08:20:00
weigh_loaded_trucktr104;2024-08-24 08:20:00
weigh_loaded_trucktr3;2024-08-24 08:20:00
weigh_loaded_trucktr245;2024-08-27 11:56:40
weigh_loaded_trucktr170;2024-08-27 16:53:20
weigh_loaded_trucktr232;2024-08-27 16:53:20
weigh_loaded_trucktr45;2024-08-27 17:00:00
weigh_loaded_trucktr180;2024-08-27 17:00:00
weigh_loaded_trucktr115;2024-08-27 18:30:00
weigh_loaded_trucktr193;2024-08-27 20:00:00
weigh_loaded_trucktr169;2024-08-30 10:43:20
weigh_loaded_trucktr227;2024-08-30 11:36:40
weigh_loaded_trucktr121;2024-08-30 11:36:40
weigh_loaded_trucktr241;2024-08-30 11:36:40
weigh_loaded_trucktr117;2024-08-30 11:43:20
weigh_loaded_trucktr204;2024-08-30 13:43:20
weigh_loaded_trucktr125;2024-09-02 00:50:00
weigh_loaded_trucktr91;2024-09-02 09:36:40
weigh_loaded_trucktr121;2024-09-02 09:53:20
weigh_loaded_trucktr172;2024-09-04 00:00:00
weigh_loaded_trucktr267;2024-09-04 00:06:40
weigh_loaded_trucktr249;2024-09-04 01:30:00
weigh_loaded_trucktr233;2024-09-05 14:36:40
weigh_loaded_trucktr45;2024-09-08 16:50:00
weigh_loaded_trucktr122;2024-09-09 06:56:40
weigh_loaded_trucktr103;2024-09-09 07:56:40
weigh_loaded_trucktr51;2024-09-09 10:50:00
weigh_loaded_trucktr8;2024-09-10 20:06:40
weigh_loaded_trucktr265;2024-09-10 20:06:40
weigh_loaded_trucktr20;2024-09-10 20:06:40
weigh_loaded_trucktr140;2024-09-13 17:30:00
weigh_loaded_trucktr240;2024-09-13 17:30:00
weigh_loaded_trucktr191;2024-09-13 19:00:00
weigh_loaded_trucktr132;2024-09-16 07:16:40
weigh_loaded_trucktr13;2024-09-16 08:46:40
weigh_loaded_trucktr109;2024-09-16 08:46:40
weigh_loaded_trucktr144;2024-09-16 08:46:40
weigh_loaded_trucktr101;2024-09-16 12:30:00
weigh_loaded_trucktr111;2024-09-18 06:40:00
weigh_loaded_trucktr177;2024-09-18 08:10:00
weigh_loaded_trucktr183;2024-09-18 08:10:00
weigh_loaded_trucktr283;2024-09-18 08:10:00
weigh_loaded_trucktr164;2024-09-19 02:00:00
weigh_loaded_trucktr186;2024-09-19 03:30:00
weigh_loaded_trucktr106;2024-09-19 03:30:00
weigh_loaded_trucktr194;2024-09-19 03:30:00
weigh_loaded_trucktr193;2024-09-19 05:00:00
weigh_loaded_trucktr29;2024-09-19 12:00:00
weigh_loaded_trucktr265;2024-09-19 13:30:00
weigh_loaded_trucktr99;2024-09-19 13:30:00
weigh_loaded_trucktr277;2024-09-21 11:03:20
weigh_loaded_trucktr175;2024-09-21 12:33:20
weigh_loaded_trucktr157;2024-09-21 12:33:20
weigh_loaded_trucktr146;2024-09-21 14:03:20
weigh_loaded_trucktr262;2024-09-22 23:56:40
weigh_loaded_trucktr240;2024-09-23 00:03:20
weigh_loaded_trucktr230;2024-09-23 00:03:20
weigh_loaded_trucktr114;2024-09-24 09:30:00
weigh_loaded_trucktr63;2024-09-24 11:06:40
weigh_loaded_trucktr205;2024-09-24 12:30:00
weigh_loaded_trucktr265;2024-09-25 22:20:00
weigh_loaded_trucktr11;2024-09-27 03:10:00
weigh_loaded_trucktr55;2024-09-27 03:10:00
weigh_loaded_trucktr40;2024-09-27 17:26:40
weigh_loaded_trucktr38;2024-09-30 19:40:00
weigh_loaded_trucktr232;2024-09-30 23:10:00
weigh_loaded_trucktr284;2024-09-30 23:10:00
weigh_loaded_trucktr209;2024-09-30 23:10:00
weigh_loaded_trucktr16;2024-10-01 15:56:40
weigh_loaded_trucktr174;2024-10-01 16:03:20
weigh_loaded_trucktr41;2024-10-01 17:26:40
weigh_loaded_trucktr178;2024-10-02 21:56:40
weigh_loaded_trucktr244;2024-10-03 04:59:08
weigh_loaded_trucktr227;2024-10-03 05:23:20
weigh_loaded_trucktr6;2024-10-03 06:15:48
weigh_loaded_trucktr22;2024-10-03 06:15:48
weigh_loaded_trucktr240;2024-10-03 06:15:48
weigh_loaded_trucktr89;2024-10-08 00:26:40
weigh_loaded_trucktr19;2024-10-08 05:16:40
weigh_loaded_trucktr93;2024-10-09 07:03:20
weigh_loaded_trucktr32;2024-10-09 07:03:20
weigh_loaded_trucktr201;2024-10-09 08:33:20
weigh_loaded_trucktr276;2024-10-09 08:40:00
weigh_loaded_trucktr61;2024-10-09 15:10:00
weigh_loaded_trucktr104;2024-10-10 08:36:40
weigh_loaded_trucktr129;2024-10-10 08:36:40
weigh_loaded_trucktr178;2024-10-10 10:06:40
weigh_loaded_trucktr263;2024-10-11 15:43:20
weigh_loaded_trucktr8;2024-10-11 18:03:20
weigh_loaded_trucktr55;2024-10-11 18:03:20
weigh_loaded_trucktr134;2024-10-11 18:03:20
weigh_loaded_trucktr275;2024-10-13 13:43:20
weigh_loaded_trucktr90;2024-10-13 15:13:20
weigh_loaded_trucktr285;2024-10-14 11:20:00
weigh_loaded_trucktr128;2024-10-14 11:26:40
weigh_loaded_trucktr160;2024-10-15 05:16:40
weigh_loaded_trucktr197;2024-10-15 10:46:40
weigh_loaded_trucktr99;2024-10-15 10:46:40
weigh_loaded_trucktr121;2024-10-16 09:10:00
weigh_loaded_trucktr279;2024-10-16 09:10:00
weigh_loaded_trucktr42;2024-10-16 09:16:40
weigh_loaded_trucktr174;2024-10-16 09:16:40
weigh_loaded_trucktr233;2024-10-18 08:23:20
weigh_loaded_trucktr226;2024-10-18 08:23:20
weigh_loaded_trucktr242;2024-10-18 08:23:20
weigh_loaded_trucktr5;2024-10-18 09:53:20
weigh_loaded_trucktr110;2024-10-18 09:53:20
weigh_loaded_trucktr40;2024-10-18 10:30:00
weigh_loaded_trucktr181;2024-10-18 19:30:00
weigh_loaded_trucktr228;2024-10-20 23:13:20
weigh_loaded_trucktr188;2024-10-21 00:36:40
weigh_loaded_trucktr243;2024-10-21 00:43:20
weigh_loaded_trucktr90;2024-10-21 00:43:20
weigh_loaded_trucktr141;2024-10-21 12:03:20
weigh_loaded_trucktr236;2024-10-21 12:03:20
weigh_loaded_trucktr283;2024-10-21 13:33:20
weigh_loaded_trucktr195;2024-10-21 13:33:20
weigh_loaded_trucktr235;2024-10-23 12:06:40
weigh_loaded_trucktr79;2024-10-26 09:20:00
weigh_loaded_trucktr189;2024-10-26 09:20:00
weigh_loaded_trucktr205;2024-10-26 09:20:00
weigh_loaded_trucktr30;2024-10-26 14:33:20
weigh_loaded_trucktr44;2024-10-28 07:26:40
weigh_loaded_trucktr89;2024-10-28 07:26:40
weigh_loaded_trucktr52;2024-10-28 10:36:40
weigh_loaded_trucktr261;2024-10-28 10:36:40
weigh_loaded_trucktr185;2024-10-28 10:36:40
weigh_loaded_trucktr166;2024-10-29 13:46:40
weigh_loaded_trucktr219;2024-10-29 13:46:40
weigh_loaded_trucktr273;2024-10-31 12:00:00
weigh_loaded_trucktr9;2024-10-31 14:26:40
weigh_loaded_trucktr274;2024-10-31 15:00:00
weigh_loaded_trucktr171;2024-10-31 15:06:40
weigh_loaded_trucktr197;2024-10-31 16:43:20
weigh_loaded_trucktr287;2024-10-31 17:06:40
weigh_loaded_trucktr98;2024-11-03 16:20:00
weigh_loaded_trucktr204;2024-11-04 13:56:40
weigh_loaded_trucktr250;2024-11-04 13:56:40
weigh_loaded_trucktr158;2024-11-05 12:06:40
weigh_loaded_trucktr48;2024-11-05 19:50:00
weigh_loaded_trucktr84;2024-11-07 03:36:40
weigh_loaded_trucktr5;2024-11-07 06:30:00
weigh_loaded_trucktr172;2024-11-07 06:30:00
weigh_loaded_trucktr209;2024-11-08 03:36:40
weigh_loaded_trucktr289;2024-11-08 03:36:40
weigh_loaded_trucktr225;2024-11-08 05:06:40
weigh_loaded_trucktr121;2024-11-11 01:13:20
weigh_loaded_trucktr183;2024-11-11 01:13:20
weigh_loaded_trucktr269;2024-11-11 01:13:20
weigh_loaded_trucktr249;2024-11-11 02:43:20
weigh_loaded_trucktr6;2024-11-11 02:43:20
weigh_loaded_trucktr58;2024-11-14 14:56:40
weigh_loaded_trucktr158;2024-11-14 17:50:00
weigh_loaded_trucktr259;2024-11-15 22:30:00
weigh_loaded_trucktr149;2024-11-15 22:30:00
weigh_loaded_trucktr298;2024-11-16 11:46:40
weigh_loaded_trucktr119;2024-11-16 13:10:00
weigh_loaded_trucktr181;2024-11-17 01:03:20
weigh_loaded_trucktr112;2024-11-18 00:33:20
weigh_loaded_trucktr28;2024-11-18 00:33:20
weigh_loaded_trucktr103;2024-11-18 02:03:20
weigh_loaded_trucktr286;2024-11-18 02:03:20
weigh_loaded_trucktr170;2024-11-18 02:43:20
weigh_loaded_trucktr139;2024-11-20 00:10:00
weigh_loaded_trucktr11;2024-11-20 06:40:00
weigh_loaded_trucktr65;2024-11-20 06:56:40
weigh_loaded_trucktr252;2024-11-21 08:36:40
weigh_loaded_trucktr44;2024-11-21 08:36:40
weigh_loaded_trucktr144;2024-11-21 10:06:40
weigh_loaded_trucktr241;2024-11-22 02:00:00
weigh_loaded_trucktr188;2024-11-22 04:30:00
weigh_loaded_trucktr164;2024-11-22 04:30:00
weigh_loaded_trucktr4;2024-11-24 22:00:00
weigh_loaded_trucktr37;2024-11-24 22:00:00
weigh_loaded_trucktr220;2024-11-25 15:43:20
weigh_loaded_trucktr276;2024-11-25 15:43:20
weigh_loaded_trucktr249;2024-11-26 11:13:20
weigh_loaded_trucktr64;2024-11-26 12:06:40
weigh_loaded_trucktr23;2024-11-26 12:06:40
weigh_loaded_trucktr97;2024-11-29 00:26:40
weigh_loaded_trucktr29;2024-11-29 11:36:40
weigh_loaded_trucktr126;2024-11-30 08:36:40
weigh_loaded_trucktr14;2024-11-30 08:43:20
weigh_loaded_trucktr247;2024-11-30 08:43:20
weigh_loaded_trucktr281;2024-12-02 14:13:20
weigh_loaded_trucktr244;2024-12-02 15:43:20
weigh_loaded_trucktr204;2024-12-02 15:43:20
weigh_loaded_trucktr260;2024-12-02 15:43:20
weigh_loaded_trucktr186;2024-12-02 22:36:40
weigh_loaded_trucktr250;2024-12-09 13:53:20
weigh_loaded_trucktr274;2024-12-09 15:23:20
weigh_loaded_trucktr25;2024-12-09 15:23:20
weigh_loaded_trucktr87;2024-12-10 19:43:20
weigh_loaded_trucktr134;2024-12-10 19:50:00
weigh_loaded_trucktr3;2024-12-10 19:50:00
weigh_loaded_trucktr61;2024-12-14 02:33:20
weigh_loaded_trucktr120;2024-12-14 02:33:20
weigh_loaded_trucktr198;2024-12-14 02:33:20
weigh_loaded_trucktr36;2024-12-15 00:40:00
weigh_loaded_trucktr21;2024-12-15 00:40:00
weigh_loaded_trucktr24;2024-12-15 09:36:40
weigh_loaded_trucktr170;2024-12-15 09:36:40
weigh_loaded_trucktr177;2024-12-15 09:36:40
weigh_loaded_trucktr148;2024-12-16 00:33:20
weigh_loaded_trucktr140;2024-12-16 10:30:00
weigh_loaded_trucktr109;2024-12-16 12:03:20
weigh_loaded_trucktr41;2024-12-16 14:20:00
weigh_loaded_trucktr67;2024-12-16 14:20:00
weigh_loaded_trucktr162;2024-12-18 21:30:00
weigh_loaded_trucktr105;2024-12-18 21:30:00
weigh_loaded_trucktr259;2024-12-19 01:33:20
weigh_loaded_trucktr85;2024-12-19 01:33:20
weigh_loaded_trucktr264;2024-12-19 17:43:20
weigh_loaded_trucktr91;2024-12-19 17:43:20
weigh_loaded_trucktr118;2024-12-21 13:36:40
weigh_loaded_trucktr295;2024-12-21 19:16:40
weigh_loaded_trucktr292;2024-12-21 19:16:40
weigh_loaded_trucktr185;2024-12-23 16:06:40
weigh_loaded_trucktr107;2024-12-25 07:23:20
weigh_loaded_trucktr212;2024-12-25 07:23:20
weigh_loaded_trucktr68;2024-12-26 12:36:40
weigh_loaded_trucktr209;2024-12-26 17:13:20
weigh_loaded_trucktr12;2024-12-26 17:13:20
weigh_loaded_trucktr205;2024-12-26 17:13:20
weigh_loaded_trucktr154;2024-12-28 03:16:40
weigh_loaded_trucktr164;2024-12-28 09:13:20
weigh_loaded_trucktr223;2024-12-28 09:13:20
weigh_loaded_trucktr65;2024-12-30 00:53:20
weigh_loaded_trucktr177;2024-12-30 00:53:20
weigh_loaded_trucktr21;2024-12-30 00:53:20
weigh_loaded_trucktr127;2024-12-30 07:23:20
weigh_loaded_trucktr272;2024-12-30 13:26:40
weigh_loaded_trucktr259;2024-12-31 22:40:00
weigh_loaded_trucktr169;2024-12-31 22:46:40
weigh_loaded_trucktr104;2025-01-02 09:06:40
weigh_loaded_trucktr277;2025-01-02 23:46:40
weigh_loaded_trucktr109;2025-01-03 14:16:40
weigh_loaded_trucktr39;2025-01-04 00:03:20
weigh_loaded_trucktr196;2025-01-04 00:03:20
weigh_loaded_trucktr234;2025-01-04 01:00:00
weigh_loaded_trucktr195;2025-01-04 04:36:40
weigh_loaded_trucktr2;2025-01-04 22:40:00
weigh_loaded_trucktr117;2025-01-04 22:40:00
weigh_loaded_trucktr97;2025-01-09 06:56:40
weigh_loaded_trucktr273;2025-01-09 07:26:40
weigh_loaded_trucktr253;2025-01-09 07:26:40
weigh_loaded_trucktr1;2025-01-09 07:33:20
weigh_loaded_trucktr217;2025-01-09 07:33:20
weigh_loaded_trucktr167;2025-01-09 07:33:20
weigh_loaded_trucktr200;2025-01-10 18:40:00
weigh_loaded_trucktr142;2025-01-10 19:56:40
weigh_loaded_trucktr174;2025-01-10 23:06:40
weigh_loaded_trucktr266;2025-01-12 10:03:20
weigh_loaded_trucktr202;2025-01-12 10:03:20
weigh_loaded_trucktr236;2025-01-12 10:03:20
weigh_loaded_trucktr197;2025-01-12 10:10:00
weigh_loaded_trucktr291;2025-01-12 10:10:00
weigh_loaded_trucktr215;2025-01-12 13:40:00
weigh_loaded_trucktr241;2025-01-13 13:10:00
weigh_loaded_trucktr272;2025-01-13 14:40:00
weigh_loaded_trucktr106;2025-01-15 08:50:00
weigh_loaded_trucktr207;2025-01-15 08:50:00
weigh_loaded_trucktr171;2025-01-15 08:50:00
weigh_loaded_trucktr151;2025-01-15 10:20:00
weigh_loaded_trucktr15;2025-01-15 10:20:00
weigh_loaded_trucktr148;2025-01-18 04:46:40
weigh_loaded_trucktr242;2025-01-18 06:16:40
weigh_loaded_trucktr262;2025-01-19 01:23:20
weigh_loaded_trucktr162;2025-01-19 02:46:40
weigh_loaded_trucktr114;2025-01-19 02:46:40
weigh_loaded_trucktr276;2025-01-19 02:53:20
weigh_loaded_trucktr98;2025-01-19 11:03:20
weigh_loaded_trucktr91;2025-01-19 17:33:20
weigh_loaded_trucktr104;2025-01-20 04:53:20
weigh_loaded_trucktr244;2025-01-20 04:53:20
weigh_loaded_trucktr298;2025-01-20 08:23:20
weigh_loaded_trucktr100;2025-01-20 08:30:00
weigh_loaded_trucktr203;2025-01-22 17:03:20
weigh_loaded_trucktr176;2025-01-22 17:03:20
weigh_loaded_trucktr93;2025-01-23 05:13:20
weigh_loaded_trucktr291;2025-01-23 22:33:20
weigh_loaded_trucktr178;2025-01-24 01:26:40
weigh_loaded_trucktr119;2025-01-25 13:56:40
weigh_loaded_trucktr139;2025-01-25 13:56:40
weigh_loaded_trucktr69;2025-01-27 07:43:20
