ocel_id;ocel_time;ocel_changed_field;weight
p-660244;2023-07-09 22:00:14;;0.38
p-660245;2023-07-10 00:19:27;;1.735
p-660246;2023-07-10 12:47:47;;1.343
p-660247;2023-07-10 20:36:13;;3.873
p-660248;2023-07-11 12:08:51;;7.982
p-660249;2023-07-12 01:00:00;;5.256
p-660250;2023-07-12 13:50:45;;6.841
p-660251;2023-07-12 23:13:53;;4.406
p-660252;2023-07-13 00:59:45;;5.369
p-660253;2023-07-13 05:16:36;;6.591
p-660254;2023-07-13 14:44:03;;5.95
p-660255;2023-07-13 21:12:37;;0.693
p-660256;2023-07-13 23:45:15;;2.56
p-660257;2023-07-14 00:56:22;;8.366
p-660258;2023-07-14 06:50:00;;4.918
p-660259;2023-07-14 15:40:03;;8.571
p-660260;2023-07-15 06:38:54;;5.423
p-660261;2023-07-15 10:30:10;;3.764
p-660262;2023-07-15 18:36:37;;0.468
p-660263;2023-07-15 20:10:37;;6.649
p-660264;2023-07-16 05:39:05;;5.658
p-660265;2023-07-16 14:47:32;;7.176
p-660266;2023-07-17 01:00:00;;3.56
p-660267;2023-07-18 02:09:06;;3.213
p-660268;2023-07-18 07:37:20;;1.963
p-660269;2023-07-18 08:13:47;;8.722
p-660270;2023-07-19 03:06:51;;4.497
p-660271;2023-07-19 08:13:40;;2.343
p-660272;2023-07-19 10:52:02;;3.51
p-660273;2023-07-19 17:24:19;;2.253
p-660274;2023-07-19 20:36:16;;8.94
p-660275;2023-07-20 11:17:19;;1.37
p-660276;2023-07-20 11:47:55;;2.976
p-660277;2023-07-20 17:08:12;;2.151
p-660278;2023-07-20 18:22:40;;14.621
p-660279;2023-07-21 12:21:42;;3.455
p-660280;2023-07-21 20:36:09;;8.749
p-660281;2023-07-22 01:00:00;;2.231
p-660282;2023-07-22 13:10:21;;8.435
p-660283;2023-07-23 07:13:18;;4.639
p-660284;2023-07-23 13:39:14;;4.177
p-660285;2023-07-24 03:20:28;;1.226
p-660286;2023-07-24 05:21:50;;1.25
p-660287;2023-07-24 11:28:37;;0.775
p-660288;2023-07-24 12:51:54;;9.379
p-660289;2023-07-25 12:35:36;;1.375
p-660290;2023-07-25 15:42:35;;2.053
p-660291;2023-07-25 18:08:09;;0.495
p-660292;2023-07-25 18:40:33;;3.701
p-660293;2023-07-25 23:06:26;;4.077
p-660294;2023-07-26 07:57:37;;6.839
p-660295;2023-07-26 17:39:18;;2.955
p-660296;2023-07-27 01:00:00;;5.09
p-660297;2023-07-27 11:53:21;;3.248
p-660298;2023-07-27 22:05:49;;3.594
p-660299;2023-07-28 05:47:14;;4.12
p-660300;2023-07-28 09:10:59;;1.65
p-660301;2023-07-28 11:08:35;;8.77
p-660302;2023-07-28 21:23:12;;2.375
p-660303;2023-07-29 02:13:30;;4.478
p-660304;2023-07-29 09:36:02;;4.786
p-660305;2023-07-29 19:13:02;;3.463
p-660306;2023-07-29 23:27:05;;2.638
p-660307;2023-07-30 02:50:18;;6.549
p-660308;2023-07-30 08:28:48;;2.55
p-660309;2023-07-30 10:34:58;;3.246
p-660310;2023-07-30 14:52:30;;2.975
p-660311;2023-07-31 01:15:10;;7.922
p-660312;2023-08-01 01:00:00;;5.366
p-660313;2023-08-02 03:10:52;;4.408
p-660314;2023-08-02 08:10:31;;7.785
p-660315;2023-08-02 15:31:56;;6.764
p-660316;2023-08-03 06:34:47;;4.734
p-660317;2023-08-03 17:59:16;;3.216
p-660318;2023-08-04 06:20:07;;4.833
p-660319;2023-08-04 09:33:38;;7.835
p-660320;2023-08-04 20:35:40;;0.628
p-660321;2023-08-04 21:41:13;;2.288
p-660322;2023-08-05 02:31:14;;3.662
p-660323;2023-08-05 07:41:42;;6.054
p-660324;2023-08-05 15:46:39;;0.166
p-660325;2023-08-05 17:34:28;;5.621
p-660326;2023-08-05 23:55:51;;4.725
p-660327;2023-08-06 01:00:00;;1.363
p-660328;2023-08-06 08:19:36;;8.103
p-660329;2023-08-06 11:25:45;;6.165
p-660330;2023-08-06 15:21:59;;4.217
p-660331;2023-08-06 19:37:13;;5.325
p-660332;2023-08-07 08:41:14;;1.176
p-660333;2023-08-07 21:24:26;;1.929
p-660334;2023-08-08 08:59:23;;0.649
p-660335;2023-08-08 14:27:33;;10.201
p-660336;2023-08-09 07:47:15;;1.25
p-660337;2023-08-09 08:31:14;;4.591
p-660338;2023-08-09 15:47:55;;0.483
p-660339;2023-08-09 17:49:08;;8.769
p-660340;2023-08-10 10:47:16;;3.232
p-660341;2023-08-10 16:50:39;;1.363
p-660342;2023-08-10 17:59:23;;7.396
p-660343;2023-08-11 01:00:00;;2.828
p-660344;2023-08-11 07:34:12;;5.812
p-660345;2023-08-11 22:24:29;;1.81
p-660346;2023-08-11 22:47:04;;5.413
p-660347;2023-08-12 05:44:43;;10.686
p-660348;2023-08-12 17:14:16;;4.822
p-660349;2023-08-12 19:34:25;;2.056
p-660350;2023-08-12 21:42:00;;3.423
p-660351;2023-08-13 00:19:49;;3.406
p-660352;2023-08-13 05:24:56;;5.585
p-660353;2023-08-13 09:13:16;;3.673
p-660354;2023-08-13 16:06:27;;2.723
p-660355;2023-08-14 03:54:22;;5.911
p-660356;2023-08-15 08:29:06;;9.196
p-660357;2023-08-16 01:00:00;;4.44
p-660358;2023-08-16 05:30:44;;9.003
p-660359;2023-08-16 14:49:54;;7.106
p-660360;2023-08-16 22:40:58;;1.933
p-660361;2023-08-16 23:13:32;;0.827
p-660362;2023-08-17 02:04:47;;0.388
p-660363;2023-08-17 02:57:23;;6.191
p-660364;2023-08-17 12:28:42;;6.038
p-660365;2023-08-17 18:28:16;;5.669
p-660366;2023-08-17 22:16:27;;6.798
p-660367;2023-08-18 03:23:15;;6.918
p-660368;2023-08-18 10:06:04;;2.35
p-660369;2023-08-18 11:43:00;;9.222
p-660370;2023-08-18 17:36:48;;4.305
p-660371;2023-08-19 03:18:06;;3.288
p-660372;2023-08-19 08:14:35;;1.7
p-660373;2023-08-19 14:53:37;;3.527
p-660374;2023-08-19 23:51:22;;1.531
p-660375;2023-08-20 04:27:50;;7.96
p-660376;2023-08-20 17:38:22;;4.429
p-660377;2023-08-21 01:00:00;;5.386
p-660378;2023-08-21 18:55:51;;6.109
p-660379;2023-08-22 12:54:38;;1.25
p-660380;2023-08-22 12:57:33;;0.881
p-660381;2023-08-22 17:28:52;;3.096
p-660382;2023-08-23 03:55:33;;0.881
p-660383;2023-08-23 08:13:29;;4.186
p-660384;2023-08-23 11:31:53;;2.203
p-660385;2023-08-23 15:12:33;;5.007
p-660386;2023-08-24 02:22:29;;0.166
p-660387;2023-08-24 03:18:04;;9.806
p-660388;2023-08-24 16:12:45;;3.904
p-660389;2023-08-24 20:26:19;;6.192
p-660390;2023-08-25 03:07:42;;2.344
p-660391;2023-08-25 05:21:36;;4.138
p-660392;2023-08-25 12:22:59;;7.168
p-660393;2023-08-25 22:41:28;;2.835
p-660394;2023-08-26 01:00:00;;3.171
p-660395;2023-08-26 09:04:30;;5.243
p-660396;2023-08-26 15:20:56;;0.21
p-660397;2023-08-26 16:50:52;;6.98
p-660398;2023-08-26 22:13:49;;3.323
p-660399;2023-08-27 00:28:01;;6.591
p-660400;2023-08-27 09:57:01;;2.881
p-660401;2023-08-28 01:12:19;;3.789
p-660402;2023-08-29 03:30:29;;1.26
p-660403;2023-08-29 05:12:00;;7.571
p-660404;2023-08-29 20:25:30;;1.176
p-660405;2023-08-30 03:39:48;;2.297
p-660406;2023-08-30 12:55:43;;4.737
p-660407;2023-08-30 23:11:38;;8.099
p-660408;2023-08-31 01:00:00;;6.787
p-660409;2023-08-31 17:23:46;;3.44
p-660410;2023-09-01 00:02:09;;3.395
p-660411;2023-09-01 04:40:18;;3.82
p-660412;2023-09-01 06:00:51;;5.75
p-660413;2023-09-01 12:23:49;;2.648
p-660414;2023-09-01 14:31:23;;7.855
p-660415;2023-09-02 02:27:42;;3.898
p-660416;2023-09-02 11:25:21;;9.135
p-660417;2023-09-02 19:58:22;;1.963
p-660418;2023-09-02 22:22:34;;3.778
p-660419;2023-09-03 01:08:35;;1.627
p-660420;2023-09-03 08:04:55;;4.061
p-660421;2023-09-03 09:22:06;;1.918
p-660422;2023-09-03 16:11:21;;3.089
p-660423;2023-09-04 02:12:38;;3.743
p-660424;2023-09-04 09:27:09;;3.832
p-660425;2023-09-05 01:00:00;;7.39
p-660426;2023-09-06 05:20:08;;3.009
p-660427;2023-09-06 12:39:42;;2.526
p-660428;2023-09-06 15:13:43;;6.351
p-660429;2023-09-06 23:36:46;;3.398
p-660430;2023-09-07 04:38:56;;6.246
p-660431;2023-09-07 09:18:12;;3.615
p-660432;2023-09-07 10:25:48;;2.15
p-660433;2023-09-07 14:25:20;;6.954
p-660434;2023-09-08 02:25:46;;9.128
p-660435;2023-09-08 15:10:47;;2.906
p-660436;2023-09-08 19:08:40;;4.589
p-660437;2023-09-09 02:43:26;;2.985
p-660438;2023-09-09 14:49:33;;8.17
p-660439;2023-09-10 00:39:35;;1.06
p-660440;2023-09-10 01:00:00;;7.421
p-660441;2023-09-10 05:36:08;;3.806
p-660442;2023-09-10 16:10:45;;3.431
p-660443;2023-09-11 03:44:21;;6.718
p-660444;2023-09-12 12:20:05;;4.272
p-660445;2023-09-12 23:23:28;;9.015
p-660446;2023-09-13 18:26:28;;5.546
p-660447;2023-09-14 02:55:30;;2.718
p-660448;2023-09-14 03:32:48;;13.38
p-660449;2023-09-14 22:39:00;;3.789
p-660450;2023-09-15 01:00:00;;2.233
p-660451;2023-09-15 07:29:18;;6.541
p-660452;2023-09-15 12:33:21;;3.631
p-660453;2023-09-15 18:08:22;;2.152
p-660454;2023-09-15 22:12:01;;2.689
p-660455;2023-09-16 03:40:28;;0.483
p-660456;2023-09-16 03:48:47;;7.263
p-660457;2023-09-16 12:09:49;;9.796
p-660458;2023-09-17 05:20:41;;4.185
p-660459;2023-09-17 10:28:29;;6.252
p-660460;2023-09-18 13:15:32;;9.515
p-660461;2023-09-19 01:27:52;;1.178
p-660462;2023-09-19 03:11:06;;2.906
p-660463;2023-09-19 05:46:08;;7.02
p-660464;2023-09-19 20:03:30;;6.926
p-660465;2023-09-20 01:00:00;;6.673
p-660466;2023-09-20 10:05:08;;3.952
p-660467;2023-09-20 17:44:07;;0.28
p-660468;2023-09-20 17:55:17;;5.554
p-660469;2023-09-20 22:29:58;;6.929
p-660470;2023-09-21 10:59:26;;1.943
p-660471;2023-09-21 13:41:26;;4.067
p-660472;2023-09-21 21:08:27;;2.813
p-660473;2023-09-22 02:00:24;;3.767
p-660474;2023-09-22 09:12:26;;5.478
p-660475;2023-09-22 16:10:49;;1.982
p-660476;2023-09-22 19:06:34;;1.19
p-660477;2023-09-22 21:30:53;;1.555
p-660478;2023-09-22 23:52:39;;11.602
p-660479;2023-09-23 15:59:29;;4.83
p-660480;2023-09-23 23:15:07;;1.53
p-660481;2023-09-24 01:23:36;;2.116
p-660482;2023-09-24 15:32:03;;0.48
p-660483;2023-09-24 17:19:58;;4.42
p-660484;2023-09-24 23:06:50;;5.534
p-660485;2023-09-25 01:00:00;;5.886
p-660486;2023-09-26 14:47:35;;1.488
p-660487;2023-09-27 04:51:03;;2.238
p-660488;2023-09-27 11:15:45;;4.593
p-660489;2023-09-27 14:27:02;;2.871
p-660490;2023-09-27 21:08:16;;5.834
p-660491;2023-09-28 04:34:37;;4.488
p-660492;2023-09-28 09:27:18;;8.118
p-660493;2023-09-28 19:03:02;;3.214
p-660494;2023-09-29 00:13:06;;6.792
p-660495;2023-09-29 11:23:00;;2.536
p-660496;2023-09-29 13:53:33;;6.132
p-660497;2023-09-30 01:00:00;;3.103
p-660498;2023-09-30 08:31:00;;0.661
p-660499;2023-09-30 10:00:37;;4.629
p-660500;2023-09-30 13:48:35;;6.272
p-660501;2023-10-01 00:12:29;;7.847
p-660502;2023-10-01 15:17:06;;1.592
p-660503;2023-10-01 20:21:06;;4.875
p-660504;2023-10-02 05:50:26;;8.712
p-660505;2023-10-03 06:41:24;;3.423
p-660506;2023-10-03 13:41:25;;1.932
p-660507;2023-10-03 16:23:01;;2.733
p-660508;2023-10-03 21:33:17;;6.478
p-660509;2023-10-04 08:22:01;;3.141
p-660510;2023-10-04 10:25:08;;2.109
p-660511;2023-10-04 17:08:02;;4.266
p-660512;2023-10-04 20:50:59;;1.035
p-660513;2023-10-05 00:12:41;;1.97
p-660514;2023-10-05 01:00:00;;4.566
p-660515;2023-10-05 07:54:20;;7.979
p-660516;2023-10-05 12:29:04;;0.483
p-660517;2023-10-05 12:33:35;;2.819
p-660518;2023-10-05 20:55:22;;2.472
p-660519;2023-10-06 06:31:36;;5.346
p-660520;2023-10-06 12:52:25;;1.26
p-660521;2023-10-06 14:00:37;;4.202
p-660522;2023-10-06 16:15:52;;2.932
p-660523;2023-10-06 18:36:38;;10.059
p-660524;2023-10-07 12:41:12;;1.56
p-660525;2023-10-07 12:58:48;;0.863
p-660526;2023-10-07 13:03:12;;4.999
p-660527;2023-10-08 03:22:55;;6.134
p-660528;2023-10-08 13:00:37;;0.338
p-660529;2023-10-08 14:02:14;;12.914
p-660530;2023-10-09 13:12:41;;1.138
p-660531;2023-10-09 20:56:56;;8.825
p-660532;2023-10-10 01:00:00;;2.419
p-660533;2023-10-11 07:28:12;;3.023
p-660534;2023-10-11 10:18:58;;6.775
p-660535;2023-10-11 14:29:36;;2.325
p-660536;2023-10-11 16:51:00;;5.738
p-660537;2023-10-11 21:54:40;;7.863
p-660538;2023-10-12 09:39:02;;3.176
p-660539;2023-10-12 15:01:15;;7.078
p-660540;2023-10-12 19:29:21;;1.717
p-660541;2023-10-12 22:46:47;;3.92
p-660542;2023-10-13 00:38:19;;2.976
p-660543;2023-10-13 05:08:25;;0.78
p-660544;2023-10-13 05:11:49;;8.719
p-660545;2023-10-13 14:51:45;;1.6
p-660546;2023-10-13 18:50:00;;11.599
p-660547;2023-10-14 05:45:38;;2.626
p-660548;2023-10-14 08:12:00;;2.229
p-660549;2023-10-14 11:08:16;;4.259
p-660550;2023-10-14 13:40:18;;1.509
p-660551;2023-10-14 17:13:04;;4.773
p-660552;2023-10-15 00:11:30;;5.236
p-660553;2023-10-15 01:00:00;;2.026
p-660554;2023-10-15 14:52:16;;0.483
p-660555;2023-10-15 15:24:12;;8.382
p-660556;2023-10-15 19:59:36;;3.81
p-660557;2023-10-16 05:03:19;;5.754
p-660558;2023-10-17 09:41:02;;4.772
p-660559;2023-10-17 15:56:27;;3.029
p-660560;2023-10-18 01:03:28;;7.916
p-660561;2023-10-18 10:12:08;;0.582
p-660562;2023-10-18 13:30:06;;0.951
p-660563;2023-10-18 15:08:52;;3.968
p-660564;2023-10-19 01:32:30;;0.483
p-660565;2023-10-19 01:41:02;;3.001
p-660566;2023-10-19 13:16:07;;1.152
p-660567;2023-10-19 14:20:32;;2.043
p-660568;2023-10-19 15:43:13;;3.457
p-660569;2023-10-20 01:00:00;;4.349
p-660570;2023-10-20 10:21:58;;2.216
p-660571;2023-10-20 13:25:35;;10.36
p-660572;2023-10-21 01:59:25;;5.117
p-660573;2023-10-21 12:43:09;;1.56
p-660574;2023-10-21 15:15:41;;7.289
p-660575;2023-10-21 23:22:45;;4.913
p-660576;2023-10-22 08:05:41;;1.27
p-660577;2023-10-22 08:52:50;;1.28
p-660578;2023-10-22 09:50:14;;4.018
p-660579;2023-10-22 15:33:14;;1.434
p-660580;2023-10-22 17:55:25;;2.145
p-660581;2023-10-22 21:06:12;;6.317
p-660582;2023-10-23 15:13:12;;9.727
p-660583;2023-10-24 17:46:11;;7.15
p-660584;2023-10-25 01:00:00;;0.763
p-660585;2023-10-25 09:47:26;;0.66
p-660586;2023-10-25 10:45:12;;8.307
p-660587;2023-10-25 20:15:19;;2.243
p-660588;2023-10-25 23:15:21;;7.517
p-660589;2023-10-26 12:31:44;;3.123
p-660590;2023-10-26 14:09:35;;5.219
p-660591;2023-10-26 19:02:17;;2.174
p-660592;2023-10-27 07:12:25;;6.79
p-660593;2023-10-27 10:51:30;;6.963
p-660594;2023-10-27 19:53:13;;2.178
p-660595;2023-10-27 22:59:14;;2.715
p-660596;2023-10-28 03:00:08;;7.006
p-660597;2023-10-28 09:33:09;;4.043
p-660598;2023-10-28 14:11:02;;3.678
p-660599;2023-10-28 23:38:57;;2.22
p-660600;2023-10-29 01:11:27;;5.223
p-660601;2023-10-29 06:01:35;;7.277
p-660602;2023-10-30 00:00:00;;1.671
p-660603;2023-10-30 05:39:48;;3.942
p-660604;2023-10-30 22:19:18;;0.59
p-660605;2023-10-30 22:59:52;;1.368
p-660606;2023-10-31 02:30:24;;6.184
