ocel_source_id;ocel_target_id;ocel_qualifier
i-880038;Kindle Paperwhite;is a
o-990012;i-880039;comprises
o-990012;i-880040;comprises
o-990012;i-880041;comprises
o-990012;i-880042;comprises
o-990012;i-880043;comprises
o-990012;i-880044;comprises
o-990012;i-880045;comprises
SwissPeak Timepieces AG;o-990012;places
i-880039;iPhone 8;is a
i-880040;iPhone 11;is a
i-880041;Echo Dot;is a
i-880042;Echo Show 8;is a
i-880043;MacBook Pro;is a
i-880044;iPhone X;is a
i-880045;Echo Show 5;is a
o-990013;i-880046;comprises
o-990013;i-880047;comprises
o-990013;i-880048;comprises
o-990013;i-880049;comprises
Vesta Fashion House GmbH;o-990013;places
i-880046;iPad Pro;is a
i-880047;iPad Pro;is a
i-880048;iPad Pro;is a
i-880049;iPad mini;is a
o-990014;i-880050;comprises
o-990014;i-880051;comprises
o-990014;i-880052;comprises
Eastern Oak Insurance Zrt.;o-990014;places
i-880050;Echo Show 5;is a
i-880051;Fire Stick;is a
i-880052;Echo Show 5;is a
p-660001;i-880010;contains
p-660001;i-880013;contains
p-660001;i-880012;contains
p-660001;i-880014;contains
p-660001;i-880015;contains
p-660001;i-880011;contains
p-660001;Yisong Zhang;shipped by
o-990015;i-880053;comprises
o-990015;i-880054;comprises
o-990015;i-880055;comprises
o-990015;i-880056;comprises
o-990015;i-880057;comprises
Vesta Fashion House GmbH;o-990015;places
i-880053;iPhone 8;is a
i-880054;iPad Pro;is a
i-880055;Kindle Paperwhite;is a
i-880056;Echo Dot;is a
i-880057;MacBook Pro;is a
o-990016;i-880058;comprises
o-990016;i-880059;comprises
o-990016;i-880060;comprises
o-990016;i-880061;comprises
o-990016;i-880062;comprises
Celtica Green Farms Oy;o-990016;places
i-880058;MacBook Air;is a
i-880059;iPad Air;is a
i-880060;Kindle Paperwhite;is a
i-880061;Kindle;is a
i-880062;iPad;is a
p-660002;i-880007;contains
p-660002;i-880005;contains
p-660002;i-880006;contains
p-660002;i-880031;contains
p-660002;i-880030;contains
p-660002;i-880027;contains
p-660002;i-880028;contains
p-660002;i-880026;contains
p-660002;i-880029;contains
p-660002;i-880025;contains
p-660002;i-880008;contains
o-990017;i-880063;comprises
o-990017;i-880064;comprises
Nordica Systems GmbH;o-990017;places
i-880063;Echo Show 5;is a
i-880064;Fire Stick 4K;is a
p-660002;Eduardo Goulart Rocha;shipped by
o-990018;i-880065;comprises
o-990018;i-880066;comprises
o-990018;i-880067;comprises
o-990018;i-880068;comprises
SwissPeak Timepieces AG;o-990018;places
i-880065;Echo Studio;is a
i-880066;iPhone 11 Pro;is a
i-880067;Fire Stick 4K;is a
i-880068;Kindle Paperwhite;is a
o-990019;i-880069;comprises
o-990019;i-880070;comprises
o-990019;i-880071;comprises
Mediterranea Luxury Cruises S.p.A.;o-990019;places
i-880069;Echo;is a
i-880070;iPad Air;is a
i-880071;iPad mini;is a
p-660003;i-880003;contains
p-660003;i-880001;contains
p-660003;i-880002;contains
o-990020;i-880072;comprises
o-990020;i-880073;comprises
o-990020;i-880074;comprises
o-990020;i-880075;comprises
Iberian Sun Solaridades SA;o-990020;places
i-880072;Echo Plus;is a
i-880073;Kindle;is a
i-880074;Echo;is a
i-880075;Echo Plus;is a
p-660004;i-880016;contains
p-660004;i-880073;contains
p-660004;i-880072;contains
p-660004;i-880075;contains
p-660004;i-880017;contains
p-660005;i-880004;contains
p-660003;Alessandro Berti;shipped by
p-660005;Yisong Zhang;shipped by
p-660004;Majid Rafiei;shipped by
o-990021;i-880076;comprises
o-990021;i-880077;comprises
o-990021;i-880078;comprises
o-990021;i-880079;comprises
o-990021;i-880080;comprises
Mediterranea Luxury Cruises S.p.A.;o-990021;places
i-880076;Echo Show 5;is a
i-880077;iPad mini;is a
i-880078;Echo Plus;is a
i-880079;iPad;is a
i-880080;MacBook Air;is a
p-660006;i-880020;contains
p-660006;i-880021;contains
p-660006;i-880022;contains
p-660006;i-880019;contains
p-660006;i-880045;contains
p-660006;i-880041;contains
p-660006;i-880039;contains
p-660006;i-880043;contains
p-660006;i-880044;contains
p-660006;i-880040;contains
p-660006;i-880042;contains
p-660006;i-880067;contains
p-660006;i-880065;contains
p-660006;i-880068;contains
p-660006;i-880066;contains
p-660006;i-880018;contains
o-990022;i-880081;comprises
o-990022;i-880082;comprises
o-990022;i-880083;comprises
o-990022;i-880084;comprises
Eastern Oak Insurance Zrt.;o-990022;places
i-880081;Kindle;is a
i-880082;Kindle Paperwhite;is a
i-880083;iPhone 8;is a
i-880084;iPad Air;is a
p-660006;Majid Rafiei;shipped by
o-990023;i-880085;comprises
o-990023;i-880086;comprises
AlpenTech Innovations AG;o-990023;places
i-880085;iPhone 8;is a
i-880086;iPhone 11 Pro;is a
p-660007;i-880024;contains
p-660007;i-880023;contains
p-660007;Gyunam Park;shipped by
o-990024;i-880087;comprises
Vesta Fashion House GmbH;o-990024;places
i-880087;Fire Stick;is a
o-990025;i-880088;comprises
o-990025;i-880089;comprises
Balkan Minerals d.o.o.;o-990025;places
i-880088;iPhone 8;is a
i-880089;iPhone X;is a
o-990026;i-880090;comprises
o-990026;i-880091;comprises
Danube Pharmaceuticals BV;o-990026;places
i-880090;Echo Plus;is a
i-880091;Kindle Paperwhite;is a
o-990027;i-880092;comprises
o-990027;i-880093;comprises
o-990027;i-880094;comprises
Celtica Green Farms Oy;o-990027;places
i-880092;iPhone 11 Pro;is a
i-880093;Fire Stick 4K;is a
i-880094;Echo Dot;is a
o-990028;i-880095;comprises
o-990028;i-880096;comprises
SwissPeak Timepieces AG;o-990028;places
i-880095;iPad Pro;is a
i-880096;iPad;is a
o-990029;i-880097;comprises
o-990029;i-880098;comprises
Balkan Minerals d.o.o.;o-990029;places
i-880097;Echo Studio;is a
i-880098;Fire Stick 4K;is a
p-660008;i-880047;contains
p-660008;i-880048;contains
p-660008;i-880049;contains
p-660008;i-880046;contains
p-660008;i-880053;contains
p-660008;i-880057;contains
p-660008;i-880054;contains
p-660008;i-880055;contains
p-660008;i-880056;contains
p-660008;i-880087;contains
p-660008;i-880009;contains
p-660008;Viki Peeva;shipped by
o-990030;i-880099;comprises
o-990030;i-880100;comprises
Eastern Oak Insurance Zrt.;o-990030;places
i-880099;iPhone 11 Pro;is a
i-880100;MacBook Air;is a
o-990031;i-880101;comprises
o-990031;i-880102;comprises
o-990031;i-880103;comprises
Eastern Oak Insurance Zrt.;o-990031;places
i-880101;iPhone 8;is a
i-880102;Kindle Paperwhite;is a
i-880103;Kindle Paperwhite;is a
o-990032;i-880104;comprises
o-990032;i-880105;comprises
Baltic Wave Energies Ltd.;o-990032;places
i-880104;Kindle Paperwhite;is a
i-880105;iPad Air;is a
p-660009;i-880033;contains
p-660009;i-880035;contains
p-660009;i-880034;contains
p-660009;i-880061;contains
p-660009;i-880062;contains
p-660009;i-880059;contains
p-660009;i-880060;contains
p-660009;i-880058;contains
p-660009;i-880092;contains
p-660009;i-880093;contains
p-660009;i-880094;contains
p-660009;i-880032;contains
p-660009;Majid Rafiei;shipped by
o-990033;i-880106;comprises
o-990033;i-880107;comprises
o-990033;i-880108;comprises
o-990033;i-880109;comprises
Riviera Robotics SAS;o-990033;places
i-880106;Echo;is a
i-880107;Kindle Paperwhite;is a
i-880108;iPad Air;is a
i-880109;Echo Studio;is a
o-990034;i-880110;comprises
o-990034;i-880111;comprises
o-990034;i-880112;comprises
o-990034;i-880113;comprises
o-990034;i-880114;comprises
o-990034;i-880115;comprises
Baltic Wave Energies Ltd.;o-990034;places
i-880110;iPad mini;is a
i-880111;iPhone 11;is a
i-880112;Echo Dot;is a
i-880113;Echo Show 8;is a
i-880114;iPhone 8;is a
i-880115;iPad mini;is a
o-990035;i-880116;comprises
o-990035;i-880117;comprises
o-990035;i-880118;comprises
o-990035;i-880119;comprises
Vesta Fashion House GmbH;o-990035;places
i-880116;iPhone X;is a
i-880117;iPhone X;is a
i-880118;iPhone 8;is a
i-880119;iPhone X;is a
o-990036;i-880120;comprises
o-990036;i-880121;comprises
o-990036;i-880122;comprises
o-990036;i-880123;comprises
Golden Fleece Textiles S.A.R.L.;o-990036;places
i-880120;Echo Studio;is a
i-880121;MacBook Pro;is a
i-880122;iPhone 8;is a
i-880123;iPhone 8;is a
p-660010;i-880036;contains
p-660010;i-880038;contains
p-660010;i-880071;contains
p-660010;i-880069;contains
p-660010;i-880070;contains
p-660010;i-880077;contains
p-660010;i-880080;contains
p-660010;i-880078;contains
p-660010;i-880076;contains
p-660010;i-880079;contains
p-660010;i-880037;contains
o-990037;i-880124;comprises
o-990037;i-880125;comprises
o-990037;i-880126;comprises
o-990037;i-880127;comprises
o-990037;i-880128;comprises
Riviera Robotics SAS;o-990037;places
i-880124;iPhone 8;is a
i-880125;Echo Show 5;is a
i-880126;Echo;is a
i-880127;Echo Show 5;is a
i-880128;iPhone 8;is a
p-660010;Viki Peeva;shipped by
o-990038;i-880129;comprises
o-990038;i-880130;comprises
o-990038;i-880131;comprises
o-990038;i-880132;comprises
Celtica Green Farms Oy;o-990038;places
i-880129;Echo Show 5;is a
i-880130;Echo Dot;is a
i-880131;Echo;is a
i-880132;Kindle;is a
o-990039;i-880133;comprises
o-990039;i-880134;comprises
o-990039;i-880135;comprises
o-990039;i-880136;comprises
o-990039;i-880137;comprises
o-990039;i-880138;comprises
Riviera Robotics SAS;o-990039;places
i-880133;Echo;is a
i-880134;Fire Stick;is a
i-880135;iPhone 11;is a
i-880136;iPad Air;is a
i-880137;iPad mini;is a
i-880138;MacBook Air;is a
p-660011;i-880050;contains
p-660011;i-880052;contains
p-660011;i-880084;contains
p-660011;i-880081;contains
p-660011;i-880083;contains
p-660011;i-880082;contains
p-660011;i-880099;contains
p-660011;i-880100;contains
p-660011;i-880103;contains
p-660011;i-880101;contains
p-660011;i-880102;contains
p-660011;i-880051;contains
o-990040;i-880139;comprises
o-990040;i-880140;comprises
o-990040;i-880141;comprises
o-990040;i-880142;comprises
o-990040;i-880143;comprises
o-990040;i-880144;comprises
o-990040;i-880145;comprises
Golden Fleece Textiles S.A.R.L.;o-990040;places
i-880139;Echo Dot;is a
i-880140;MacBook Air;is a
i-880141;iPhone 8;is a
i-880142;Echo Show 5;is a
i-880143;Echo Plus;is a
i-880144;Echo Show 5;is a
i-880145;iPhone X;is a
p-660011;Majid Rafiei;shipped by
o-990041;i-880146;comprises
o-990041;i-880147;comprises
Danube Pharmaceuticals BV;o-990041;places
i-880146;Kindle;is a
i-880147;Kindle;is a
p-660012;i-880063;contains
p-660012;i-880064;contains
p-660013;i-880074;contains
p-660014;i-880085;contains
p-660014;i-880086;contains
p-660012;Yisong Zhang;shipped by
p-660013;Gyunam Park;shipped by
p-660014;Yisong Zhang;shipped by
o-990042;i-880148;comprises
o-990042;i-880149;comprises
o-990042;i-880150;comprises
o-990042;i-880151;comprises
o-990042;i-880152;comprises
o-990042;i-880153;comprises
o-990042;i-880154;comprises
Carpathian Financial Services plc;o-990042;places
i-880148;MacBook Air;is a
i-880149;MacBook Pro;is a
i-880150;Echo Show 5;is a
i-880151;Kindle;is a
i-880152;Kindle Paperwhite;is a
i-880153;iPad Pro;is a
i-880154;iPad Air;is a
p-660015;i-880089;contains
p-660015;i-880097;contains
p-660015;i-880098;contains
p-660015;i-880088;contains
o-990043;i-880155;comprises
Celtica Green Farms Oy;o-990043;places
i-880155;Echo Studio;is a
p-660016;i-880090;contains
p-660016;i-880147;contains
p-660016;i-880146;contains
p-660016;i-880091;contains
p-660015;Majid Rafiei;shipped by
o-990044;i-880156;comprises
o-990044;i-880157;comprises
o-990044;i-880158;comprises
o-990044;i-880159;comprises
o-990044;i-880160;comprises
Golden Fleece Textiles S.A.R.L.;o-990044;places
i-880156;MacBook Air;is a
i-880157;iPhone 11;is a
i-880158;iPhone 8;is a
i-880159;iPad mini;is a
i-880160;iPad mini;is a
p-660016;Alessandro Berti;shipped by
p-660017;i-880096;contains
p-660017;i-880095;contains
p-660018;i-880104;contains
p-660018;i-880115;contains
p-660018;i-880113;contains
p-660018;i-880111;contains
p-660018;i-880110;contains
p-660018;i-880112;contains
p-660018;i-880114;contains
p-660018;i-880105;contains
p-660018;Viki Peeva;shipped by
p-660017;Yisong Zhang;shipped by
p-660019;i-880109;contains
p-660019;i-880108;contains
p-660019;i-880106;contains
p-660019;i-880126;contains
p-660019;i-880124;contains
p-660019;i-880128;contains
p-660019;i-880125;contains
p-660019;i-880127;contains
p-660019;i-880133;contains
p-660019;i-880135;contains
p-660019;i-880136;contains
p-660019;i-880138;contains
p-660019;i-880137;contains
p-660019;i-880134;contains
p-660019;i-880107;contains
p-660019;Yisong Zhang;shipped by
o-990045;i-880161;comprises
o-990045;i-880162;comprises
o-990045;i-880163;comprises
o-990045;i-880164;comprises
Golden Fleece Textiles S.A.R.L.;o-990045;places
i-880161;iPad Air;is a
i-880162;iPad Pro;is a
i-880163;Echo Studio;is a
i-880164;Echo Plus;is a
o-990046;i-880165;comprises
o-990046;i-880166;comprises
Vesta Fashion House GmbH;o-990046;places
i-880165;MacBook Pro;is a
i-880166;Echo Show 5;is a
o-990047;i-880167;comprises
o-990047;i-880168;comprises
o-990047;i-880169;comprises
o-990047;i-880170;comprises
o-990047;i-880171;comprises
o-990047;i-880172;comprises
o-990047;i-880173;comprises
Nordica Systems GmbH;o-990047;places
i-880167;Echo Studio;is a
i-880168;Echo Dot;is a
i-880169;iPad Air;is a
i-880170;Echo;is a
i-880171;iPhone 11;is a
i-880172;Echo;is a
i-880173;Fire Stick;is a
o-990048;i-880174;comprises
o-990048;i-880175;comprises
o-990048;i-880176;comprises
o-990048;i-880177;comprises
o-990048;i-880178;comprises
o-990048;i-880179;comprises
Iberian Sun Solaridades SA;o-990048;places
i-880174;iPhone X;is a
i-880175;iPhone 11;is a
i-880176;Fire Stick 4K;is a
i-880177;iPhone 11;is a
i-880178;Fire Stick 4K;is a
i-880179;Echo Show 8;is a
o-990049;i-880180;comprises
o-990049;i-880181;comprises
Balkan Minerals d.o.o.;o-990049;places
i-880180;Echo Plus;is a
i-880181;iPad;is a
p-660020;i-880117;contains
p-660020;i-880119;contains
p-660020;i-880118;contains
p-660020;i-880165;contains
p-660020;i-880166;contains
p-660020;i-880116;contains
o-990050;i-880182;comprises
o-990050;i-880183;comprises
Baltic Wave Energies Ltd.;o-990050;places
i-880182;iPad Air;is a
i-880183;Echo Plus;is a
p-660020;Viki Peeva;shipped by
o-990051;i-880184;comprises
o-990051;i-880185;comprises
o-990051;i-880186;comprises
Eastern Oak Insurance Zrt.;o-990051;places
i-880184;Kindle Paperwhite;is a
i-880185;Echo Show 5;is a
i-880186;Echo;is a
p-660021;i-880121;contains
p-660021;i-880122;contains
p-660021;i-880120;contains
p-660021;i-880144;contains
p-660021;i-880145;contains
p-660021;i-880140;contains
p-660021;i-880142;contains
p-660021;i-880139;contains
p-660021;i-880141;contains
p-660021;i-880143;contains
p-660021;i-880156;contains
p-660021;i-880158;contains
p-660021;i-880157;contains
p-660021;i-880160;contains
p-660021;i-880159;contains
p-660021;i-880164;contains
p-660021;i-880162;contains
p-660021;i-880161;contains
p-660021;i-880163;contains
p-660021;i-880123;contains
o-990052;i-880187;comprises
o-990052;i-880188;comprises
Nordica Systems GmbH;o-990052;places
i-880187;iPhone 11;is a
i-880188;iPhone 11 Pro;is a
p-660021;Gyunam Park;shipped by
o-990053;i-880189;comprises
o-990053;i-880190;comprises
o-990053;i-880191;comprises
Pantheon Art Gallery Kft.;o-990053;places
i-880189;Echo Studio;is a
i-880190;Echo Studio;is a
i-880191;Echo Studio;is a
o-990054;i-880192;comprises
o-990054;i-880193;comprises
o-990054;i-880194;comprises
o-990054;i-880195;comprises
SwissPeak Timepieces AG;o-990054;places
i-880192;iPhone 11 Pro;is a
i-880193;iPad Air;is a
i-880194;iPhone X;is a
i-880195;Kindle Paperwhite;is a
o-990055;i-880196;comprises
o-990055;i-880197;comprises
Balkan Minerals d.o.o.;o-990055;places
i-880196;Echo Dot;is a
i-880197;Echo Plus;is a
p-660022;i-880130;contains
p-660022;i-880131;contains
p-660022;i-880129;contains
p-660022;i-880155;contains
p-660022;i-880132;contains
o-990056;i-880198;comprises
o-990056;i-880199;comprises
Vesta Fashion House GmbH;o-990056;places
i-880198;iPhone 11;is a
i-880199;MacBook Air;is a
p-660022;Yisong Zhang;shipped by
o-990057;i-880200;comprises
o-990057;i-880201;comprises
o-990057;i-880202;comprises
o-990057;i-880203;comprises
o-990057;i-880204;comprises
o-990057;i-880205;comprises
o-990057;i-880206;comprises
o-990057;i-880207;comprises
o-990057;i-880208;comprises
o-990057;i-880209;comprises
Riviera Robotics SAS;o-990057;places
i-880200;iPhone 8;is a
i-880201;Kindle;is a
i-880202;iPad mini;is a
i-880203;Fire Stick 4K;is a
i-880204;Kindle Paperwhite;is a
i-880205;Echo;is a
i-880206;Echo Plus;is a
i-880207;iPad;is a
i-880208;Echo Dot;is a
i-880209;Kindle Paperwhite;is a
o-990058;i-880210;comprises
o-990058;i-880211;comprises
Golden Fleece Textiles S.A.R.L.;o-990058;places
i-880210;Fire Stick;is a
i-880211;iPad Air;is a
o-990059;i-880212;comprises
o-990059;i-880213;comprises
o-990059;i-880214;comprises
Riviera Robotics SAS;o-990059;places
i-880212;Echo;is a
i-880213;Fire Stick;is a
i-880214;Echo Dot;is a
p-660023;i-880150;contains
p-660023;i-880153;contains
p-660023;i-880151;contains
p-660023;i-880148;contains
p-660023;i-880149;contains
p-660023;i-880154;contains
p-660023;i-880152;contains
p-660023;Viki Peeva;shipped by
o-990060;i-880215;comprises
o-990060;i-880216;comprises
o-990060;i-880217;comprises
o-990060;i-880218;comprises
o-990060;i-880219;comprises
o-990060;i-880220;comprises
o-990060;i-880221;comprises
o-990060;i-880222;comprises
o-990060;i-880223;comprises
o-990060;i-880224;comprises
Baltic Wave Energies Ltd.;o-990060;places
i-880215;Kindle Paperwhite;is a
i-880216;Echo Plus;is a
i-880217;iPhone 11 Pro;is a
i-880218;iPad mini;is a
i-880219;iPad Air;is a
i-880220;Echo Plus;is a
i-880221;Kindle Paperwhite;is a
i-880222;Echo Studio;is a
i-880223;iPhone X;is a
i-880224;iPhone 8;is a
o-990061;i-880225;comprises
o-990061;i-880226;comprises
o-990061;i-880227;comprises
o-990061;i-880228;comprises
o-990061;i-880229;comprises
Nordica Systems GmbH;o-990061;places
i-880225;Kindle Paperwhite;is a
i-880226;Fire Stick 4K;is a
i-880227;Fire Stick 4K;is a
i-880228;Fire Stick;is a
i-880229;Kindle Paperwhite;is a
p-660024;i-880171;contains
p-660024;i-880173;contains
p-660024;i-880167;contains
p-660024;i-880168;contains
p-660024;i-880172;contains
p-660024;i-880169;contains
p-660024;i-880188;contains
p-660024;i-880187;contains
p-660024;i-880170;contains
o-990062;i-880230;comprises
o-990062;i-880231;comprises
o-990062;i-880232;comprises
o-990062;i-880233;comprises
o-990062;i-880234;comprises
Riviera Robotics SAS;o-990062;places
i-880230;MacBook Pro;is a
i-880231;iPhone 11 Pro;is a
i-880232;Echo Plus;is a
i-880233;iPad mini;is a
i-880234;Echo Show 8;is a
p-660025;i-880178;contains
p-660025;i-880179;contains
p-660025;i-880175;contains
p-660025;i-880176;contains
p-660025;i-880174;contains
p-660025;i-880177;contains
o-990063;i-880235;comprises
SwissPeak Timepieces AG;o-990063;places
i-880235;iPad Air;is a
p-660024;Gyunam Park;shipped by
o-990064;i-880236;comprises
o-990064;i-880237;comprises
o-990064;i-880238;comprises
Riviera Robotics SAS;o-990064;places
i-880236;iPad Air;is a
i-880237;Kindle Paperwhite;is a
i-880238;Echo Plus;is a
o-990065;i-880239;comprises
o-990065;i-880240;comprises
o-990065;i-880241;comprises
Celtica Green Farms Oy;o-990065;places
i-880239;iPad mini;is a
i-880240;Kindle;is a
i-880241;iPad;is a
p-660026;i-880180;contains
p-660026;i-880196;contains
p-660026;i-880197;contains
p-660026;i-880181;contains
p-660025;Majid Rafiei;shipped by
o-990066;i-880242;comprises
o-990066;i-880243;comprises
o-990066;i-880244;comprises
Vesta Fashion House GmbH;o-990066;places
i-880242;iPad;is a
i-880243;Echo Plus;is a
i-880244;Echo;is a
p-660027;i-880183;contains
p-660027;i-880221;contains
p-660027;i-880216;contains
p-660027;i-880219;contains
p-660027;i-880224;contains
p-660027;i-880217;contains
p-660027;i-880222;contains
p-660027;i-880215;contains
p-660027;i-880218;contains
p-660027;i-880182;contains
o-990067;i-880245;comprises
o-990067;i-880246;comprises
o-990067;i-880247;comprises
o-990067;i-880248;comprises
Balkan Minerals d.o.o.;o-990067;places
i-880245;MacBook Pro;is a
i-880246;iPad mini;is a
i-880247;Kindle;is a
i-880248;iPhone X;is a
p-660026;Eduardo Goulart Rocha;shipped by
p-660027;Majid Rafiei;shipped by
o-990068;i-880249;comprises
o-990068;i-880250;comprises
o-990068;i-880251;comprises
Iberian Sun Solaridades SA;o-990068;places
i-880249;Fire Stick;is a
i-880250;MacBook Air;is a
i-880251;iPad mini;is a
o-990069;i-880252;comprises
o-990069;i-880253;comprises
o-990069;i-880254;comprises
Riviera Robotics SAS;o-990069;places
i-880252;iPad;is a
i-880253;iPad;is a
i-880254;Echo;is a
p-660028;i-880185;contains
p-660028;i-880184;contains
p-660028;i-880186;contains
o-990070;i-880255;comprises
o-990070;i-880256;comprises
AlpenTech Innovations AG;o-990070;places
i-880255;Kindle;is a
i-880256;iPhone 8;is a
p-660029;i-880191;contains
p-660029;i-880189;contains
p-660029;i-880190;contains
p-660030;i-880194;contains
p-660030;i-880195;contains
p-660030;i-880192;contains
p-660030;i-880235;contains
p-660030;i-880193;contains
o-990071;i-880257;comprises
o-990071;i-880258;comprises
o-990071;i-880259;comprises
o-990071;i-880260;comprises
o-990071;i-880261;comprises
Pantheon Art Gallery Kft.;o-990071;places
i-880257;Kindle;is a
i-880258;Kindle Paperwhite;is a
i-880259;Fire Stick;is a
i-880260;Echo Studio;is a
i-880261;iPhone 8;is a
p-660028;Majid Rafiei;shipped by
o-990072;i-880262;comprises
o-990072;i-880263;comprises
o-990072;i-880264;comprises
o-990072;i-880265;comprises
o-990072;i-880266;comprises
Eastern Oak Insurance Zrt.;o-990072;places
i-880262;iPhone 8;is a
i-880263;iPad Air;is a
i-880264;iPad;is a
i-880265;iPad Air;is a
i-880266;iPad Pro;is a
p-660031;i-880198;contains
p-660031;i-880244;contains
p-660031;i-880243;contains
p-660031;i-880242;contains
p-660031;i-880199;contains
p-660029;Yisong Zhang;shipped by
p-660030;Eduardo Goulart Rocha;shipped by
o-990073;i-880267;comprises
o-990073;i-880268;comprises
o-990073;i-880269;comprises
Carpathian Financial Services plc;o-990073;places
i-880267;MacBook Pro;is a
i-880268;Kindle Paperwhite;is a
i-880269;iPhone 11 Pro;is a
p-660032;i-880208;contains
p-660032;i-880201;contains
p-660032;i-880204;contains
p-660032;i-880202;contains
p-660032;i-880209;contains
p-660032;i-880203;contains
p-660032;i-880200;contains
p-660032;i-880207;contains
p-660032;i-880214;contains
p-660032;i-880212;contains
p-660032;i-880205;contains
p-660032;i-880213;contains
p-660032;i-880230;contains
p-660032;i-880232;contains
