ocel_id;ocel_time;ocel_changed_field;weight;price
Echo Plus;2023-06-02 11:39:36;price;;156.95
Echo Studio;2023-06-02 11:39:36;price;;209.27
Fire Stick;2023-06-02 11:39:36;price;;41.85
Fire Stick 4K;2023-06-02 11:39:36;price;;94.17
Kindle;2023-06-02 11:39:36;price;;83.7
Kindle Paperwhite;2023-06-02 11:39:36;price;;134.99
iPhone 11 Pro;2023-08-01 15:58:56;price;;1216.9
iPhone 11;2023-08-01 15:58:56;price;;846.22
iPhone X;2023-08-01 15:58:56;price;;740.31
iPhone 8;2023-08-01 15:58:56;price;;560.27
iPad Pro;2023-08-01 15:58:56;price;;1163.95
iPad Air;2023-08-01 15:58:56;price;;504.14
iPad;2023-08-01 15:58:56;price;;524.26
iPad mini;2023-08-01 15:58:56;price;;475.53
MacBook Air;2023-08-01 15:58:56;price;;2330.02
MacBook Pro;2023-08-01 15:58:56;price;;2647.75
Echo Show 5;2023-08-01 15:58:56;price;;95.31
Echo Show 8;2023-08-01 15:58:56;price;;137.67
Echo Dot;2023-08-01 15:58:56;price;;31.76
Echo;2023-08-01 15:58:56;price;;105.9
Echo Plus;2023-08-01 15:58:56;price;;158.85
Echo Studio;2023-08-01 15:58:56;price;;211.81
Fire Stick;2023-08-01 15:58:56;price;;42.36
Fire Stick 4K;2023-08-01 15:58:56;price;;95.31
Kindle;2023-08-01 15:58:56;price;;84.72
Kindle Paperwhite;2023-08-01 15:58:56;price;;136.63
iPhone 11 Pro;2023-09-30 15:59:44;price;;1272.74
iPhone 11;2023-09-30 15:59:44;price;;885.05
iPhone X;2023-09-30 15:59:44;price;;774.28
iPhone 8;2023-09-30 15:59:44;price;;585.98
iPad Pro;2023-09-30 15:59:44;price;;1217.36
iPad Air;2023-09-30 15:59:44;price;;527.27
iPad;2023-09-30 15:59:44;price;;548.32
iPad mini;2023-09-30 15:59:44;price;;497.35
MacBook Air;2023-09-30 15:59:44;price;;2436.94
MacBook Pro;2023-09-30 15:59:44;price;;2769.25
Echo Show 5;2023-09-30 15:59:44;price;;99.68
Echo Show 8;2023-09-30 15:59:44;price;;143.99
Echo Dot;2023-09-30 15:59:44;price;;33.22
Echo;2023-09-30 15:59:44;price;;110.76
Echo Plus;2023-09-30 15:59:44;price;;166.14
Echo Studio;2023-09-30 15:59:44;price;;221.53
Fire Stick;2023-09-30 15:59:44;price;;44.3
Fire Stick 4K;2023-09-30 15:59:44;price;;99.68
Kindle;2023-09-30 15:59:44;price;;88.61
Kindle Paperwhite;2023-09-30 15:59:44;price;;142.9
iPhone 11 Pro;2023-12-01 14:07:53;price;;1319.27
iPhone 11;2023-12-01 14:07:53;price;;917.41
iPhone X;2023-12-01 14:07:53;price;;802.59
iPhone 8;2023-12-01 14:07:53;price;;607.4
iPad Pro;2023-12-01 14:07:53;price;;1261.87
iPad Air;2023-12-01 14:07:53;price;;546.55
iPad;2023-12-01 14:07:53;price;;568.37
iPad mini;2023-12-01 14:07:53;price;;515.53
MacBook Air;2023-12-01 14:07:53;price;;2526.04
MacBook Pro;2023-12-01 14:07:53;price;;2870.5
Echo Show 5;2023-12-01 14:07:53;price;;103.32
Echo Show 8;2023-12-01 14:07:53;price;;149.25
Echo Dot;2023-12-01 14:07:53;price;;34.43
Echo;2023-12-01 14:07:53;price;;114.81
Echo Plus;2023-12-01 14:07:53;price;;172.21
Echo Studio;2023-12-01 14:07:53;price;;229.63
Fire Stick;2023-12-01 14:07:53;price;;45.92
Fire Stick 4K;2023-12-01 14:07:53;price;;103.32
Kindle;2023-12-01 14:07:53;price;;91.85
Kindle Paperwhite;2023-12-01 14:07:53;price;;148.12
iPhone 11 Pro;2024-01-30 19:52:37;price;;1368.79
iPhone 11;2024-01-30 19:52:37;price;;951.85
iPhone X;2024-01-30 19:52:37;price;;832.72
iPhone 8;2024-01-30 19:52:37;price;;630.2
iPad Pro;2024-01-30 19:52:37;price;;1309.24
iPad Air;2024-01-30 19:52:37;price;;567.07
iPad;2024-01-30 19:52:37;price;;589.7
iPad mini;2024-01-30 19:52:37;price;;534.88
MacBook Air;2024-01-30 19:52:37;price;;2620.86
MacBook Pro;2024-01-30 19:52:37;price;;2978.25
Echo Show 5;2024-01-30 19:52:37;price;;107.2
Echo Show 8;2024-01-30 19:52:37;price;;154.85
Echo Dot;2024-01-30 19:52:37;price;;35.72
Echo;2024-01-30 19:52:37;price;;119.12
Echo Plus;2024-01-30 19:52:37;price;;178.67
Echo Studio;2024-01-30 19:52:37;price;;238.25
Fire Stick;2024-01-30 19:52:37;price;;47.64
Fire Stick 4K;2024-01-30 19:52:37;price;;107.2
Kindle;2024-01-30 19:52:37;price;;95.3
Kindle Paperwhite;2024-01-30 19:52:37;price;;153.68
