ocel_id;ocel_time;ocel_changed_field;weight
p-660061;2023-05-12 02:32:54;;3.392
p-660062;2023-05-12 03:53:07;;2.319
p-660063;2023-05-12 05:45:52;;4.226
p-660064;2023-05-12 16:30:19;;9.502
p-660065;2023-05-13 01:00:00;;2.228
p-660066;2023-05-13 06:16:27;;4.855
p-660067;2023-05-13 10:23:38;;4.026
p-660068;2023-05-14 02:19:09;;1.246
p-660069;2023-05-14 18:13:56;;11.428
p-660070;2023-05-16 02:06:14;;2.271
p-660071;2023-05-16 04:16:45;;1.733
p-660072;2023-05-16 04:46:00;;2.277
p-660073;2023-05-16 11:50:58;;7.244
p-660074;2023-05-16 18:30:58;;5.82
p-660075;2023-05-16 23:13:28;;1.046
p-660076;2023-05-17 01:05:02;;2.243
p-660077;2023-05-17 05:20:01;;2.84
p-660078;2023-05-17 06:25:21;;1.802
p-660079;2023-05-17 07:46:51;;6.665
p-660080;2023-05-17 19:00:40;;3.927
p-660081;2023-05-18 01:00:00;;3.038
p-660082;2023-05-18 07:50:17;;4.643
p-660083;2023-05-18 15:28:52;;1.851
p-660084;2023-05-18 19:00:34;;1.923
p-660085;2023-05-18 22:57:45;;5.171
p-660086;2023-05-19 03:19:50;;9.47
p-660087;2023-05-19 13:53:36;;5.686
p-660088;2023-05-20 00:12:46;;11.063
p-660089;2023-05-20 11:19:26;;1.931
p-660090;2023-05-21 01:03:26;;5.071
p-660091;2023-05-22 13:41:36;;0.8
p-660092;2023-05-23 00:14:45;;5.108
p-660093;2023-05-23 01:00:00;;1.954
p-660094;2023-05-23 17:23:00;;10.173
p-660095;2023-05-24 08:16:52;;0.93
p-660096;2023-05-24 09:29:41;;6.347
p-660097;2023-05-24 16:32:46;;5.218
p-660098;2023-05-24 19:48:57;;6.701
p-660099;2023-05-25 01:13:09;;3.279
p-660100;2023-05-25 02:55:03;;8.954
p-660101;2023-05-25 14:47:00;;6.507
p-660102;2023-05-26 03:15:21;;1.418
p-660103;2023-05-26 04:19:50;;0.188
p-660104;2023-05-26 04:29:37;;4.572
p-660105;2023-05-26 10:13:56;;8.293
p-660106;2023-05-26 21:17:55;;7.456
p-660107;2023-05-27 09:22:32;;0.88
p-660108;2023-05-27 09:22:32;;7.044
p-660109;2023-05-27 18:45:11;;2.26
p-660110;2023-05-27 20:07:20;;2.85
p-660111;2023-05-28 01:00:00;;5.535
p-660112;2023-05-28 16:12:02;;3.548
p-660113;2023-05-29 23:26:40;;9.824
p-660114;2023-05-30 08:20:00;;2.53
p-660115;2023-05-30 13:43:49;;3.961
p-660116;2023-05-30 18:26:40;;5.408
p-660117;2023-05-30 23:32:57;;5.022
p-660118;2023-05-31 01:58:06;;3.382
p-660119;2023-05-31 05:20:47;;0.28
p-660120;2023-05-31 05:33:20;;0.871
p-660121;2023-05-31 07:11:26;;4.72
p-660122;2023-05-31 11:04:11;;3.687
p-660123;2023-05-31 18:23:00;;4.186
p-660124;2023-06-01 01:32:46;;4.658
p-660125;2023-06-01 13:47:49;;5.657
p-660126;2023-06-01 23:46:06;;2.023
p-660127;2023-06-02 01:00:00;;4.714
p-660128;2023-06-02 07:13:21;;5.335
p-660129;2023-06-02 13:25:03;;4.136
p-660130;2023-06-02 20:52:32;;1.816
p-660131;2023-06-03 03:42:52;;4.179
p-660132;2023-06-03 07:57:13;;3.791
p-660133;2023-06-03 12:59:03;;2.231
p-660134;2023-06-03 17:22:56;;5.587
p-660135;2023-06-04 06:42:56;;5.572
p-660136;2023-06-05 23:12:53;;4.603
p-660137;2023-06-06 02:40:46;;0.452
p-660138;2023-06-06 04:59:08;;4.969
p-660139;2023-06-06 14:43:51;;7.719
p-660140;2023-06-06 21:26:13;;8.979
p-660141;2023-06-07 01:00:00;;3.263
p-660142;2023-06-07 11:46:16;;4.05
p-660143;2023-06-07 15:37:09;;6.304
p-660144;2023-06-07 18:13:47;;2.876
p-660145;2023-06-08 01:00:29;;2.698
p-660146;2023-06-08 01:31:16;;3.192
p-660147;2023-06-08 07:12:40;;4.891
p-660148;2023-06-08 11:04:56;;5.815
p-660149;2023-06-08 22:26:58;;5.418
p-660150;2023-06-09 00:09:34;;1.629
p-660151;2023-06-09 01:31:17;;3.505
p-660152;2023-06-09 09:18:16;;1.363
p-660153;2023-06-09 09:18:16;;2.314
p-660154;2023-06-09 13:24:42;;1.812
p-660155;2023-06-09 20:04:42;;5.455
p-660156;2023-06-10 05:58:53;;4.767
p-660157;2023-06-10 15:17:57;;5.358
p-660158;2023-06-10 19:15:28;;4.047
p-660159;2023-06-11 00:23:35;;3.26
p-660160;2023-06-11 07:51:06;;5.638
p-660161;2023-06-12 01:00:00;;9.369
p-660162;2023-06-13 08:18:39;;7.284
p-660163;2023-06-13 14:58:39;;1.363
p-660164;2023-06-13 15:48:00;;6.786
p-660165;2023-06-13 21:51:09;;1.838
p-660166;2023-06-14 00:38:30;;2.814
p-660167;2023-06-14 06:46:01;;5.031
p-660168;2023-06-14 12:44:30;;1.37
p-660169;2023-06-14 13:03:12;;6.983
p-660170;2023-06-14 18:25:36;;8.909
p-660171;2023-06-15 05:10:24;;4.091
p-660172;2023-06-15 10:53:13;;3.223
p-660173;2023-06-15 13:04:32;;1.226
p-660174;2023-06-15 20:30:15;;13.294
p-660175;2023-06-16 10:15:53;;2.954
p-660176;2023-06-16 12:03:12;;2.665
p-660177;2023-06-16 15:32:08;;0.649
p-660178;2023-06-16 19:28:54;;4.925
p-660179;2023-06-17 01:00:00;;9.639
p-660180;2023-06-17 12:38:24;;4.708
p-660181;2023-06-17 16:37:38;;3.38
p-660182;2023-06-17 18:11:23;;1.64
p-660183;2023-06-17 22:21:02;;3.179
p-660184;2023-06-18 07:57:49;;1.48
p-660185;2023-06-18 11:51:14;;9.831
p-660186;2023-06-20 01:21:08;;2.523
p-660187;2023-06-20 03:34:28;;3.869
p-660188;2023-06-20 15:14:51;;3.488
p-660189;2023-06-20 23:34:28;;9.273
p-660190;2023-06-21 07:41:04;;6.708
p-660191;2023-06-21 13:59:57;;14.399
p-660192;2023-06-22 01:00:00;;0.88
p-660193;2023-06-22 04:48:08;;0.483
p-660194;2023-06-22 04:54:14;;1.828
p-660195;2023-06-22 09:03:34;;4.492
p-660196;2023-06-22 13:28:34;;5.044
p-660197;2023-06-22 21:41:53;;0.483
p-660198;2023-06-22 22:28:06;;6.466
p-660199;2023-06-23 04:31:45;;4.303
p-660200;2023-06-23 08:29:33;;4.694
p-660201;2023-06-23 14:03:05;;3.505
p-660202;2023-06-23 23:09:07;;2.26
p-660203;2023-06-24 07:49:45;;3.589
p-660204;2023-06-24 13:53:05;;0.88
p-660205;2023-06-24 14:54:22;;3.547
p-660206;2023-06-24 19:31:21;;4.693
p-660207;2023-06-26 20:42:54;;3.45
p-660208;2023-06-27 01:00:00;;2.51
p-660209;2023-06-27 10:58:34;;3.768
p-660210;2023-06-27 16:18:22;;8.578
p-660211;2023-06-28 02:03:10;;7.935
p-660212;2023-06-28 09:00:45;;8.638
p-660213;2023-06-29 02:45:13;;4.582
p-660214;2023-06-29 06:28:32;;3.883
p-660215;2023-06-29 12:28:16;;1.035
p-660216;2023-06-29 15:21:52;;3.955
p-660217;2023-06-29 22:07:39;;3.93
p-660218;2023-06-30 02:01:45;;2.788
p-660219;2023-06-30 03:30:17;;1.055
p-660220;2023-06-30 05:32:00;;6.69
p-660221;2023-06-30 18:44:33;;3.16
p-660222;2023-07-01 03:03:58;;2.288
p-660223;2023-07-01 03:35:26;;2.028
p-660224;2023-07-01 06:50:08;;4.873
p-660225;2023-07-01 12:22:17;;7.724
p-660226;2023-07-01 17:05:02;;1.48
p-660227;2023-07-01 19:11:13;;3.123
p-660228;2023-07-02 01:00:00;;10.982
p-660229;2023-07-04 04:13:35;;4.645
p-660230;2023-07-04 16:47:21;;3.709
p-660231;2023-07-04 21:04:04;;0.483
p-660232;2023-07-04 23:17:34;;4.937
p-660233;2023-07-05 05:41:56;;3.681
p-660234;2023-07-05 12:47:21;;14.706
p-660235;2023-07-06 06:43:41;;6.251
p-660236;2023-07-06 12:12:02;;2.2
p-660237;2023-07-06 13:49:04;;1.905
p-660238;2023-07-06 18:21:13;;1.709
p-660239;2023-07-06 18:52:02;;3.321
p-660240;2023-07-06 22:42:24;;4.464
p-660241;2023-07-07 01:00:00;;4.765
p-660242;2023-07-07 13:39:21;;0.742
p-660243;2023-07-07 15:58:51;;1.603
p-660244;2023-07-07 23:26:56;;1.542
p-660245;2023-07-08 03:05:31;;1.48
p-660246;2023-07-08 04:22:05;;6.171
p-660247;2023-07-08 13:05:53;;5.011
p-660248;2023-07-08 18:15:20;;9.079
p-660249;2023-07-09 08:22:16;;5.409
p-660250;2023-07-11 15:40:38;;3.734
p-660251;2023-07-12 01:00:00;;3.43
p-660252;2023-07-12 10:09:15;;1.32
p-660253;2023-07-12 10:09:15;;4.672
p-660254;2023-07-12 13:52:38;;1.157
p-660255;2023-07-12 20:52:27;;1.994
p-660256;2023-07-13 05:31:21;;3.145
p-660257;2023-07-13 07:53:56;;0.78
p-660258;2023-07-13 09:12:20;;6.772
p-660259;2023-07-13 13:44:48;;2.145
p-660260;2023-07-13 18:17:58;;7.017
p-660261;2023-07-14 05:58:01;;9.771
p-660262;2023-07-14 14:38:16;;1.845
p-660263;2023-07-14 17:56:23;;2.738
p-660264;2023-07-14 23:45:15;;1.628
p-660265;2023-07-15 03:02:06;;1.91
p-660266;2023-07-15 04:35:37;;5.672
p-660267;2023-07-15 13:22:40;;9.755
p-660268;2023-07-16 04:15:36;;4.842
p-660269;2023-07-16 17:06:35;;1.48
p-660270;2023-07-16 18:05:05;;6.521
p-660271;2023-07-17 01:00:00;;3.013
p-660272;2023-07-17 21:29:20;;1.917
p-660273;2023-07-17 23:43:23;;11.547
p-660274;2023-07-18 15:47:52;;4.89
p-660275;2023-07-18 18:18:19;;0.987
p-660276;2023-07-18 21:06:02;;4.22
p-660277;2023-07-19 00:19:07;;2.409
p-660278;2023-07-19 02:54:32;;6.415
p-660279;2023-07-19 07:56:16;;4.021
p-660280;2023-07-19 11:29:40;;3.055
p-660281;2023-07-19 14:46:10;;0.483
p-660282;2023-07-19 15:56:20;;2.919
p-660283;2023-07-19 23:17:10;;11.959
p-660284;2023-07-20 10:46:03;;2.74
p-660285;2023-07-20 15:59:21;;6.389
p-660286;2023-07-21 06:11:16;;6.229
p-660287;2023-07-21 12:16:16;;0.693
p-660288;2023-07-21 13:23:56;;4.855
p-660289;2023-07-22 01:00:00;;3.864
p-660290;2023-07-22 09:50:38;;3.226
p-660291;2023-07-22 11:19:10;;3.992
p-660292;2023-07-22 12:43:05;;6.4
p-660293;2023-07-23 03:23:52;;6.412
p-660294;2023-07-24 01:44:16;;2.853
p-660295;2023-07-25 00:41:57;;1.836
p-660296;2023-07-25 08:57:18;;1.982
p-660297;2023-07-25 14:22:42;;2.736
p-660298;2023-07-25 16:23:30;;4.288
p-660299;2023-07-25 20:51:29;;3.343
p-660300;2023-07-26 08:09:22;;4.375
p-660301;2023-07-26 12:01:36;;11.401
p-660302;2023-07-27 01:00:00;;4.621
p-660303;2023-07-27 04:59:23;;4.463
p-660304;2023-07-27 06:22:50;;4.926
p-660305;2023-07-27 09:35:41;;1.358
p-660306;2023-07-27 09:49:22;;7.308
p-660307;2023-07-27 20:31:19;;1.655
p-660308;2023-07-27 21:50:21;;4.409
p-660309;2023-07-28 03:29:29;;13.348
p-660310;2023-07-28 16:16:38;;3.367
p-660311;2023-07-29 04:23:52;;4.38
p-660312;2023-07-29 09:07:12;;3.396
p-660313;2023-07-29 13:27:49;;5.384
p-660314;2023-07-30 06:18:21;;2.709
p-660315;2023-07-30 09:19:21;;3.282
p-660316;2023-07-30 16:06:17;;3.265
p-660317;2023-07-31 01:56:05;;2.993
p-660318;2023-08-01 01:00:00;;0.88
p-660319;2023-08-01 02:08:25;;0.66
p-660320;2023-08-01 04:01:35;;5.151
p-660321;2023-08-01 17:21:35;;4.88
p-660322;2023-08-01 23:31:21;;6.52
p-660323;2023-08-02 13:41:45;;0.618
p-660324;2023-08-02 14:35:13;;10.658
p-660325;2023-08-03 03:15:58;;1.924
p-660326;2023-08-03 03:58:58;;1.25
p-660327;2023-08-03 04:56:48;;10.776
p-660328;2023-08-03 14:43:45;;3.406
p-660329;2023-08-03 22:43:28;;1.37
p-660330;2023-08-03 22:45:50;;9.548
p-660331;2023-08-04 11:45:02;;2.419
p-660332;2023-08-04 16:16:16;;3.337
p-660333;2023-08-04 21:22:16;;5.5
p-660334;2023-08-05 03:17:17;;5.541
p-660335;2023-08-05 06:27:42;;4.492
p-660336;2023-08-05 14:32:38;;8.708
p-660337;2023-08-06 01:00:00;;7.807
p-660338;2023-08-07 23:22:15;;11.709
p-660339;2023-08-08 19:40:09;;2.065
p-660340;2023-08-08 21:00:48;;4.695
p-660341;2023-08-09 00:17:29;;0.38
p-660342;2023-08-09 01:56:18;;3.102
p-660343;2023-08-09 03:22:36;;6.107
p-660344;2023-08-09 09:10:49;;5.159
p-660345;2023-08-09 17:57:10;;1.839
p-660346;2023-08-09 20:03:50;;3.911
p-660347;2023-08-10 02:03:10;;2.791
p-660348;2023-08-10 04:32:48;;2.2
p-660349;2023-08-10 06:22:47;;10.052
p-660350;2023-08-10 23:41:14;;5.059
p-660351;2023-08-11 01:00:00;;4.989
p-660352;2023-08-11 09:39:12;;0.883
p-660353;2023-08-11 12:13:17;;6.387
p-660354;2023-08-11 23:04:14;;5.258
p-660355;2023-08-12 04:13:04;;7.728
p-660356;2023-08-12 06:54:09;;5.198
p-660357;2023-08-12 16:46:23;;4.985
p-660358;2023-08-13 02:57:42;;1.65
p-660359;2023-08-13 03:51:44;;1.16
p-660360;2023-08-13 03:53:03;;6.139
p-660361;2023-08-13 20:33:19;;2.708
p-660362;2023-08-14 05:04:35;;4.186
p-660363;2023-08-14 23:15:17;;4.902
p-660364;2023-08-15 12:35:17;;4.448
p-660365;2023-08-15 19:15:19;;7.311
p-660366;2023-08-15 23:41:18;;9.614
p-660367;2023-08-16 01:00:00;;0.951
p-660368;2023-08-16 13:29:30;;0.816
p-660369;2023-08-16 15:14:38;;0.483
p-660370;2023-08-16 15:14:38;;5.432
p-660371;2023-08-16 19:50:24;;2.775
p-660372;2023-08-17 00:43:10;;7.851
p-660373;2023-08-17 06:50:42;;3.043
p-660374;2023-08-17 11:17:22;;0.668
p-660375;2023-08-17 12:55:53;;6.84
p-660376;2023-08-17 23:27:14;;1.698
p-660377;2023-08-18 00:48:40;;3.435
p-660378;2023-08-18 03:19:50;;0.64
p-660379;2023-08-18 05:15:20;;5.95
p-660380;2023-08-18 09:36:59;;6.232
p-660381;2023-08-18 20:22:12;;5.466
p-660382;2023-08-19 03:46:30;;2.178
p-660383;2023-08-19 09:42:12;;7.675
p-660384;2023-08-19 13:50:48;;3.631
p-660385;2023-08-19 22:26:22;;8.435
p-660386;2023-08-20 12:07:03;;7.416
p-660387;2023-08-21 01:00:00;;1.75
p-660388;2023-08-21 15:10:08;;7.976
p-660389;2023-08-22 07:21:57;;3.309
p-660390;2023-08-22 15:23:09;;6.482
p-660391;2023-08-23 14:27:09;;7.187
p-660392;2023-08-23 18:05:19;;7.321
p-660393;2023-08-24 01:15:53;;1.932
p-660394;2023-08-24 05:50:35;;3.683
p-660395;2023-08-24 07:47:28;;2.41
p-660396;2023-08-24 11:46:46;;8.067
p-660397;2023-08-24 17:26:24;;6.527
p-660398;2023-08-25 09:35:39;;4.573
p-660399;2023-08-25 12:38:25;;6.786
p-660400;2023-08-25 14:54:56;;3.625
p-660401;2023-08-25 17:05:05;;11.848
p-660402;2023-08-26 01:00:00;;3.0
p-660403;2023-08-26 22:29:13;;0.44
p-660404;2023-08-26 23:53:02;;8.233
p-660405;2023-08-27 02:55:19;;2.926
p-660406;2023-08-27 05:08:44;;1.224
p-660407;2023-08-27 11:08:59;;7.448
p-660408;2023-08-29 10:29:50;;1.331
p-660409;2023-08-29 14:35:44;;8.501
p-660410;2023-08-30 00:05:31;;1.763
p-660411;2023-08-30 04:30:03;;1.674
p-660412;2023-08-30 12:53:02;;4.09
p-660413;2023-08-30 15:46:59;;5.513
p-660414;2023-08-30 23:34:07;;6.816
p-660415;2023-08-31 01:00:00;;3.075
p-660416;2023-08-31 11:46:12;;0.628
p-660417;2023-08-31 17:09:34;;3.943
p-660418;2023-08-31 21:27:50;;9.245
p-660419;2023-09-01 02:02:10;;3.976
p-660420;2023-09-01 07:12:24;;2.018
p-660421;2023-09-01 08:42:54;;7.57
p-660422;2023-09-01 22:54:29;;1.892
p-660423;2023-09-02 05:12:30;;1.22
p-660424;2023-09-02 08:42:26;;8.284
p-660425;2023-09-02 14:37:12;;10.452
p-660426;2023-09-03 19:37:55;;0.826
p-660427;2023-09-03 23:25:21;;4.192
p-660428;2023-09-05 00:49:58;;5.848
p-660429;2023-09-05 01:00:00;;2.404
p-660430;2023-09-05 14:09:58;;6.196
p-660431;2023-09-05 19:06:45;;2.311
p-660432;2023-09-05 23:06:22;;0.683
p-660433;2023-09-05 23:39:41;;8.165
p-660434;2023-09-06 13:45:25;;5.562
p-660435;2023-09-06 21:12:09;;2.633
p-660436;2023-09-06 23:45:41;;4.832
p-660437;2023-09-07 02:19:41;;5.978
p-660438;2023-09-07 14:04:37;;5.218
p-660439;2023-09-07 17:06:06;;5.797
p-660440;2023-09-07 22:10:40;;7.735
p-660441;2023-09-08 09:49:34;;10.613
p-660442;2023-09-08 23:19:04;;1.606
p-660443;2023-09-09 01:19:12;;5.091
p-660444;2023-09-09 07:22:26;;4.57
p-660445;2023-09-09 13:41:09;;3.994
p-660446;2023-09-09 18:43:45;;2.853
p-660447;2023-09-10 01:00:00;;5.363
p-660448;2023-09-10 04:53:49;;1.326
p-660449;2023-09-10 06:42:38;;3.603
p-660450;2023-09-10 16:52:57;;3.443
p-660451;2023-09-11 08:46:53;;5.112
p-660452;2023-09-12 11:10:01;;8.634
p-660453;2023-09-12 17:39:04;;2.423
p-660454;2023-09-12 21:28:56;;2.999
p-660455;2023-09-13 05:28:49;;1.246
p-660456;2023-09-13 09:53:10;;2.53
p-660457;2023-09-13 12:15:22;;6.379
p-660458;2023-09-13 17:21:58;;1.628
p-660459;2023-09-13 23:29:57;;3.044
p-660460;2023-09-14 07:15:36;;2.258
p-660461;2023-09-14 09:02:37;;8.834
p-660462;2023-09-14 16:58:45;;2.133
p-660463;2023-09-14 19:43:40;;2.056
p-660464;2023-09-14 21:35:22;;7.141
p-660465;2023-09-15 01:00:00;;4.608
p-660466;2023-09-15 12:05:50;;4.315
p-660467;2023-09-15 18:54:54;;3.595
p-660468;2023-09-15 23:12:30;;3.603
p-660469;2023-09-16 05:16:22;;0.754
p-660470;2023-09-16 13:27:12;;0.56
p-660471;2023-09-16 13:48:58;;9.626
p-660472;2023-09-17 06:15:42;;7.276
p-660473;2023-09-17 18:48:09;;2.246
p-660474;2023-09-17 21:13:59;;6.003
p-660475;2023-09-18 18:15:18;;7.761
p-660476;2023-09-19 07:49:55;;7.378
p-660477;2023-09-19 20:27:08;;3.492
p-660478;2023-09-20 00:19:18;;8.619
p-660479;2023-09-20 01:00:00;;0.188
p-660480;2023-09-20 14:00:00;;0.951
p-660481;2023-09-20 15:51:26;;7.423
p-660482;2023-09-21 04:31:07;;3.835
p-660483;2023-09-21 10:49:37;;10.836
p-660484;2023-09-22 03:28:42;;6.026
p-660485;2023-09-22 16:39:40;;3.516
p-660486;2023-09-22 23:58:24;;7.186
p-660487;2023-09-23 05:05:52;;8.333
p-660488;2023-09-23 19:19:40;;0.98
p-660489;2023-09-23 20:25:57;;0.746
p-660490;2023-09-23 21:24:06;;3.108
p-660491;2023-09-24 02:11:26;;2.96
p-660492;2023-09-24 02:43:20;;4.978
p-660493;2023-09-24 20:52:37;;3.413
p-660494;2023-09-24 23:37:14;;5.393
p-660495;2023-09-25 01:00:00;;3.095
p-660496;2023-09-26 13:24:26;;4.056
p-660497;2023-09-27 00:22:18;;6.691
p-660498;2023-09-27 10:46:58;;6.536
p-660499;2023-09-27 17:26:58;;4.373
p-660500;2023-09-27 21:56:34;;2.084
p-660501;2023-09-28 01:36:50;;0.28
p-660502;2023-09-28 01:36:50;;6.85
p-660503;2023-09-28 11:47:53;;5.418
p-660504;2023-09-28 21:24:00;;0.552
p-660505;2023-09-28 23:11:34;;1.57
p-660506;2023-09-29 02:59:21;;5.789
p-660507;2023-09-29 10:18:14;;2.095
p-660508;2023-09-29 11:32:06;;6.949
p-660509;2023-09-30 01:00:00;;0.837
p-660510;2023-09-30 07:59:36;;8.593
p-660511;2023-09-30 20:34:17;;3.793
p-660512;2023-09-30 23:06:26;;8.086
p-660513;2023-10-01 08:18:06;;7.065
p-660514;2023-10-02 00:50:57;;4.016
p-660515;2023-10-03 06:55:24;;1.392
p-660516;2023-10-03 16:12:32;;1.156
p-660517;2023-10-03 21:32:09;;0.865
p-660518;2023-10-04 00:30:22;;6.336
p-660519;2023-10-04 09:22:48;;4.421
p-660520;2023-10-04 17:50:03;;4.907
p-660521;2023-10-05 01:00:00;;1.485
p-660522;2023-10-05 06:14:08;;3.683
p-660523;2023-10-05 09:41:15;;7.469
p-660524;2023-10-05 19:22:42;;5.467
p-660525;2023-10-05 22:40:56;;1.763
p-660526;2023-10-06 00:19:58;;5.415
p-660527;2023-10-06 11:26:38;;4.226
p-660528;2023-10-06 19:04:45;;2.67
p-660529;2023-10-06 21:30:21;;0.966
p-660530;2023-10-07 04:12:57;;4.93
p-660531;2023-10-07 12:18:48;;1.65
p-660532;2023-10-08 00:54:37;;4.61
p-660533;2023-10-08 03:16:08;;1.963
p-660534;2023-10-08 05:30:17;;4.233
p-660535;2023-10-08 12:10:17;;6.608
p-660536;2023-10-09 01:21:17;;0.332
p-660537;2023-10-09 06:17:35;;7.087
p-660538;2023-10-10 01:00:00;;5.441
p-660539;2023-10-10 18:40:32;;9.362
p-660540;2023-10-11 11:56:25;;2.946
p-660541;2023-10-11 20:49:45;;2.179
p-660542;2023-10-11 23:29:04;;3.531
p-660543;2023-10-12 02:51:31;;2.57
p-660544;2023-10-12 07:58:38;;4.938
p-660545;2023-10-12 14:29:33;;3.447
p-660546;2023-10-12 20:28:35;;2.489
p-660547;2023-10-12 22:00:02;;3.577
p-660548;2023-10-13 01:56:57;;9.202
p-660549;2023-10-13 18:00:02;;1.118
p-660550;2023-10-13 23:01:36;;2.544
p-660551;2023-10-14 04:15:12;;7.06
p-660552;2023-10-14 23:35:10;;1.475
p-660553;2023-10-15 01:00:00;;2.45
p-660554;2023-10-15 01:41:45;;1.696
p-660555;2023-10-15 06:11:29;;4.243
p-660556;2023-10-15 21:58:56;;4.469
p-660557;2023-10-16 03:55:58;;4.828
p-660558;2023-10-16 10:36:35;;5.551
p-660559;2023-10-16 21:28:49;;7.201
p-660560;2023-10-17 23:22:23;;3.21
p-660561;2023-10-18 03:43:44;;0.483
p-660562;2023-10-18 04:39:02;;2.674
p-660563;2023-10-18 11:03:05;;6.365
p-660564;2023-10-18 19:58:35;;1.946
p-660565;2023-10-18 22:57:44;;2.403
p-660566;2023-10-19 00:16:08;;7.483
p-660567;2023-10-19 02:27:57;;1.946
p-660568;2023-10-19 03:30:28;;7.15
p-660569;2023-10-19 06:28:43;;4.368
p-660570;2023-10-19 08:37:04;;3.02
p-660571;2023-10-19 14:27:07;;4.822
p-660572;2023-10-19 21:49:58;;3.078
p-660573;2023-10-20 01:00:00;;7.039
p-660574;2023-10-20 07:39:55;;5.094
p-660575;2023-10-20 17:37:55;;6.0
p-660576;2023-10-21 00:10:23;;2.51
p-660577;2023-10-21 00:29:58;;8.174
p-660578;2023-10-21 05:31:55;;5.066
p-660579;2023-10-21 21:36:06;;7.728
p-660580;2023-10-22 03:09:18;;4.512
p-660581;2023-10-22 05:32:16;;3.782
p-660582;2023-10-22 23:14:13;;5.021
p-660583;2023-10-23 12:29:18;;1.419
p-660584;2023-10-23 19:46:25;;2.609
p-660585;2023-10-24 08:11:45;;1.83
p-660586;2023-10-24 15:56:13;;0.483
p-660587;2023-10-24 18:10:23;;6.054
p-660588;2023-10-25 01:00:00;;1.66
p-660589;2023-10-25 10:02:17;;5.889
p-660590;2023-10-25 19:40:14;;4.009
p-660591;2023-10-26 04:46:03;;5.777
p-660592;2023-10-26 18:03:34;;0.966
p-660593;2023-10-26 21:42:41;;5.873
p-660594;2023-10-27 05:53:33;;6.258
p-660595;2023-10-27 11:47:49;;2.588
p-660596;2023-10-27 13:35:44;;2.294
p-660597;2023-10-28 01:35:22;;1.755
p-660598;2023-10-28 05:26:06;;3.263
p-660599;2023-10-28 10:38:29;;6.31
p-660600;2023-10-29 02:24:03;;2.353
p-660601;2023-10-29 06:34:22;;5.683
p-660602;2023-10-29 14:21:48;;3.836
p-660603;2023-10-29 20:16:38;;4.2
p-660604;2023-10-30 00:00:00;;4.952
p-660605;2023-10-31 13:31:42;;2.158
p-660606;2023-10-31 19:02:18;;6.386
