ocel_id;ocel_time;ocel_changed_field;weight;price
i-880121;2023-04-19 09:03:02;;1.37;2500.0
i-880122;2023-04-19 09:03:02;;0.21;529.0
i-880123;2023-04-19 09:03:02;;0.21;529.0
i-880124;2023-04-19 13:26:23;;0.21;529.0
i-880125;2023-04-19 13:26:23;;0.88;89.99
i-880126;2023-04-19 13:26:23;;0.78;99.99
i-880127;2023-04-19 13:26:23;;0.88;89.99
i-880128;2023-04-19 13:26:23;;0.21;529.0
i-880129;2023-04-19 18:13:05;;0.88;89.99
i-880130;2023-04-19 18:13:05;;0.38;29.99
i-880131;2023-04-19 18:13:05;;0.78;99.99
i-880132;2023-04-19 18:13:05;;0.483;79.99
i-880133;2023-04-20 09:22:28;;0.78;99.99
i-880134;2023-04-20 09:22:28;;0.2;39.99
i-880135;2023-04-20 09:22:28;;0.166;799.0
i-880136;2023-04-20 09:22:28;;0.44;476.0
i-880137;2023-04-20 09:22:28;;0.28;449.0
i-880138;2023-04-20 09:22:28;;1.25;2200.0
i-880139;2023-04-20 14:05:15;;0.38;29.99
i-880140;2023-04-20 14:05:15;;1.25;2200.0
i-880141;2023-04-20 14:05:15;;0.21;529.0
i-880142;2023-04-20 14:05:15;;0.88;89.99
i-880143;2023-04-20 14:05:15;;1.28;149.99
i-880144;2023-04-20 14:05:15;;0.88;89.99
i-880145;2023-04-20 14:05:15;;0.172;699.0
i-880146;2023-04-20 18:30:49;;0.483;79.99
i-880147;2023-04-20 18:30:49;;0.483;79.99
i-880148;2023-04-21 09:57:57;;1.25;2200.0
i-880149;2023-04-21 09:57:57;;1.37;2500.0
i-880150;2023-04-21 09:57:57;;0.88;89.99
i-880151;2023-04-21 09:57:57;;0.483;79.99
i-880152;2023-04-21 09:57:57;;0.495;129.0
i-880153;2023-04-21 09:57:57;;0.483;1099.0
i-880154;2023-04-21 09:57:57;;0.44;476.0
i-880155;2023-04-21 15:16:13;;1.48;199.99
i-880156;2023-04-21 20:29:16;;1.25;2200.0
i-880157;2023-04-21 20:29:16;;0.166;799.0
i-880158;2023-04-21 20:29:16;;0.21;529.0
i-880159;2023-04-21 20:29:16;;0.28;449.0
i-880160;2023-04-21 20:29:16;;0.28;449.0
i-880161;2023-04-24 03:30:44;;0.44;476.0
i-880162;2023-04-24 03:30:44;;0.483;1099.0
i-880163;2023-04-24 03:30:44;;1.48;199.99
i-880164;2023-04-24 03:30:44;;1.28;149.99
i-880165;2023-04-24 12:54:07;;1.37;2500.0
i-880166;2023-04-24 12:54:07;;0.88;89.99
i-880167;2023-04-24 18:08:33;;1.48;199.99
i-880168;2023-04-24 18:08:33;;0.38;29.99
i-880169;2023-04-24 18:08:33;;0.44;476.0
i-880170;2023-04-24 18:08:33;;0.78;99.99
i-880171;2023-04-24 18:08:33;;0.166;799.0
i-880172;2023-04-24 18:08:33;;0.78;99.99
i-880173;2023-04-24 18:08:33;;0.2;39.99
i-880174;2023-04-25 09:13:25;;0.172;699.0
i-880175;2023-04-25 09:13:25;;0.166;799.0
i-880176;2023-04-25 09:13:25;;0.28;89.99
i-880177;2023-04-25 09:13:25;;0.166;799.0
i-880178;2023-04-25 09:13:25;;0.28;89.99
i-880179;2023-04-25 09:13:25;;0.98;129.99
i-880180;2023-04-25 13:47:09;;1.28;149.99
i-880181;2023-04-25 13:47:09;;0.483;495.0
i-880182;2023-04-25 18:54:36;;0.44;476.0
i-880183;2023-04-25 18:54:36;;1.28;149.99
i-880184;2023-04-26 10:45:31;;0.495;129.0
i-880185;2023-04-26 10:45:31;;0.88;89.99
i-880186;2023-04-26 10:45:31;;0.78;99.99
i-880187;2023-04-26 15:51:21;;0.166;799.0
i-880188;2023-04-26 15:51:21;;0.188;1149.0
i-880189;2023-04-26 22:14:41;;1.48;199.99
i-880190;2023-04-26 22:14:41;;1.48;199.99
i-880191;2023-04-26 22:14:41;;1.48;199.99
i-880192;2023-04-27 11:48:20;;0.188;1149.0
i-880193;2023-04-27 11:48:20;;0.44;476.0
i-880194;2023-04-27 11:48:20;;0.172;699.0
i-880195;2023-04-27 11:48:20;;0.495;129.0
i-880196;2023-04-27 16:56:59;;0.38;29.99
i-880197;2023-04-27 16:56:59;;1.28;149.99
i-880198;2023-04-28 02:49:57;;0.166;799.0
i-880199;2023-04-28 02:49:57;;1.25;2200.0
i-880200;2023-04-28 13:09:15;;0.21;529.0
i-880201;2023-04-28 13:09:15;;0.483;79.99
i-880202;2023-04-28 13:09:15;;0.28;449.0
i-880203;2023-04-28 13:09:15;;0.28;89.99
i-880204;2023-04-28 13:09:15;;0.495;129.0
i-880205;2023-04-28 13:09:15;;0.78;99.99
i-880206;2023-04-28 13:09:15;;1.28;149.99
i-880207;2023-04-28 13:09:15;;0.483;495.0
i-880208;2023-04-28 13:09:15;;0.38;29.99
i-880209;2023-04-28 13:09:15;;0.495;129.0
i-880210;2023-04-28 17:38:49;;0.2;39.99
i-880211;2023-04-28 17:38:49;;0.44;476.0
i-880212;2023-04-29 17:12:07;;0.78;99.99
i-880213;2023-04-29 17:12:07;;0.2;39.99
i-880214;2023-04-29 17:12:07;;0.38;29.99
i-880215;2023-05-01 08:01:41;;0.495;129.0
i-880216;2023-05-01 08:01:41;;1.28;149.99
i-880217;2023-05-01 08:01:41;;0.188;1149.0
i-880218;2023-05-01 08:01:41;;0.28;449.0
i-880219;2023-05-01 08:01:41;;0.44;476.0
i-880220;2023-05-01 08:01:41;;1.28;149.99
i-880221;2023-05-01 08:01:41;;0.495;129.0
i-880222;2023-05-01 08:01:41;;1.48;199.99
i-880223;2023-05-01 08:01:41;;0.172;699.0
i-880224;2023-05-01 08:01:41;;0.21;529.0
i-880225;2023-05-01 09:50:37;;0.495;129.0
i-880226;2023-05-01 09:50:37;;0.28;89.99
i-880227;2023-05-01 09:50:37;;0.28;89.99
i-880228;2023-05-01 09:50:37;;0.2;39.99
i-880229;2023-05-01 09:50:37;;0.495;129.0
i-880230;2023-05-01 11:59:20;;1.37;2500.0
i-880231;2023-05-01 11:59:20;;0.188;1149.0
i-880232;2023-05-01 11:59:20;;1.28;149.99
i-880233;2023-05-01 11:59:20;;0.28;449.0
i-880234;2023-05-01 11:59:20;;0.98;129.99
i-880235;2023-05-01 14:16:46;;0.44;476.0
i-880236;2023-05-01 15:51:37;;0.44;476.0
i-880237;2023-05-01 15:51:37;;0.495;129.0
i-880238;2023-05-01 15:51:37;;1.28;149.99
i-880239;2023-05-01 18:01:20;;0.28;449.0
i-880240;2023-05-01 18:01:20;;0.483;79.99
i-880241;2023-05-01 18:01:20;;0.483;495.0
i-880242;2023-05-01 19:40:11;;0.483;495.0
i-880243;2023-05-01 19:40:11;;1.28;149.99
i-880244;2023-05-01 19:40:11;;0.78;99.99
i-880245;2023-05-01 22:56:34;;1.37;2500.0
i-880246;2023-05-01 22:56:34;;0.28;449.0
i-880247;2023-05-01 22:56:34;;0.483;79.99
i-880248;2023-05-01 22:56:34;;0.172;699.0
i-880249;2023-05-02 09:41:19;;0.2;39.99
i-880250;2023-05-02 09:41:19;;1.25;2200.0
i-880251;2023-05-02 09:41:19;;0.28;449.0
i-880252;2023-05-02 11:40:44;;0.483;495.0
i-880253;2023-05-02 11:40:44;;0.483;495.0
i-880254;2023-05-02 11:40:44;;0.78;99.99
i-880255;2023-05-02 13:39:33;;0.483;79.99
i-880256;2023-05-02 13:39:33;;0.21;529.0
i-880257;2023-05-02 15:37:12;;0.483;79.99
i-880258;2023-05-02 15:37:12;;0.495;129.0
i-880259;2023-05-02 15:37:12;;0.2;39.99
i-880260;2023-05-02 15:37:12;;1.48;199.99
i-880261;2023-05-02 15:37:12;;0.21;529.0
i-880262;2023-05-02 17:32:29;;0.21;529.0
i-880263;2023-05-02 17:32:29;;0.44;476.0
i-880264;2023-05-02 17:32:29;;0.483;495.0
i-880265;2023-05-02 17:32:29;;0.44;476.0
i-880266;2023-05-02 17:32:29;;0.483;1099.0
i-880267;2023-05-02 19:23:04;;1.37;2500.0
i-880268;2023-05-02 19:23:04;;0.495;129.0
i-880269;2023-05-02 19:23:04;;0.188;1149.0
i-880270;2023-05-02 22:22:19;;0.483;79.99
i-880271;2023-05-02 22:22:19;;1.48;199.99
i-880272;2023-05-02 22:22:19;;1.37;2500.0
i-880273;2023-05-03 08:32:50;;1.37;2500.0
i-880274;2023-05-03 10:37:20;;0.172;699.0
i-880275;2023-05-03 10:37:20;;0.98;129.99
i-880276;2023-05-03 12:32:46;;0.483;495.0
i-880277;2023-05-03 12:32:46;;0.28;89.99
i-880278;2023-05-03 12:32:46;;0.2;39.99
i-880279;2023-05-03 12:32:46;;0.38;29.99
i-880280;2023-05-03 12:32:46;;0.172;699.0
i-880281;2023-05-03 12:32:46;;0.495;129.0
i-880282;2023-05-03 14:23:38;;0.483;1099.0
i-880283;2023-05-03 14:23:38;;0.44;476.0
i-880284;2023-05-03 14:23:38;;0.38;29.99
i-880285;2023-05-03 14:23:38;;0.483;79.99
i-880286;2023-05-03 14:23:38;;0.188;1149.0
i-880287;2023-05-03 16:05:21;;0.495;129.0
i-880288;2023-05-03 16:05:21;;0.38;29.99
i-880289;2023-05-03 16:05:21;;1.48;199.99
i-880290;2023-05-03 16:05:21;;0.88;89.99
i-880291;2023-05-03 16:05:21;;0.2;39.99
i-880292;2023-05-03 16:05:21;;1.37;2500.0
i-880293;2023-05-03 16:05:21;;0.483;1099.0
i-880294;2023-05-03 17:28:48;;1.25;2200.0
i-880295;2023-05-03 17:28:48;;1.25;2200.0
i-880296;2023-05-03 17:28:48;;0.166;799.0
i-880297;2023-05-03 17:28:48;;0.21;529.0
i-880298;2023-05-03 17:28:48;;0.38;29.99
i-880299;2023-05-03 19:15:41;;0.28;449.0
i-880300;2023-05-03 19:15:41;;0.2;39.99
i-880301;2023-05-03 19:15:41;;0.483;495.0
i-880302;2023-05-03 19:15:41;;0.28;449.0
i-880303;2023-05-03 19:15:41;;0.21;529.0
i-880304;2023-05-03 19:15:41;;0.78;99.99
i-880305;2023-05-03 19:15:41;;0.2;39.99
i-880306;2023-05-03 22:07:34;;0.28;89.99
i-880307;2023-05-03 22:07:34;;1.28;149.99
i-880308;2023-05-04 07:46:20;;0.21;529.0
i-880309;2023-05-04 07:46:20;;0.483;79.99
i-880310;2023-05-04 07:46:20;;0.495;129.0
i-880311;2023-05-04 10:33:04;;0.2;39.99
i-880312;2023-05-04 10:33:04;;0.483;1099.0
i-880313;2023-05-04 10:33:04;;0.78;99.99
i-880314;2023-05-04 12:24:13;;0.495;129.0
i-880315;2023-05-04 12:24:13;;0.28;449.0
i-880316;2023-05-04 12:24:13;;0.78;99.99
i-880317;2023-05-04 12:24:13;;0.166;799.0
i-880318;2023-05-04 14:06:32;;0.44;476.0
i-880319;2023-05-04 14:06:32;;0.78;99.99
i-880320;2023-05-04 14:06:32;;0.28;449.0
i-880321;2023-05-04 15:31:10;;0.38;29.99
i-880322;2023-05-04 15:31:10;;0.88;89.99
i-880323;2023-05-04 15:31:10;;0.166;799.0
i-880324;2023-05-04 15:31:10;;0.172;699.0
i-880325;2023-05-04 15:31:10;;0.28;449.0
i-880326;2023-05-04 15:31:10;;1.48;199.99
i-880327;2023-05-04 15:31:10;;0.98;129.99
i-880328;2023-05-04 17:20:25;;1.37;2500.0
i-880329;2023-05-04 17:20:25;;1.37;2500.0
i-880330;2023-05-04 18:58:56;;0.28;449.0
i-880331;2023-05-04 18:58:56;;1.37;2500.0
i-880332;2023-05-04 18:58:56;;0.44;476.0
i-880333;2023-05-04 22:32:59;;0.483;1099.0
i-880334;2023-05-04 22:32:59;;0.78;99.99
i-880335;2023-05-04 22:32:59;;0.78;99.99
i-880336;2023-05-04 22:32:59;;0.38;29.99
i-880337;2023-05-05 08:54:09;;0.78;99.99
i-880338;2023-05-05 08:54:09;;1.48;199.99
i-880339;2023-05-05 11:09:20;;1.25;2200.0
i-880340;2023-05-05 11:09:20;;0.98;129.99
i-880341;2023-05-05 11:09:20;;0.166;799.0
i-880342;2023-05-05 11:09:20;;0.44;476.0
i-880343;2023-05-05 12:36:45;;0.44;476.0
i-880344;2023-05-05 12:36:45;;0.188;1149.0
i-880345;2023-05-05 12:36:45;;0.28;89.99
i-880346;2023-05-05 14:31:36;;0.166;799.0
i-880347;2023-05-05 14:31:36;;1.25;2200.0
i-880348;2023-05-05 14:31:36;;1.37;2500.0
i-880349;2023-05-05 14:31:36;;0.172;699.0
i-880350;2023-05-05 16:21:18;;0.28;89.99
i-880351;2023-05-05 16:21:18;;0.172;699.0
i-880352;2023-05-05 16:21:18;;0.98;129.99
i-880353;2023-05-05 16:21:18;;0.28;449.0
i-880354;2023-05-05 18:00:41;;0.166;799.0
i-880355;2023-05-05 18:00:41;;0.483;495.0
i-880356;2023-05-05 19:38:14;;1.25;2200.0
i-880357;2023-05-05 19:38:14;;0.495;129.0
i-880358;2023-05-05 19:38:14;;0.483;1099.0
i-880359;2023-05-05 19:38:14;;0.98;129.99
i-880360;2023-05-05 19:38:14;;0.44;476.0
i-880361;2023-05-05 19:38:14;;0.88;89.99
i-880362;2023-05-05 19:38:14;;0.98;129.99
i-880363;2023-05-05 22:52:40;;0.483;1099.0
i-880364;2023-05-05 22:52:40;;0.2;39.99
i-880365;2023-05-05 22:52:40;;0.98;129.99
i-880366;2023-05-06 20:05:12;;1.28;149.99
i-880367;2023-05-06 20:05:12;;0.483;1099.0
i-880368;2023-05-06 20:05:12;;1.28;149.99
i-880369;2023-05-06 20:05:12;;1.25;2200.0
i-880370;2023-05-06 20:05:12;;1.25;2200.0
i-880371;2023-05-06 20:05:12;;0.88;89.99
i-880372;2023-05-06 20:05:12;;0.483;79.99
i-880373;2023-05-06 20:05:12;;0.44;476.0
i-880374;2023-05-07 19:24:17;;0.495;129.0
i-880375;2023-05-07 19:24:17;;0.44;476.0
i-880376;2023-05-07 19:24:17;;0.188;1149.0
i-880377;2023-05-08 09:01:42;;0.98;129.99
i-880378;2023-05-08 09:01:42;;0.88;89.99
i-880379;2023-05-08 09:01:42;;0.28;449.0
i-880380;2023-05-08 09:01:42;;0.98;129.99
i-880381;2023-05-08 09:01:42;;0.483;79.99
i-880382;2023-05-08 09:01:42;;0.495;129.0
i-880383;2023-05-08 10:21:30;;1.28;149.99
i-880384;2023-05-08 10:21:30;;0.44;476.0
i-880385;2023-05-08 10:21:30;;0.28;449.0
i-880386;2023-05-08 12:01:05;;0.88;89.99
i-880387;2023-05-08 12:01:05;;0.98;129.99
i-880388;2023-05-08 12:01:05;;0.21;529.0
i-880389;2023-05-08 12:01:05;;0.78;99.99
i-880390;2023-05-08 12:01:05;;1.48;199.99
i-880391;2023-05-08 12:01:05;;0.21;529.0
i-880392;2023-05-08 13:20:16;;0.28;449.0
i-880393;2023-05-08 13:20:16;;0.166;799.0
i-880394;2023-05-08 13:20:16;;0.2;39.99
i-880395;2023-05-08 13:20:16;;0.172;699.0
i-880396;2023-05-08 14:58:38;;1.25;2200.0
i-880397;2023-05-08 17:15:21;;0.28;89.99
i-880398;2023-05-08 17:15:21;;0.483;1099.0
i-880399;2023-05-08 17:15:21;;0.483;495.0
i-880400;2023-05-08 17:15:21;;0.28;89.99
i-880401;2023-05-08 17:15:21;;0.2;39.99
i-880402;2023-05-08 17:15:21;;0.38;29.99
i-880403;2023-05-08 18:48:48;;1.28;149.99
i-880404;2023-05-08 18:48:48;;0.98;129.99
i-880405;2023-05-08 18:48:48;;0.495;129.0
i-880406;2023-05-08 18:48:48;;0.78;99.99
i-880407;2023-05-08 18:48:48;;1.48;199.99
i-880408;2023-05-08 18:48:48;;1.48;199.99
i-880409;2023-05-08 18:48:48;;1.28;149.99
i-880410;2023-05-08 22:02:35;;1.28;149.99
i-880411;2023-05-08 22:02:35;;0.483;79.99
i-880412;2023-05-08 22:02:35;;1.28;149.99
i-880413;2023-05-09 07:16:27;;0.483;1099.0
i-880414;2023-05-09 07:16:27;;0.166;799.0
i-880415;2023-05-09 07:16:27;;0.188;1149.0
i-880416;2023-05-09 07:16:27;;1.25;2200.0
i-880417;2023-05-09 07:16:27;;0.21;529.0
i-880418;2023-05-09 07:16:27;;0.188;1149.0
i-880419;2023-05-09 10:00:11;;0.21;529.0
i-880420;2023-05-09 10:00:11;;0.21;529.0
i-880421;2023-05-09 11:18:28;;1.25;2200.0
i-880422;2023-05-09 11:18:28;;1.28;149.99
i-880423;2023-05-09 12:55:01;;0.98;129.99
i-880424;2023-05-09 15:08:08;;1.25;2200.0
i-880425;2023-05-09 15:08:08;;0.38;29.99
i-880426;2023-05-09 15:08:08;;0.28;89.99
i-880427;2023-05-09 15:08:08;;0.166;799.0
i-880428;2023-05-09 15:08:08;;0.28;449.0
i-880429;2023-05-09 15:08:08;;0.21;529.0
i-880430;2023-05-09 16:34:22;;0.495;129.0
i-880431;2023-05-09 16:34:22;;1.25;2200.0
i-880432;2023-05-09 16:34:22;;1.25;2200.0
i-880433;2023-05-09 16:34:22;;0.483;79.99
i-880434;2023-05-09 16:34:22;;0.28;89.99
i-880435;2023-05-09 18:26:49;;0.98;129.99
i-880436;2023-05-09 18:26:49;;1.25;2200.0
i-880437;2023-05-09 20:56:38;;0.495;129.0
i-880438;2023-05-09 20:56:38;;0.483;1099.0
i-880439;2023-05-10 02:40:45;;1.25;2200.0
i-880440;2023-05-10 02:40:45;;0.78;99.99
i-880441;2023-05-10 02:40:45;;1.25;2200.0
i-880442;2023-05-10 02:40:45;;0.483;1099.0
i-880443;2023-05-10 02:40:45;;0.28;89.99
i-880444;2023-05-10 02:40:45;;1.37;2500.0
i-880445;2023-05-10 02:40:45;;0.44;476.0
i-880446;2023-05-10 09:56:55;;1.28;149.99
i-880447;2023-05-10 09:56:55;;0.28;449.0
i-880448;2023-05-10 09:56:55;;1.28;149.99
i-880449;2023-05-10 09:56:55;;0.78;99.99
i-880450;2023-05-10 09:56:55;;0.88;89.99
i-880451;2023-05-10 12:11:56;;1.28;149.99
i-880452;2023-05-10 12:11:56;;0.21;529.0
i-880453;2023-05-10 12:11:56;;0.78;99.99
i-880454;2023-05-10 13:41:57;;0.21;529.0
i-880455;2023-05-10 13:41:57;;0.88;89.99
i-880456;2023-05-10 13:41:57;;0.495;129.0
i-880457;2023-05-10 13:41:57;;0.44;476.0
i-880458;2023-05-10 13:41:57;;1.25;2200.0
i-880459;2023-05-10 13:41:57;;0.21;529.0
i-880460;2023-05-10 15:42:00;;0.2;39.99
i-880461;2023-05-10 17:42:06;;0.28;89.99
i-880462;2023-05-10 17:42:06;;0.483;1099.0
i-880463;2023-05-10 19:42:29;;0.483;1099.0
i-880464;2023-05-10 19:42:29;;0.483;1099.0
i-880465;2023-05-10 23:01:09;;0.44;476.0
i-880466;2023-05-10 23:01:09;;0.28;89.99
i-880467;2023-05-10 23:01:09;;0.483;79.99
i-880468;2023-05-10 23:01:09;;0.2;39.99
i-880469;2023-05-10 23:01:09;;0.21;529.0
i-880470;2023-05-11 08:49:34;;0.495;129.0
i-880471;2023-05-11 08:49:34;;0.483;79.99
i-880472;2023-05-11 08:49:34;;0.483;495.0
i-880473;2023-05-11 08:49:34;;0.28;89.99
i-880474;2023-05-11 11:02:27;;0.28;449.0
i-880475;2023-05-11 11:02:27;;0.98;129.99
i-880476;2023-05-11 11:02:27;;0.188;1149.0
i-880477;2023-05-11 11:02:27;;1.48;199.99
i-880478;2023-05-11 12:22:59;;0.88;89.99
i-880479;2023-05-11 14:04:04;;0.172;699.0
i-880480;2023-05-11 15:26:14;;0.28;449.0
i-880481;2023-05-11 15:26:14;;0.21;529.0
i-880482;2023-05-11 15:26:14;;0.2;39.99
i-880483;2023-05-11 15:26:14;;0.188;1149.0
i-880484;2023-05-11 15:26:14;;0.483;495.0
i-880485;2023-05-11 15:26:14;;0.38;29.99
i-880486;2023-05-11 15:26:14;;1.48;199.99
i-880487;2023-05-11 15:26:14;;0.88;89.99
i-880488;2023-05-11 15:26:14;;0.38;29.99
i-880489;2023-05-11 17:10:33;;0.78;99.99
i-880490;2023-05-11 17:10:33;;0.2;39.99
i-880491;2023-05-11 17:10:33;;0.88;89.99
i-880492;2023-05-11 18:39:12;;0.483;79.99
i-880493;2023-05-11 18:39:12;;0.188;1149.0
i-880494;2023-05-11 21:33:47;;0.483;79.99
i-880495;2023-05-11 21:33:47;;0.28;89.99
i-880496;2023-05-11 21:33:47;;0.28;449.0
i-880497;2023-05-11 21:33:47;;1.28;149.99
i-880498;2023-05-11 21:33:47;;0.483;495.0
i-880499;2023-05-12 05:23:39;;0.483;1099.0
i-880500;2023-05-12 05:23:39;;0.483;495.0
i-880501;2023-05-12 05:23:39;;1.25;2200.0
i-880502;2023-05-12 05:23:39;;0.98;129.99
i-880503;2023-05-12 05:23:39;;0.88;89.99
i-880504;2023-05-12 05:23:39;;0.38;29.99
i-880505;2023-05-12 05:23:39;;1.25;2200.0
i-880506;2023-05-12 09:56:06;;1.25;2200.0
i-880507;2023-05-12 09:56:06;;0.172;699.0
i-880508;2023-05-12 09:56:06;;0.2;39.99
i-880509;2023-05-12 12:10:18;;0.188;1149.0
i-880510;2023-05-12 12:10:18;;0.166;799.0
i-880511;2023-05-12 12:10:18;;0.88;89.99
i-880512;2023-05-12 12:10:18;;0.483;495.0
i-880513;2023-05-12 12:10:18;;0.483;495.0
