ocel_id;ocel_type
hu281;Handling Unit
cr53;Container
hu289;Handling Unit
hu287;Handling Unit
hu288;Handling Unit
co15;Customer Order
hu291;Handling Unit
cr50;Container
hu292;Handling Unit
hu295;Handling Unit
hu293;Handling Unit
hu290;Handling Unit
hu294;Handling Unit
cr49;Container
hu296;Handling Unit
hu298;Handling Unit
hu297;Handling Unit
hu301;Handling Unit
hu299;Handling Unit
td14;Transport Document
hu300;Handling Unit
hu304;Handling Unit
cr56;Container
hu302;Handling Unit
hu303;Handling Unit
hu305;Handling Unit
hu306;Handling Unit
hu307;Handling Unit
td15;Transport Document
cr60;Container
hu310;Handling Unit
hu308;Handling Unit
hu313;Handling Unit
hu309;Handling Unit
hu311;Handling Unit
hu312;Handling Unit
hu317;Handling Unit
cr66;Container
hu316;Handling Unit
hu318;Handling Unit
hu315;Handling Unit
hu314;Handling Unit
hu324;Handling Unit
cr65;Container
co16;Customer Order
hu322;Handling Unit
hu323;Handling Unit
hu320;Handling Unit
hu319;Handling Unit
hu321;Handling Unit
cr62;Container
hu330;Handling Unit
hu327;Handling Unit
hu325;Handling Unit
hu326;Handling Unit
hu329;Handling Unit
hu328;Handling Unit
co17;Customer Order
hu333;Handling Unit
cr59;Container
hu336;Handling Unit
hu335;Handling Unit
hu332;Handling Unit
hu334;Handling Unit
hu331;Handling Unit
td16;Transport Document
cr64;Container
hu342;Handling Unit
hu340;Handling Unit
hu341;Handling Unit
hu339;Handling Unit
hu338;Handling Unit
hu337;Handling Unit
hu346;Handling Unit
cr69;Container
hu344;Handling Unit
hu343;Handling Unit
hu348;Handling Unit
hu345;Handling Unit
hu347;Handling Unit
td17;Transport Document
cr58;Container
hu351;Handling Unit
hu349;Handling Unit
hu353;Handling Unit
hu350;Handling Unit
hu354;Handling Unit
hu352;Handling Unit
vh2;Vehicle
hu356;Handling Unit
cr70;Container
hu355;Handling Unit
hu358;Handling Unit
hu360;Handling Unit
hu359;Handling Unit
hu357;Handling Unit
co18;Customer Order
cr63;Container
hu363;Handling Unit
hu364;Handling Unit
hu361;Handling Unit
hu366;Handling Unit
hu362;Handling Unit
hu365;Handling Unit
hu367;Handling Unit
cr72;Container
hu368;Handling Unit
hu369;Handling Unit
hu371;Handling Unit
cr68;Container
hu373;Handling Unit
hu370;Handling Unit
hu374;Handling Unit
hu375;Handling Unit
hu372;Handling Unit
td18;Transport Document
cr67;Container
hu377;Handling Unit
hu378;Handling Unit
hu376;Handling Unit
hu380;Handling Unit
hu381;Handling Unit
hu379;Handling Unit
cr61;Container
hu384;Handling Unit
hu386;Handling Unit
hu382;Handling Unit
hu385;Handling Unit
hu383;Handling Unit
cr74;Container
hu389;Handling Unit
hu392;Handling Unit
hu388;Handling Unit
hu387;Handling Unit
hu391;Handling Unit
hu390;Handling Unit
cr57;Container
hu395;Handling Unit
hu393;Handling Unit
hu394;Handling Unit
hu400;Handling Unit
cr73;Container
hu396;Handling Unit
hu398;Handling Unit
hu401;Handling Unit
hu397;Handling Unit
hu399;Handling Unit
cr76;Container
hu405;Handling Unit
hu404;Handling Unit
hu402;Handling Unit
hu403;Handling Unit
hu406;Handling Unit
hu407;Handling Unit
hu409;Handling Unit
cr75;Container
hu412;Handling Unit
hu408;Handling Unit
hu411;Handling Unit
hu410;Handling Unit
hu413;Handling Unit
hu416;Handling Unit
cr71;Container
hu418;Handling Unit
hu415;Handling Unit
hu419;Handling Unit
hu417;Handling Unit
hu414;Handling Unit
co19;Customer Order
co20;Customer Order
td19;Transport Document
cr77;Container
hu420;Handling Unit
hu423;Handling Unit
hu422;Handling Unit
hu425;Handling Unit
hu424;Handling Unit
hu421;Handling Unit
td20;Transport Document
hu430;Handling Unit
cr78;Container
hu427;Handling Unit
hu431;Handling Unit
hu428;Handling Unit
hu426;Handling Unit
hu429;Handling Unit
cr79;Container
hu433;Handling Unit
hu432;Handling Unit
hu435;Handling Unit
hu434;Handling Unit
hu440;Handling Unit
cr83;Container
hu436;Handling Unit
hu439;Handling Unit
vh3;Vehicle
hu438;Handling Unit
co21;Customer Order
hu437;Handling Unit
hu441;Handling Unit
cr82;Container
hu442;Handling Unit
hu446;Handling Unit
hu445;Handling Unit
hu443;Handling Unit
hu444;Handling Unit
cr80;Container
hu449;Handling Unit
co22;Customer Order
hu448;Handling Unit
hu450;Handling Unit
hu447;Handling Unit
hu452;Handling Unit
hu451;Handling Unit
cr81;Container
hu457;Handling Unit
hu453;Handling Unit
hu456;Handling Unit
hu454;Handling Unit
hu455;Handling Unit
hu458;Handling Unit
td21;Transport Document
hu462;Handling Unit
cr85;Container
hu464;Handling Unit
td22;Transport Document
hu459;Handling Unit
hu463;Handling Unit
hu460;Handling Unit
hu461;Handling Unit
hu467;Handling Unit
cr86;Container
hu468;Handling Unit
hu466;Handling Unit
hu469;Handling Unit
hu465;Handling Unit
hu471;Handling Unit
cr84;Container
hu475;Handling Unit
hu474;Handling Unit
hu473;Handling Unit
hu470;Handling Unit
hu472;Handling Unit
co23;Customer Order
hu478;Handling Unit
cr89;Container
hu481;Handling Unit
hu480;Handling Unit
hu479;Handling Unit
hu476;Handling Unit
hu477;Handling Unit
co24;Customer Order
cr87;Container
hu487;Handling Unit
hu486;Handling Unit
hu484;Handling Unit
hu483;Handling Unit
hu482;Handling Unit
hu485;Handling Unit
cr90;Container
hu491;Handling Unit
hu490;Handling Unit
hu489;Handling Unit
hu488;Handling Unit
td23;Transport Document
hu492;Handling Unit
cr88;Container
hu497;Handling Unit
hu494;Handling Unit
hu493;Handling Unit
hu496;Handling Unit
hu495;Handling Unit
hu500;Handling Unit
cr93;Container
td24;Transport Document
hu499;Handling Unit
hu501;Handling Unit
hu503;Handling Unit
hu502;Handling Unit
hu498;Handling Unit
hu506;Handling Unit
cr94;Container
hu507;Handling Unit
hu508;Handling Unit
hu505;Handling Unit
hu504;Handling Unit
co25;Customer Order
hu510;Handling Unit
cr92;Container
hu509;Handling Unit
hu512;Handling Unit
hu513;Handling Unit
hu514;Handling Unit
hu511;Handling Unit
hu516;Handling Unit
cr98;Container
hu515;Handling Unit
hu518;Handling Unit
hu517;Handling Unit
co26;Customer Order
cr97;Container
hu522;Handling Unit
hu519;Handling Unit
hu524;Handling Unit
hu523;Handling Unit
hu521;Handling Unit
hu520;Handling Unit
hu526;Handling Unit
cr96;Container
td25;Transport Document
hu525;Handling Unit
hu527;Handling Unit
hu529;Handling Unit
hu528;Handling Unit
hu530;Handling Unit
cr95;Container
hu533;Handling Unit
hu531;Handling Unit
td26;Transport Document
hu532;Handling Unit
hu536;Handling Unit
hu534;Handling Unit
hu535;Handling Unit
cr101;Container
hu542;Handling Unit
hu541;Handling Unit
hu539;Handling Unit
hu537;Handling Unit
hu538;Handling Unit
hu540;Handling Unit
vh4;Vehicle
hu543;Handling Unit
cr102;Container
co27;Customer Order
hu546;Handling Unit
cr100;Container
hu544;Handling Unit
hu545;Handling Unit
hu547;Handling Unit
cr91;Container
hu553;Handling Unit
hu550;Handling Unit
hu548;Handling Unit
hu552;Handling Unit
hu551;Handling Unit
hu549;Handling Unit
hu557;Handling Unit
cr99;Container
hu559;Handling Unit
hu555;Handling Unit
hu556;Handling Unit
hu554;Handling Unit
td27;Transport Document
hu558;Handling Unit
cr104;Container
hu560;Handling Unit
hu562;Handling Unit
hu561;Handling Unit
cr103;Container
hu568;Handling Unit
hu565;Handling Unit
hu563;Handling Unit
hu566;Handling Unit
hu564;Handling Unit
hu567;Handling Unit
co28;Customer Order
co29;Customer Order
td28;Transport Document
cr107;Container
hu571;Handling Unit
hu569;Handling Unit
hu574;Handling Unit
hu570;Handling Unit
hu572;Handling Unit
td29;Transport Document
hu573;Handling Unit
hu579;Handling Unit
cr105;Container
hu580;Handling Unit
hu575;Handling Unit
hu577;Handling Unit
hu578;Handling Unit
hu576;Handling Unit
cr110;Container
hu581;Handling Unit
co30;Customer Order
hu586;Handling Unit
hu582;Handling Unit
hu584;Handling Unit
hu585;Handling Unit
hu583;Handling Unit
vh5;Vehicle
hu590;Handling Unit
cr106;Container
hu588;Handling Unit
hu591;Handling Unit
hu587;Handling Unit
hu589;Handling Unit
hu592;Handling Unit
co31;Customer Order
cr109;Container
hu595;Handling Unit
hu593;Handling Unit
hu598;Handling Unit
hu596;Handling Unit
hu597;Handling Unit
hu594;Handling Unit
td30;Transport Document
cr108;Container
hu601;Handling Unit
hu599;Handling Unit
hu600;Handling Unit
cr114;Container
hu602;Handling Unit
hu607;Handling Unit
cr112;Container
td31;Transport Document
hu604;Handling Unit
hu605;Handling Unit
hu603;Handling Unit
hu606;Handling Unit
hu608;Handling Unit
cr111;Container
hu610;Handling Unit
hu613;Handling Unit
hu614;Handling Unit
hu611;Handling Unit
hu612;Handling Unit
hu609;Handling Unit
co32;Customer Order
cr113;Container
hu620;Handling Unit
hu618;Handling Unit
hu615;Handling Unit
hu617;Handling Unit
hu619;Handling Unit
hu616;Handling Unit
co33;Customer Order
hu626;Handling Unit
cr116;Container
hu621;Handling Unit
hu622;Handling Unit
hu623;Handling Unit
hu624;Handling Unit
hu625;Handling Unit
hu628;Handling Unit
cr119;Container
td32;Transport Document
hu632;Handling Unit
hu629;Handling Unit
hu631;Handling Unit
hu630;Handling Unit
hu627;Handling Unit
hu635;Handling Unit
cr115;Container
hu633;Handling Unit
hu634;Handling Unit
hu637;Handling Unit
hu638;Handling Unit
hu636;Handling Unit
td33;Transport Document
hu640;Handling Unit
cr123;Container
hu641;Handling Unit
hu642;Handling Unit
hu639;Handling Unit
hu643;Handling Unit
cr117;Container
hu647;Handling Unit
hu645;Handling Unit
hu648;Handling Unit
hu649;Handling Unit
hu646;Handling Unit
co34;Customer Order
hu644;Handling Unit
hu651;Handling Unit
cr122;Container
hu654;Handling Unit
hu653;Handling Unit
hu650;Handling Unit
hu655;Handling Unit
hu652;Handling Unit
hu659;Handling Unit
cr124;Container
co35;Customer Order
hu658;Handling Unit
hu657;Handling Unit
hu661;Handling Unit
hu656;Handling Unit
hu660;Handling Unit
cr127;Container
hu665;Handling Unit
hu664;Handling Unit
hu662;Handling Unit
hu666;Handling Unit
td34;Transport Document
hu663;Handling Unit
cr125;Container
hu670;Handling Unit
hu669;Handling Unit
hu671;Handling Unit
hu668;Handling Unit
hu672;Handling Unit
hu667;Handling Unit
hu673;Handling Unit
cr129;Container
td35;Transport Document
hu674;Handling Unit
hu675;Handling Unit
hu679;Handling Unit
cr128;Container
hu678;Handling Unit
hu681;Handling Unit
hu676;Handling Unit
hu680;Handling Unit
hu677;Handling Unit
hu685;Handling Unit
cr130;Container
hu682;Handling Unit
hu686;Handling Unit
co36;Customer Order
vh6;Vehicle
hu683;Handling Unit
hu684;Handling Unit
hu687;Handling Unit
hu690;Handling Unit
cr120;Container
hu693;Handling Unit
hu691;Handling Unit
hu688;Handling Unit
hu689;Handling Unit
hu692;Handling Unit
cr126;Container
hu697;Handling Unit
hu699;Handling Unit
hu696;Handling Unit
hu694;Handling Unit
co37;Customer Order
hu695;Handling Unit
hu698;Handling Unit
td36;Transport Document
cr132;Container
hu704;Handling Unit
hu702;Handling Unit
hu700;Handling Unit
hu703;Handling Unit
hu701;Handling Unit
hu707;Handling Unit
cr121;Container
hu708;Handling Unit
hu710;Handling Unit
hu706;Handling Unit
hu705;Handling Unit
hu709;Handling Unit
cr134;Container
hu714;Handling Unit
hu712;Handling Unit
td37;Transport Document
hu713;Handling Unit
hu711;Handling Unit
hu715;Handling Unit
hu716;Handling Unit
cr133;Container
hu717;Handling Unit
hu721;Handling Unit
hu720;Handling Unit
hu722;Handling Unit
hu719;Handling Unit
hu718;Handling Unit
hu723;Handling Unit
cr136;Container
hu727;Handling Unit
hu725;Handling Unit
hu724;Handling Unit
hu726;Handling Unit
hu728;Handling Unit
hu731;Handling Unit
cr138;Container
hu730;Handling Unit
hu729;Handling Unit
hu733;Handling Unit
cr135;Container
hu732;Handling Unit
hu735;Handling Unit
cr137;Container
hu739;Handling Unit
hu736;Handling Unit
hu737;Handling Unit
hu738;Handling Unit
hu734;Handling Unit
cr131;Container
hu743;Handling Unit
hu741;Handling Unit
hu740;Handling Unit
hu742;Handling Unit
hu745;Handling Unit
hu744;Handling Unit
cr118;Container
hu746;Handling Unit
hu749;Handling Unit
hu748;Handling Unit
hu751;Handling Unit
hu747;Handling Unit
hu750;Handling Unit
co38;Customer Order
co39;Customer Order
td38;Transport Document
cr139;Container
hu753;Handling Unit
hu754;Handling Unit
hu752;Handling Unit
hu755;Handling Unit
hu757;Handling Unit
hu756;Handling Unit
td39;Transport Document
cr141;Container
hu762;Handling Unit
hu759;Handling Unit
hu758;Handling Unit
hu760;Handling Unit
hu763;Handling Unit
hu761;Handling Unit
vh7;Vehicle
hu764;Handling Unit
cr142;Container
hu765;Handling Unit
hu766;Handling Unit
co40;Customer Order
hu769;Handling Unit
cr140;Container
hu771;Handling Unit
hu767;Handling Unit
hu768;Handling Unit
hu772;Handling Unit
hu770;Handling Unit
cr144;Container
hu776;Handling Unit
hu775;Handling Unit
hu773;Handling Unit
hu774;Handling Unit
co41;Customer Order
cr143;Container
hu779;Handling Unit
hu778;Handling Unit
hu777;Handling Unit
hu780;Handling Unit
hu782;Handling Unit
hu781;Handling Unit
td40;Transport Document
cr147;Container
hu784;Handling Unit
hu785;Handling Unit
hu786;Handling Unit
hu783;Handling Unit
hu789;Handling Unit
cr145;Container
hu790;Handling Unit
hu787;Handling Unit
hu792;Handling Unit
td41;Transport Document
hu788;Handling Unit
hu791;Handling Unit
cr146;Container
hu798;Handling Unit
hu797;Handling Unit
hu796;Handling Unit
hu793;Handling Unit
hu795;Handling Unit
hu794;Handling Unit
co42;Customer Order
cr149;Container
hu803;Handling Unit
hu800;Handling Unit
hu801;Handling Unit
hu804;Handling Unit
hu799;Handling Unit
hu802;Handling Unit
cr148;Container
hu806;Handling Unit
hu809;Handling Unit
hu805;Handling Unit
hu807;Handling Unit
hu810;Handling Unit
hu808;Handling Unit
cr150;Container
hu811;Handling Unit
hu816;Handling Unit
hu812;Handling Unit
td42;Transport Document
hu813;Handling Unit
hu815;Handling Unit
hu814;Handling Unit
cr151;Container
hu819;Handling Unit
hu817;Handling Unit
hu818;Handling Unit
hu820;Handling Unit
cr153;Container
hu823;Handling Unit
hu824;Handling Unit
hu822;Handling Unit
hu825;Handling Unit
hu826;Handling Unit
hu821;Handling Unit
co43;Customer Order
cr154;Container
hu828;Handling Unit
hu827;Handling Unit
cr152;Container
hu829;Handling Unit
hu833;Handling Unit
hu830;Handling Unit
hu834;Handling Unit
hu831;Handling Unit
hu832;Handling Unit
co44;Customer Order
td43;Transport Document
hu836;Handling Unit
cr155;Container
hu838;Handling Unit
hu840;Handling Unit
hu839;Handling Unit
hu837;Handling Unit
hu835;Handling Unit
cr156;Container
hu841;Handling Unit
hu846;Handling Unit
hu842;Handling Unit
hu844;Handling Unit
td44;Transport Document
hu845;Handling Unit
hu843;Handling Unit
hu847;Handling Unit
cr158;Container
hu848;Handling Unit
hu849;Handling Unit
cr162;Container
hu851;Handling Unit
hu852;Handling Unit
hu850;Handling Unit
hu857;Handling Unit
cr159;Container
hu855;Handling Unit
hu853;Handling Unit
hu858;Handling Unit
hu856;Handling Unit
hu854;Handling Unit
co45;Customer Order
hu860;Handling Unit
cr157;Container
hu862;Handling Unit
vh8;Vehicle
hu864;Handling Unit
hu863;Handling Unit
hu861;Handling Unit
hu859;Handling Unit
cr161;Container
hu866;Handling Unit
hu867;Handling Unit
hu865;Handling Unit
hu869;Handling Unit
hu870;Handling Unit
hu868;Handling Unit
cr160;Container
hu874;Handling Unit
hu871;Handling Unit
hu872;Handling Unit
hu876;Handling Unit
hu873;Handling Unit
hu875;Handling Unit
co46;Customer Order
td45;Transport Document
hu880;Handling Unit
cr164;Container
hu882;Handling Unit
hu879;Handling Unit
hu881;Handling Unit
hu878;Handling Unit
hu877;Handling Unit
cr165;Container
hu884;Handling Unit
hu888;Handling Unit
hu887;Handling Unit
hu886;Handling Unit
hu885;Handling Unit
hu883;Handling Unit
td46;Transport Document
cr163;Container
hu890;Handling Unit
hu892;Handling Unit
hu891;Handling Unit
hu894;Handling Unit
hu889;Handling Unit
hu893;Handling Unit
cr168;Container
hu897;Handling Unit
hu898;Handling Unit
hu896;Handling Unit
hu899;Handling Unit
hu895;Handling Unit
hu900;Handling Unit
hu904;Handling Unit
cr166;Container
hu902;Handling Unit
hu905;Handling Unit
hu903;Handling Unit
hu901;Handling Unit
hu906;Handling Unit
hu908;Handling Unit
cr169;Container
hu910;Handling Unit
hu907;Handling Unit
hu909;Handling Unit
cr167;Container
hu911;Handling Unit
hu912;Handling Unit
co47;Customer Order
co48;Customer Order
td47;Transport Document
hu913;Handling Unit
cr173;Container
hu915;Handling Unit
hu914;Handling Unit
cr172;Container
hu921;Handling Unit
hu920;Handling Unit
hu916;Handling Unit
hu919;Handling Unit
hu917;Handling Unit
td48;Transport Document
hu918;Handling Unit
cr171;Container
hu926;Handling Unit
hu922;Handling Unit
hu924;Handling Unit
hu927;Handling Unit
hu925;Handling Unit
hu923;Handling Unit
vh9;Vehicle
hu931;Handling Unit
cr174;Container
hu928;Handling Unit
hu929;Handling Unit
hu932;Handling Unit
hu930;Handling Unit
co49;Customer Order
hu933;Handling Unit
cr175;Container
hu936;Handling Unit
hu939;Handling Unit
hu937;Handling Unit
hu938;Handling Unit
hu935;Handling Unit
hu934;Handling Unit
hu943;Handling Unit
cr170;Container
hu941;Handling Unit
co50;Customer Order
hu940;Handling Unit
hu944;Handling Unit
hu945;Handling Unit
hu942;Handling Unit
cr176;Container
hu947;Handling Unit
hu946;Handling Unit
td49;Transport Document
hu950;Handling Unit
cr177;Container
hu951;Handling Unit
hu948;Handling Unit
hu949;Handling Unit
hu952;Handling Unit
td50;Transport Document
hu953;Handling Unit
cr179;Container
hu954;Handling Unit
hu955;Handling Unit
hu957;Handling Unit
cr184;Container
hu956;Handling Unit
hu958;Handling Unit
hu959;Handling Unit
cr183;Container
hu965;Handling Unit
hu964;Handling Unit
hu960;Handling Unit
co51;Customer Order
hu961;Handling Unit
hu963;Handling Unit
hu962;Handling Unit
cr180;Container
hu968;Handling Unit
hu970;Handling Unit
hu969;Handling Unit
hu967;Handling Unit
hu971;Handling Unit
hu966;Handling Unit
co52;Customer Order
cr181;Container
hu975;Handling Unit
hu976;Handling Unit
hu973;Handling Unit
hu977;Handling Unit
hu974;Handling Unit
hu972;Handling Unit
hu981;Handling Unit
cr182;Container
hu979;Handling Unit
hu978;Handling Unit
hu983;Handling Unit
hu982;Handling Unit
hu980;Handling Unit
td51;Transport Document
cr178;Container
hu986;Handling Unit
hu987;Handling Unit
hu984;Handling Unit
hu989;Handling Unit
hu988;Handling Unit
hu985;Handling Unit
cr187;Container
hu995;Handling Unit
hu990;Handling Unit
hu991;Handling Unit
hu992;Handling Unit
td52;Transport Document
hu994;Handling Unit
hu993;Handling Unit
hu996;Handling Unit
cr188;Container
hu998;Handling Unit
hu1001;Handling Unit
hu999;Handling Unit
hu997;Handling Unit
hu1000;Handling Unit
hu1002;Handling Unit
cr190;Container
hu1005;Handling Unit
hu1006;Handling Unit
co53;Customer Order
hu1004;Handling Unit
hu1003;Handling Unit
hu1007;Handling Unit
hu1011;Handling Unit
cr189;Container
hu1010;Handling Unit
hu1013;Handling Unit
hu1009;Handling Unit
hu1008;Handling Unit
hu1012;Handling Unit
co54;Customer Order
hu1017;Handling Unit
cr186;Container
hu1014;Handling Unit
hu1016;Handling Unit
hu1015;Handling Unit
hu1019;Handling Unit
hu1018;Handling Unit
hu1022;Handling Unit
cr185;Container
hu1025;Handling Unit
td53;Transport Document
hu1023;Handling Unit
hu1020;Handling Unit
hu1024;Handling Unit
hu1021;Handling Unit
hu1031;Handling Unit
cr191;Container
hu1029;Handling Unit
hu1027;Handling Unit
hu1030;Handling Unit
hu1028;Handling Unit
hu1026;Handling Unit
td54;Transport Document
cr195;Container
hu1033;Handling Unit
hu1032;Handling Unit
vh10;Vehicle
cr193;Container
hu1034;Handling Unit
hu1039;Handling Unit
hu1038;Handling Unit
hu1037;Handling Unit
hu1035;Handling Unit
