ocel_id;ocel_time;ocel_changed_field;Amount of Containers;Status
td89;2023-07-27 20:25:10;;5
td90;2023-07-28 02:44:55;;4
td63;2023-07-28 11:00:00;Status;;shipped
td73;2023-07-28 11:00:00;Status;;shipped
td71;2023-07-28 11:00:00;Status;;shipped
td58;2023-07-28 11:00:00;Status;;shipped
td91;2023-07-28 21:27:19;;1
td92;2023-07-29 06:27:58;;2
td86;2023-07-29 22:11:30;Status;;in transit
td92;2023-07-30 00:45:30;Status;;in transit
td84;2023-07-30 05:47:58;Status;;in transit
td85;2023-07-30 10:39:53;Status;;in transit
td91;2023-07-30 15:44:56;Status;;in transit
td87;2023-07-30 20:48:49;Status;;in transit
td89;2023-07-31 00:04:10;Status;;in transit
td90;2023-07-31 03:59:21;Status;;in transit
td93;2023-08-01 00:29:07;;5
td94;2023-08-01 05:01:43;;3
td79;2023-08-01 11:00:00;Status;;shipped
td68;2023-08-01 11:00:00;Status;;shipped
td81;2023-08-01 11:00:00;Status;;shipped
td69;2023-08-01 11:00:00;Status;;shipped
td61;2023-08-01 11:00:00;Status;;shipped
td59;2023-08-01 11:00:00;Status;;shipped
td83;2023-08-01 11:00:00;Status;;shipped
td80;2023-08-01 11:00:00;Status;;shipped
td84;2023-08-01 11:00:00;Status;;shipped
td95;2023-08-02 00:14:55;;4
td94;2023-08-02 00:44:28;Status;;in transit
td93;2023-08-02 04:09:10;Status;;in transit
td96;2023-08-02 07:24:08;;5
td97;2023-08-03 00:00:59;;5
td98;2023-08-03 06:12:57;;5
td95;2023-08-03 07:31:41;Status;;in transit
td99;2023-08-04 01:29:16;;4
td100;2023-08-04 07:10:47;;4
td77;2023-08-04 11:00:00;Status;;shipped
td70;2023-08-04 11:00:00;Status;;shipped
td88;2023-08-04 11:00:00;Status;;shipped
td101;2023-08-05 03:34:05;;4
td99;2023-08-05 20:24:43;Status;;in transit
td97;2023-08-06 01:13:06;Status;;in transit
td98;2023-08-06 07:05:24;Status;;in transit
td96;2023-08-07 01:49:55;Status;;in transit
td101;2023-08-07 10:19:34;Status;;in transit
td100;2023-08-07 13:57:58;Status;;in transit
td102;2023-08-07 23:03:01;;4
td103;2023-08-08 04:09:51;;5
td92;2023-08-08 11:00:00;Status;;shipped
td78;2023-08-08 11:00:00;Status;;shipped
td74;2023-08-08 11:00:00;Status;;shipped
td90;2023-08-08 11:00:00;Status;;shipped
td82;2023-08-08 11:00:00;Status;;shipped
td85;2023-08-08 11:00:00;Status;;shipped
td100;2023-08-08 11:00:00;Status;;shipped
td104;2023-08-08 22:40:28;;3
td105;2023-08-09 04:57:31;;3
td102;2023-08-09 11:11:16;Status;;in transit
td106;2023-08-09 22:25:50;;3
td103;2023-08-10 03:55:16;Status;;in transit
td107;2023-08-10 03:57:26;;5
td108;2023-08-11 00:47:13;;5
td109;2023-08-11 06:25:23;;3
td86;2023-08-11 11:00:00;Status;;shipped
td76;2023-08-11 11:00:00;Status;;shipped
td104;2023-08-11 11:43:33;Status;;in transit
td110;2023-08-12 01:36:11;;3
td106;2023-08-12 03:18:41;Status;;in transit
td107;2023-08-13 16:51:02;Status;;in transit
td109;2023-08-13 20:37:22;Status;;in transit
td105;2023-08-14 02:08:50;Status;;in transit
td110;2023-08-14 11:37:23;Status;;in transit
td108;2023-08-14 15:59:33;Status;;in transit
td111;2023-08-14 22:30:52;;5
td112;2023-08-15 04:05:15;;4
td94;2023-08-15 11:00:00;Status;;shipped
td91;2023-08-15 11:00:00;Status;;shipped
td95;2023-08-15 11:00:00;Status;;shipped
td87;2023-08-15 11:00:00;Status;;shipped
td96;2023-08-15 11:00:00;Status;;shipped
td113;2023-08-15 23:41:15;;5
td114;2023-08-16 04:44:10;;2
td115;2023-08-16 23:37:06;;5
td116;2023-08-17 05:20:16;;4
td111;2023-08-17 07:00:45;Status;;in transit
td117;2023-08-17 23:11:20;;2
td118;2023-08-18 05:54:47;;2
td89;2023-08-18 11:00:00;Status;;shipped
td93;2023-08-18 11:00:00;Status;;shipped
td98;2023-08-18 11:00:00;Status;;shipped
td102;2023-08-18 11:00:00;Status;;shipped
td105;2023-08-18 11:00:00;Status;;shipped
td112;2023-08-18 20:53:12;Status;;in transit
td116;2023-08-19 01:06:11;Status;;in transit
td119;2023-08-19 01:56:00;;2
td114;2023-08-19 06:07:35;Status;;in transit
td113;2023-08-19 20:14:11;Status;;in transit
td115;2023-08-19 23:01:04;Status;;in transit
td117;2023-08-20 09:03:26;Status;;in transit
td119;2023-08-20 14:05:45;Status;;in transit
td118;2023-08-20 23:30:26;Status;;in transit
td120;2023-08-21 20:13:34;;5
td121;2023-08-22 02:50:33;;3
td109;2023-08-22 11:00:00;Status;;shipped
td97;2023-08-22 11:00:00;Status;;shipped
td104;2023-08-22 11:00:00;Status;;shipped
td122;2023-08-22 22:08:57;;5
td121;2023-08-23 00:30:36;Status;;in transit
td123;2023-08-23 02:29:47;;3
td124;2023-08-23 22:04:17;;3
td123;2023-08-24 01:42:07;Status;;in transit
td125;2023-08-24 02:42:17;;5
td126;2023-08-24 21:13:11;;3
td127;2023-08-25 03:23:52;;3
td111;2023-08-25 11:00:00;Status;;shipped
td112;2023-08-25 11:00:00;Status;;shipped
td99;2023-08-25 11:00:00;Status;;shipped
td107;2023-08-25 11:00:00;Status;;shipped
td101;2023-08-25 11:00:00;Status;;shipped
td115;2023-08-25 11:00:00;Status;;shipped
td106;2023-08-25 11:00:00;Status;;shipped
td121;2023-08-25 11:00:00;Status;;shipped
td128;2023-08-25 20:41:47;;1
td124;2023-08-26 06:04:15;Status;;in transit
td129;2023-08-26 06:22:10;;4
td127;2023-08-26 10:05:59;Status;;in transit
td125;2023-08-26 20:55:14;Status;;in transit
td128;2023-08-27 01:24:51;Status;;in transit
td120;2023-08-27 05:45:26;Status;;in transit
td122;2023-08-27 14:32:59;Status;;in transit
td129;2023-08-27 18:56:16;Status;;in transit
td126;2023-08-27 21:27:56;Status;;in transit
td130;2023-08-29 01:05:40;;5
td131;2023-08-29 07:15:18;;1
td118;2023-08-29 11:00:00;Status;;shipped
td108;2023-08-29 11:00:00;Status;;shipped
td110;2023-08-29 11:00:00;Status;;shipped
td120;2023-08-29 11:00:00;Status;;shipped
td130;2023-08-29 22:50:33;Status;;in transit
td132;2023-08-30 00:39:03;;2
td131;2023-08-30 02:36:32;Status;;in transit
td133;2023-08-30 05:26:17;;5
td132;2023-08-30 10:47:27;Status;;in transit
td134;2023-08-31 00:55:39;;2
td135;2023-08-31 04:39:38;;4
td133;2023-08-31 07:11:48;Status;;in transit
td134;2023-09-01 00:15:00;Status;;in transit
td136;2023-09-01 01:04:31;;5
td135;2023-09-01 04:11:03;Status;;in transit
td137;2023-09-01 05:05:16;;2
td117;2023-09-01 11:00:00;Status;;shipped
td103;2023-09-01 11:00:00;Status;;shipped
td114;2023-09-01 11:00:00;Status;;shipped
td138;2023-09-02 02:31:52;;2
td137;2023-09-02 06:36:32;Status;;in transit
td136;2023-09-02 08:55:39;Status;;in transit
td138;2023-09-02 17:37:46;Status;;in transit
td139;2023-09-04 22:05:32;;4
td140;2023-09-05 05:28:19;;4
td126;2023-09-05 11:00:00;Status;;shipped
td116;2023-09-05 11:00:00;Status;;shipped
td141;2023-09-05 22:31:34;;3
td142;2023-09-06 03:19:16;;4
td143;2023-09-06 21:57:52;;2
td139;2023-09-07 04:52:26;Status;;in transit
td144;2023-09-07 05:03:09;;5
td141;2023-09-07 15:25:05;Status;;in transit
td143;2023-09-07 19:00:18;Status;;in transit
td145;2023-09-07 23:21:34;;2
td146;2023-09-08 05:08:21;;3
td139;2023-09-08 11:00:00;Status;;shipped
td123;2023-09-08 11:00:00;Status;;shipped
td131;2023-09-08 11:00:00;Status;;shipped
td127;2023-09-08 11:00:00;Status;;shipped
td142;2023-09-08 18:28:16;Status;;in transit
td140;2023-09-08 23:14:58;Status;;in transit
td147;2023-09-09 01:34:41;;4
td144;2023-09-09 18:14:35;Status;;in transit
td145;2023-09-10 03:26:52;Status;;in transit
td147;2023-09-10 11:37:21;Status;;in transit
td146;2023-09-10 16:46:07;Status;;in transit
td148;2023-09-11 21:13:01;;5
td149;2023-09-12 03:18:44;;4
td134;2023-09-12 11:00:00;Status;;shipped
td124;2023-09-12 11:00:00;Status;;shipped
td122;2023-09-12 11:00:00;Status;;shipped
td125;2023-09-12 11:00:00;Status;;shipped
td113;2023-09-12 11:00:00;Status;;shipped
td150;2023-09-12 21:46:27;;4
td151;2023-09-13 04:49:05;;2
td151;2023-09-13 18:15:39;Status;;in transit
td148;2023-09-13 22:02:23;Status;;in transit
td152;2023-09-13 22:04:51;;2
td149;2023-09-14 01:25:25;Status;;in transit
td153;2023-09-14 04:33:37;;2
td152;2023-09-14 09:57:02;Status;;in transit
td150;2023-09-14 16:58:49;Status;;in transit
td153;2023-09-14 19:51:02;Status;;in transit
td154;2023-09-14 23:01:31;;5
td155;2023-09-15 03:52:03;;2
td128;2023-09-15 11:00:00;Status;;shipped
td149;2023-09-15 11:00:00;Status;;shipped
td129;2023-09-15 11:00:00;Status;;shipped
td147;2023-09-15 11:00:00;Status;;shipped
td140;2023-09-15 11:00:00;Status;;shipped
td143;2023-09-15 11:00:00;Status;;shipped
td119;2023-09-15 11:00:00;Status;;shipped
td133;2023-09-15 11:00:00;Status;;shipped
td135;2023-09-15 11:00:00;Status;;shipped
td130;2023-09-15 11:00:00;Status;;shipped
td155;2023-09-15 13:44:10;Status;;in transit
td154;2023-09-15 22:03:12;Status;;in transit
td156;2023-09-16 01:02:23;;2
td156;2023-09-16 10:36:16;Status;;in transit
td157;2023-09-18 21:35:57;;4
td158;2023-09-19 01:42:51;;2
td132;2023-09-19 11:00:00;Status;;shipped
td157;2023-09-19 18:45:57;Status;;in transit
td159;2023-09-19 22:00:17;;5
td158;2023-09-19 22:14:17;Status;;in transit
td160;2023-09-20 01:33:47;;2
td161;2023-09-20 21:31:37;;4
td159;2023-09-20 23:08:43;Status;;in transit
td162;2023-09-21 02:35:45;;4
td160;2023-09-21 03:22:46;Status;;in transit
td163;2023-09-21 21:05:31;;2
td162;2023-09-22 02:14:39;Status;;in transit
td164;2023-09-22 03:50:15;;5
td138;2023-09-22 11:00:00;Status;;shipped
td146;2023-09-22 11:00:00;Status;;shipped
td144;2023-09-22 11:00:00;Status;;shipped
td142;2023-09-22 11:00:00;Status;;shipped
td163;2023-09-22 20:06:48;Status;;in transit
td165;2023-09-22 22:46:04;;3
td161;2023-09-23 05:00:06;Status;;in transit
td164;2023-09-23 14:10:06;Status;;in transit
td165;2023-09-24 02:24:18;Status;;in transit
td166;2023-09-25 19:06:48;;4
td167;2023-09-26 00:51:32;;5
td136;2023-09-26 11:00:00;Status;;shipped
td156;2023-09-26 11:00:00;Status;;shipped
td155;2023-09-26 11:00:00;Status;;shipped
td157;2023-09-26 11:00:00;Status;;shipped
td137;2023-09-26 11:00:00;Status;;shipped
td145;2023-09-26 11:00:00;Status;;shipped
td150;2023-09-26 11:00:00;Status;;shipped
td168;2023-09-26 20:07:40;;1
td166;2023-09-26 20:46:38;Status;;in transit
td169;2023-09-27 02:53:33;;3
td168;2023-09-27 08:35:21;Status;;in transit
td170;2023-09-27 19:22:35;;2
td167;2023-09-27 19:52:15;Status;;in transit
td169;2023-09-27 21:47:31;Status;;in transit
td171;2023-09-28 02:12:57;;4
td170;2023-09-28 04:42:24;Status;;in transit
td172;2023-09-28 20:38:52;;3
td171;2023-09-28 21:00:27;Status;;in transit
td173;2023-09-29 02:48:25;;4
td141;2023-09-29 11:00:00;Status;;shipped
td148;2023-09-29 11:00:00;Status;;shipped
td163;2023-09-29 11:00:00;Status;;shipped
td174;2023-09-29 20:40:08;;5
td173;2023-09-30 00:46:39;Status;;in transit
td175;2023-09-30 04:34:21;;2
td172;2023-09-30 19:41:48;Status;;in transit
td175;2023-10-01 09:33:23;Status;;in transit
td174;2023-10-01 14:24:05;Status;;in transit
td176;2023-10-03 00:46:42;;4
td177;2023-10-03 05:13:03;;2
td152;2023-10-03 11:00:00;Status;;shipped
td153;2023-10-03 11:00:00;Status;;shipped
td162;2023-10-03 11:00:00;Status;;shipped
td154;2023-10-03 11:00:00;Status;;shipped
td178;2023-10-03 23:33:44;;4
td177;2023-10-04 00:18:10;Status;;in transit
td176;2023-10-04 05:05:19;Status;;in transit
td179;2023-10-04 06:06:15;;3
td180;2023-10-05 00:35:49;;3
td181;2023-10-05 05:34:29;;3
td179;2023-10-05 06:27:21;Status;;in transit
td182;2023-10-05 23:48:50;;4
td178;2023-10-06 03:41:58;Status;;in transit
td183;2023-10-06 06:33:22;;5
td151;2023-10-06 11:00:00;Status;;shipped
td180;2023-10-06 14:49:25;Status;;in transit
td181;2023-10-06 20:33:59;Status;;in transit
td184;2023-10-07 02:04:19;;3
td183;2023-10-08 07:33:05;Status;;in transit
td182;2023-10-09 00:13:45;Status;;in transit
td184;2023-10-09 09:06:43;Status;;in transit
td185;2023-10-09 23:21:53;;5
td186;2023-10-10 03:59:19;;1
td170;2023-10-10 11:00:00;Status;;shipped
td177;2023-10-10 11:00:00;Status;;shipped
td169;2023-10-10 11:00:00;Status;;shipped
td173;2023-10-10 11:00:00;Status;;shipped
td165;2023-10-10 11:00:00;Status;;shipped
td179;2023-10-10 11:00:00;Status;;shipped
td159;2023-10-10 11:00:00;Status;;shipped
td167;2023-10-10 11:00:00;Status;;shipped
td161;2023-10-10 11:00:00;Status;;shipped
td185;2023-10-10 22:43:25;Status;;in transit
td187;2023-10-10 23:17:44;;5
td186;2023-10-11 02:49:56;Status;;in transit
td188;2023-10-11 04:32:17;;4
td189;2023-10-12 00:08:19;;4
td190;2023-10-12 04:56:14;;4
td191;2023-10-12 23:32:27;;2
td192;2023-10-13 05:47:04;;4
td190;2023-10-13 06:48:02;Status;;in transit
td178;2023-10-13 11:00:00;Status;;shipped
td160;2023-10-13 11:00:00;Status;;shipped
td168;2023-10-13 11:00:00;Status;;shipped
td181;2023-10-13 11:00:00;Status;;shipped
td158;2023-10-13 11:00:00;Status;;shipped
td164;2023-10-13 11:00:00;Status;;shipped
td188;2023-10-13 23:04:43;Status;;in transit
td193;2023-10-14 00:25:39;;2
td191;2023-10-14 08:51:46;Status;;in transit
td187;2023-10-14 13:59:57;Status;;in transit
td192;2023-10-14 23:52:20;Status;;in transit
td189;2023-10-15 06:59:43;Status;;in transit
td193;2023-10-15 16:19:43;Status;;in transit
td194;2023-10-16 21:46:43;;3
td195;2023-10-17 04:20:59;;4
td194;2023-10-17 10:07:37;Status;;in transit
td189;2023-10-17 11:00:00;Status;;shipped
td175;2023-10-17 11:00:00;Status;;shipped
td176;2023-10-17 11:00:00;Status;;shipped
td171;2023-10-17 11:00:00;Status;;shipped
td184;2023-10-17 11:00:00;Status;;shipped
td185;2023-10-17 11:00:00;Status;;shipped
td174;2023-10-17 11:00:00;Status;;shipped
td196;2023-10-17 22:19:43;;4
td195;2023-10-17 23:02:33;Status;;in transit
td197;2023-10-18 02:40:55;;4
td198;2023-10-18 21:57:02;;1
td196;2023-10-19 00:05:29;Status;;in transit
td198;2023-10-19 04:56:23;Status;;in transit
td199;2023-10-19 05:09:14;;1
td197;2023-10-19 07:57:43;Status;;in transit
td199;2023-10-19 11:45:56;Status;;in transit
td200;2023-10-19 23:30:18;;5
td201;2023-10-20 05:25:38;;5
td191;2023-10-20 11:00:00;Status;;shipped
td187;2023-10-20 11:00:00;Status;;shipped
td166;2023-10-20 11:00:00;Status;;shipped
td183;2023-10-20 11:00:00;Status;;shipped
td200;2023-10-20 23:09:10;Status;;in transit
td202;2023-10-21 01:51:54;;4
td201;2023-10-21 21:22:22;Status;;in transit
td202;2023-10-22 05:40:06;Status;;in transit
td203;2023-10-23 22:13:36;;3
td204;2023-10-24 03:32:11;;5
td201;2023-10-24 11:00:00;Status;;shipped
td172;2023-10-24 11:00:00;Status;;shipped
td182;2023-10-24 11:00:00;Status;;shipped
td203;2023-10-24 16:46:45;Status;;in transit
td205;2023-10-24 21:24:45;;5
td206;2023-10-25 02:43:46;;3
td204;2023-10-25 03:44:14;Status;;in transit
td207;2023-10-25 19:59:51;;4
td208;2023-10-26 04:03:23;;4
td205;2023-10-26 17:21:22;Status;;in transit
td209;2023-10-26 21:08:46;;5
td208;2023-10-27 03:07:30;Status;;in transit
td210;2023-10-27 03:42:11;;5
td186;2023-10-27 11:00:00;Status;;shipped
td188;2023-10-27 11:00:00;Status;;shipped
td180;2023-10-27 11:00:00;Status;;shipped
td192;2023-10-27 11:00:00;Status;;shipped
td193;2023-10-27 11:00:00;Status;;shipped
td207;2023-10-27 20:59:50;Status;;in transit
td211;2023-10-28 00:15:22;;2
td206;2023-10-28 20:06:40;Status;;in transit
td211;2023-10-29 14:03:33;Status;;in transit
td209;2023-10-29 23:04:50;Status;;in transit
td210;2023-10-30 03:12:49;Status;;in transit
td212;2023-10-30 19:15:14;;2
td213;2023-10-31 02:31:44;;2
td212;2023-10-31 05:37:11;Status;;in transit
td214;2023-10-31 07:37:23;;3
td198;2023-10-31 11:00:00;Status;;shipped
td190;2023-10-31 11:00:00;Status;;shipped
td206;2023-10-31 11:00:00;Status;;shipped
td197;2023-10-31 11:00:00;Status;;shipped
td200;2023-10-31 11:00:00;Status;;shipped
td213;2023-10-31 13:28:32;Status;;in transit
