0,1,2,3
reorder_i-880039,ReorderItem,2023-04-08 22:48:07,13
confirm_o-990013,ConfirmOrder,2023-04-09 03:48:12,13
reorder_i-880043,ReorderItem,2023-04-09 08:18:52,13
pick_i-880039,PickItem,2023-04-09 08:21:31,13
pick_i-880043,PickItem,2023-04-09 15:29:28,13
create_p-660004,CreatePackage,2023-04-11 06:39:43,13
reminder_o-990013_8,PaymentReminder,2023-04-11 07:54:24,13
send_p-660004,SendPackage,2023-04-11 11:26:42,13
deliver_p-660004,PackageDelivered,2023-04-12 20:26:44,13
pay_o-990013,PayOrder,2023-04-13 02:33:44,13
place_o-990014,PlaceOrder,2023-04-07 18:41:21,14
pick_i-880050,PickItem,2023-04-07 20:41:43,14
pick_i-880047,PickItem,2023-04-07 20:43:53,14
pick_i-880048,PickItem,2023-04-08 01:02:06,14
pick_i-880046,PickItem,2023-04-08 01:15:03,14
pick_i-880049,PickItem,2023-04-08 02:00:30,14
confirm_o-990014,ConfirmOrder,2023-04-09 05:17:06,14
pay_o-990014,PayOrder,2023-04-10 22:39:06,14
create_p-660008,CreatePackage,2023-04-13 15:49:25,14
send_p-660008,SendPackage,2023-04-13 21:15:04,14
deliver_p-660008,PackageDelivered,2023-04-15 04:17:23,14
place_o-990015,PlaceOrder,2023-04-09 14:15:59,15
pick_i-880051,PickItem,2023-04-09 18:34:25,15
pick_i-880052,PickItem,2023-04-09 18:50:51,15
pick_i-880054,PickItem,2023-04-09 20:16:05,15
out_of_stock_i-880053,ItemOutOfStock,2023-04-10 11:59:59,15
reorder_i-880053,ReorderItem,2023-04-10 23:47:27,15
confirm_o-990015,ConfirmOrder,2023-04-11 03:41:35,15
pick_i-880053,PickItem,2023-04-11 06:39:43,15
pay_o-990015,PayOrder,2023-04-12 05:21:29,15
create_p-660011,CreatePackage,2023-04-17 07:33:24,15
send_p-660011,SendPackage,2023-04-17 12:55:30,15
fail_p-660011_3,FailedDelivery,2023-04-19 08:21:08,15
deliver_p-660011,PackageDelivered,2023-04-21 02:24:41,15
place_o-990016,PlaceOrder,2023-04-10 11:37:17,16
pick_i-880056,PickItem,2023-04-10 15:39:35,16
pick_i-880055,PickItem,2023-04-10 15:58:47,16
confirm_o-990016,ConfirmOrder,2023-04-12 00:23:42,16
pay_o-990016,PayOrder,2023-04-14 02:55:58,16
create_p-660012,CreatePackage,2023-04-18 01:00:00,16
send_p-660012,SendPackage,2023-04-18 06:18:16,16
deliver_p-660012,PackageDelivered,2023-04-19 15:56:27,16
place_o-990017,PlaceOrder,2023-04-10 16:34:53,17
create_p-660002,CreatePackage,2023-04-10 20:58:57,17
pick_i-880057,PickItem,2023-04-10 20:58:57,17
pick_i-880058,PickItem,2023-04-10 21:03:03,17
pick_i-880059,PickItem,2023-04-10 21:22:33,17
send_p-660002,SendPackage,2023-04-11 01:37:15,17
confirm_o-990017,ConfirmOrder,2023-04-12 04:59:03,17
fail_p-660002_1,FailedDelivery,2023-04-12 21:59:43,17
pay_o-990017,PayOrder,2023-04-13 23:18:21,17
deliver_p-660002,PackageDelivered,2023-04-14 18:32:54,17
create_p-660013,CreatePackage,2023-04-18 20:19:24,17
send_p-660013,SendPackage,2023-04-19 01:28:26,17
deliver_p-660013,PackageDelivered,2023-04-20 10:01:27,17
place_o-990018,PlaceOrder,2023-04-10 23:25:17,18
pick_i-880062,PickItem,2023-04-11 01:34:03,18
pick_i-880061,PickItem,2023-04-11 03:28:25,18
out_of_stock_i-880060,ItemOutOfStock,2023-04-11 14:23:37,18
reorder_i-880060,ReorderItem,2023-04-11 20:28:07,18
pick_i-880060,PickItem,2023-04-11 23:46:20,18
confirm_o-990018,ConfirmOrder,2023-04-12 10:05:17,18
pay_o-990018,PayOrder,2023-04-13 13:45:23,18
create_p-660009,CreatePackage,2023-04-14 15:04:53,18
send_p-660009,SendPackage,2023-04-14 20:15:38,18
deliver_p-660009,PackageDelivered,2023-04-16 05:40:35,18
place_o-990019,PlaceOrder,2023-04-11 12:24:07,19
pick_i-880065,PickItem,2023-04-11 16:29:37,19
pick_i-880064,PickItem,2023-04-11 16:29:43,19
pick_i-880066,PickItem,2023-04-11 17:14:03,19
pick_i-880063,PickItem,2023-04-11 19:15:22,19
confirm_o-990019,ConfirmOrder,2023-04-12 22:29:09,19
reminder_o-990019_11,PaymentReminder,2023-04-14 19:58:33,19
reminder_o-990019_12,PaymentReminder,2023-04-15 13:57:53,19
pay_o-990019,PayOrder,2023-04-16 15:30:04,19
create_p-660014,CreatePackage,2023-04-19 11:28:38,19
send_p-660014,SendPackage,2023-04-19 16:36:53,19
deliver_p-660014,PackageDelivered,2023-04-21 00:55:19,19
place_o-990020,PlaceOrder,2023-04-11 17:08:33,20
pick_i-880067,PickItem,2023-04-11 19:26:58,20
confirm_o-990020,ConfirmOrder,2023-04-13 03:20:18,20
reminder_o-990020_9,PaymentReminder,2023-04-14 13:25:50,20
pay_o-990020,PayOrder,2023-04-16 14:21:48,20
create_p-660015,CreatePackage,2023-04-19 15:27:40,20
send_p-660015,SendPackage,2023-04-19 20:51:50,20
fail_p-660015_4,FailedDelivery,2023-04-21 17:30:25,20
deliver_p-660015,PackageDelivered,2023-04-23 13:31:57,20
place_o-990021,PlaceOrder,2023-04-12 03:57:11,21
pick_i-880069,PickItem,2023-04-12 05:57:44,21
out_of_stock_i-880068,ItemOutOfStock,2023-04-12 11:23:46,21
reorder_i-880068,ReorderItem,2023-04-12 22:51:10,21
create_p-660006,CreatePackage,2023-04-13 01:00:00,21
pick_i-880068,PickItem,2023-04-13 05:30:54,21
send_p-660006,SendPackage,2023-04-13 06:16:00,21
confirm_o-990021,ConfirmOrder,2023-04-13 14:00:21,21
pay_o-990021,PayOrder,2023-04-14 04:08:48,21
deliver_p-660006,PackageDelivered,2023-04-14 13:22:05,21
create_p-660016,CreatePackage,2023-04-19 22:37:39,21
send_p-660016,SendPackage,2023-04-20 03:10:58,21
deliver_p-660016,PackageDelivered,2023-04-21 12:04:37,21
place_o-990022,PlaceOrder,2023-04-12 13:23:13,22
pick_i-880076,PickItem,2023-04-12 15:26:33,22
pick_i-880071,PickItem,2023-04-12 15:39:43,22
pick_i-880075,PickItem,2023-04-12 15:48:10,22
pick_i-880070,PickItem,2023-04-12 18:10:41,22
out_of_stock_i-880072,ItemOutOfStock,2023-04-12 20:32:47,22
reorder_i-880072,ReorderItem,2023-04-13 01:34:22,22
out_of_stock_i-880077,ItemOutOfStock,2023-04-13 03:42:45,22
pick_i-880072,PickItem,2023-04-13 04:45:43,22
out_of_stock_i-880074,ItemOutOfStock,2023-04-13 11:01:10,22
out_of_stock_i-880073,ItemOutOfStock,2023-04-13 11:04:34,22
reorder_i-880077,ReorderItem,2023-04-13 13:48:45,22
reorder_i-880074,ReorderItem,2023-04-13 22:27:34,22
confirm_o-990022,ConfirmOrder,2023-04-13 22:42:32,22
pick_i-880077,PickItem,2023-04-13 23:21:03,22
pick_i-880074,PickItem,2023-04-14 01:43:13,22
reorder_i-880073,ReorderItem,2023-04-14 02:41:49,22
pick_i-880073,PickItem,2023-04-14 05:56:45,22
reminder_o-990022_10,PaymentReminder,2023-04-14 13:56:02,22
pay_o-990022,PayOrder,2023-04-16 10:53:28,22
create_p-660011,CreatePackage,2023-04-17 07:33:24,22
send_p-660011,SendPackage,2023-04-17 12:55:30,22
fail_p-660011_3,FailedDelivery,2023-04-19 08:21:08,22
deliver_p-660011,PackageDelivered,2023-04-21 02:24:41,22
place_o-990023,PlaceOrder,2023-04-12 18:06:45,23
pick_i-880083,PickItem,2023-04-12 20:19:32,23
pick_i-880082,PickItem,2023-04-12 20:24:23,23
pick_i-880079,PickItem,2023-04-12 22:18:37,23
pick_i-880078,PickItem,2023-04-12 22:23:11,23
pick_i-880081,PickItem,2023-04-13 00:39:09,23
out_of_stock_i-880080,ItemOutOfStock,2023-04-13 00:54:25,23
out_of_stock_i-880084,ItemOutOfStock,2023-04-13 01:36:45,23
reorder_i-880084,ReorderItem,2023-04-13 07:32:17,23
reorder_i-880080,ReorderItem,2023-04-13 12:44:15,23
pick_i-880084,PickItem,2023-04-13 14:01:41,23
create_p-660008,CreatePackage,2023-04-13 15:49:25,23
send_p-660008,SendPackage,2023-04-13 21:15:04,23
pick_i-880080,PickItem,2023-04-13 23:43:51,23
confirm_o-990023,ConfirmOrder,2023-04-14 07:01:18,23
deliver_p-660008,PackageDelivered,2023-04-15 04:17:23,23
pay_o-990023,PayOrder,2023-04-15 09:37:36,23
create_p-660020,CreatePackage,2023-04-23 01:00:00,23
send_p-660020,SendPackage,2023-04-23 05:41:56,23
fail_p-660020_6,FailedDelivery,2023-04-25 02:17:41,23
fail_p-660020_8,FailedDelivery,2023-04-26 17:15:02,23
deliver_p-660020,PackageDelivered,2023-04-28 13:58:30,23
place_o-990024,PlaceOrder,2023-04-13 09:09:49,24
pick_i-880091,PickItem,2023-04-13 11:14:18,24
pick_i-880092,PickItem,2023-04-13 11:31:12,24
pick_i-880093,PickItem,2023-04-13 13:20:57,24
pick_i-880087,PickItem,2023-04-13 13:29:05,24
pick_i-880089,PickItem,2023-04-13 13:32:53,24
pick_i-880088,PickItem,2023-04-13 15:11:04,24
pick_i-880086,PickItem,2023-04-13 15:49:25,24
out_of_stock_i-880085,ItemOutOfStock,2023-04-13 23:14:23,24
out_of_stock_i-880090,ItemOutOfStock,2023-04-13 23:17:49,24
reorder_i-880085,ReorderItem,2023-04-14 05:08:06,24
pick_i-880085,PickItem,2023-04-14 11:46:42,24
confirm_o-990024,ConfirmOrder,2023-04-14 19:49:34,24
reorder_i-880090,ReorderItem,2023-04-14 21:19:13,24
pick_i-880090,PickItem,2023-04-15 06:26:13,24
pay_o-990024,PayOrder,2023-04-16 10:08:34,24
create_p-660017,CreatePackage,2023-04-20 11:33:28,24
send_p-660017,SendPackage,2023-04-20 16:46:36,24
deliver_p-660017,PackageDelivered,2023-04-22 03:25:53,24
place_o-990025,PlaceOrder,2023-04-13 13:39:56,25
pick_i-880095,PickItem,2023-04-13 16:03:31,25
pick_i-880094,PickItem,2023-04-13 17:41:44,25
confirm_o-990025,ConfirmOrder,2023-04-14 21:28:48,25
reminder_o-990025_13,PaymentReminder,2023-04-15 15:04:28,25
pay_o-990025,PayOrder,2023-04-17 15:06:58,25
create_p-660018,CreatePackage,2023-04-21 16:09:45,25
send_p-660018,SendPackage,2023-04-21 21:07:55,25
fail_p-660018_5,FailedDelivery,2023-04-23 15:24:08,25
fail_p-660018_7,FailedDelivery,2023-04-25 11:53:10,25
deliver_p-660018,PackageDelivered,2023-04-27 08:16:16,25
place_o-990026,PlaceOrder,2023-04-13 18:40:11,26
pick_i-880100,PickItem,2023-04-13 20:50:32,26
pick_i-880097,PickItem,2023-04-13 22:59:41,26
pick_i-880096,PickItem,2023-04-13 23:03:23,26
out_of_stock_i-880098,ItemOutOfStock,2023-04-14 07:27:23,26
out_of_stock_i-880099,ItemOutOfStock,2023-04-14 07:59:51,26
reorder_i-880098,ReorderItem,2023-04-14 18:19:39,26
reorder_i-880099,ReorderItem,2023-04-14 19:57:47,26
pick_i-880098,PickItem,2023-04-15 01:09:41,26
pick_i-880099,PickItem,2023-04-15 02:39:01,26
confirm_o-990026,ConfirmOrder,2023-04-15 08:49:36,26
pay_o-990026,PayOrder,2023-04-16 14:43:06,26
create_p-660019,CreatePackage,2023-04-22 15:37:28,26
send_p-660019,SendPackage,2023-04-22 20:20:33,26
deliver_p-660019,PackageDelivered,2023-04-24 03:03:54,26
place_o-990027,PlaceOrder,2023-04-14 10:16:41,27
pick_i-880101,PickItem,2023-04-14 14:31:07,27
pick_i-880102,PickItem,2023-04-14 14:36:19,27
pick_i-880103,PickItem,2023-04-14 14:58:11,27
pick_i-880104,PickItem,2023-04-14 15:04:53,27
confirm_o-990027,ConfirmOrder,2023-04-15 18:38:23,27
pay_o-990027,PayOrder,2023-04-16 07:13:34,27
create_p-660019,CreatePackage,2023-04-22 15:37:28,27
send_p-660019,SendPackage,2023-04-22 20:20:33,27
deliver_p-660019,PackageDelivered,2023-04-24 03:03:54,27
place_o-990028,PlaceOrder,2023-04-14 14:53:41,28
pick_i-880105,PickItem,2023-04-14 19:21:05,28
confirm_o-990028,ConfirmOrder,2023-04-16 02:09:05,28
pay_o-990028,PayOrder,2023-04-18 05:47:21,28
create_p-660015,CreatePackage,2023-04-19 15:27:40,28
send_p-660015,SendPackage,2023-04-19 20:51:50,28
fail_p-660015_4,FailedDelivery,2023-04-21 17:30:25,28
deliver_p-660015,PackageDelivered,2023-04-23 13:31:57,28
place_o-990029,PlaceOrder,2023-04-14 20:21:40,29
pick_i-880106,PickItem,2023-04-15 00:23:28,29
pick_i-880109,PickItem,2023-04-15 00:41:02,29
pick_i-880108,PickItem,2023-04-15 00:48:06,29
pick_i-880107,PickItem,2023-04-15 03:12:22,29
confirm_o-990029,ConfirmOrder,2023-04-16 08:47:18,29
pay_o-990029,PayOrder,2023-04-16 21:24:29,29
create_p-660021,CreatePackage,2023-04-25 11:29:39,29
send_p-660021,SendPackage,2023-04-25 16:22:40,29
deliver_p-660021,PackageDelivered,2023-04-26 23:36:59,29
place_o-990030,PlaceOrder,2023-04-17 02:45:08,30
pick_i-880112,PickItem,2023-04-17 04:55:54,30
pick_i-880113,PickItem,2023-04-17 06:55:54,30
pick_i-880111,PickItem,2023-04-17 07:15:40,30
pick_i-880110,PickItem,2023-04-17 07:33:24,30
confirm_o-990030,ConfirmOrder,2023-04-18 13:19:36,30
pay_o-990030,PayOrder,2023-04-19 03:22:38,30
create_p-660021,CreatePackage,2023-04-25 11:29:39,30
send_p-660021,SendPackage,2023-04-25 16:22:40,30
deliver_p-660021,PackageDelivered,2023-04-26 23:36:59,30
place_o-990031,PlaceOrder,2023-04-17 13:03:58,31
pick_i-880114,PickItem,2023-04-17 15:10:21,31
pick_i-880117,PickItem,2023-04-17 15:23:44,31
pick_i-880118,PickItem,2023-04-17 17:17:18,31
pick_i-880116,PickItem,2023-04-17 17:25:36,31
pick_i-880115,PickItem,2023-04-17 17:29:14,31
confirm_o-990031,ConfirmOrder,2023-04-19 02:28:09,31
pay_o-990031,PayOrder,2023-04-19 15:21:22,31
create_p-660022,CreatePackage,2023-04-26 04:25:38,31
send_p-660022,SendPackage,2023-04-26 09:52:14,31
deliver_p-660022,PackageDelivered,2023-04-27 20:20:03,31
place_o-990032,PlaceOrder,2023-04-17 17:28:15,32
pick_i-880119,PickItem,2023-04-17 19:29:02,32
pick_i-880121,PickItem,2023-04-17 19:39:23,32
pick_i-880120,PickItem,2023-04-17 19:40:24,32
confirm_o-990032,ConfirmOrder,2023-04-19 00:47:38,32
pay_o-990032,PayOrder,2023-04-19 15:43:18,32
create_p-660016,CreatePackage,2023-04-19 22:37:39,32
send_p-660016,SendPackage,2023-04-20 03:10:58,32
deliver_p-660016,PackageDelivered,2023-04-21 12:04:37,32
place_o-990033,PlaceOrder,2023-04-18 07:33:53,33
pick_i-880122,PickItem,2023-04-18 09:34:28,33
pick_i-880123,PickItem,2023-04-18 09:58:45,33
pick_i-880124,PickItem,2023-04-18 10:00:04,33
create_p-660013,CreatePackage,2023-04-18 20:19:24,33
send_p-660013,SendPackage,2023-04-19 01:28:26,33
confirm_o-990033,ConfirmOrder,2023-04-19 15:50:32,33
pay_o-990033,PayOrder,2023-04-20 06:47:04,33
deliver_p-660013,PackageDelivered,2023-04-20 10:01:27,33
place_o-990034,PlaceOrder,2023-04-18 13:21:35,34
pick_i-880125,PickItem,2023-04-18 15:32:03,34
out_of_stock_i-880128,ItemOutOfStock,2023-04-19 02:58:13,34
out_of_stock_i-880127,ItemOutOfStock,2023-04-19 03:42:11,34
out_of_stock_i-880126,ItemOutOfStock,2023-04-19 03:54:51,34
reorder_i-880128,ReorderItem,2023-04-19 08:38:51,34
reorder_i-880126,ReorderItem,2023-04-19 09:18:03,34
reorder_i-880127,ReorderItem,2023-04-19 09:19:28,34
pick_i-880128,PickItem,2023-04-19 12:13:00,34
pick_i-880126,PickItem,2023-04-19 12:25:16,34
pick_i-880127,PickItem,2023-04-19 16:08:02,34
confirm_o-990034,ConfirmOrder,2023-04-20 00:48:00,34
pay_o-990034,PayOrder,2023-04-21 03:55:28,34
create_p-660023,CreatePackage,2023-04-26 17:52:42,34
send_p-660023,SendPackage,2023-04-26 22:55:53,34
deliver_p-660023,PackageDelivered,2023-04-28 06:07:34,34
place_o-990035,PlaceOrder,2023-04-18 18:03:28,35
pick_i-880129,PickItem,2023-04-18 20:14:06,35
pick_i-880130,PickItem,2023-04-18 20:19:24,35
pick_i-880131,PickItem,2023-04-18 22:34:08,35
confirm_o-990035,ConfirmOrder,2023-04-20 06:01:12,35
create_p-660017,CreatePackage,2023-04-20 11:33:28,35
send_p-660017,SendPackage,2023-04-20 16:46:36,35
pay_o-990035,PayOrder,2023-04-21 11:55:28,35
deliver_p-660017,PackageDelivered,2023-04-22 03:25:53,35
place_o-990036,PlaceOrder,2023-04-19 09:03:02,36
pick_i-880132,PickItem,2023-04-19 11:09:15,36
pick_i-880136,PickItem,2023-04-19 11:15:39,36
pick_i-880137,PickItem,2023-04-19 11:26:21,36
pick_i-880134,PickItem,2023-04-19 11:28:38,36
pick_i-880133,PickItem,2023-04-19 13:49:42,36
create_p-660015,CreatePackage,2023-04-19 15:27:40,36
send_p-660015,SendPackage,2023-04-19 20:51:50,36
out_of_stock_i-880135,ItemOutOfStock,2023-04-19 23:35:44,36
reorder_i-880135,ReorderItem,2023-04-20 05:18:02,36
pick_i-880135,PickItem,2023-04-20 08:30:20,36
confirm_o-990036,ConfirmOrder,2023-04-20 19:11:17,36
fail_p-660015_4,FailedDelivery,2023-04-21 17:30:25,36
pay_o-990036,PayOrder,2023-04-21 21:26:03,36
deliver_p-660015,PackageDelivered,2023-04-23 13:31:57,36
create_p-660025,CreatePackage,2023-04-28 01:00:00,36
send_p-660025,SendPackage,2023-04-28 06:04:47,36
deliver_p-660025,PackageDelivered,2023-04-29 14:41:22,36
place_o-990037,PlaceOrder,2023-04-19 13:26:23,37
pick_i-880139,PickItem,2023-04-19 15:27:40,37
pick_i-880140,PickItem,2023-04-19 15:46:43,37
pick_i-880138,PickItem,2023-04-19 17:29:51,37
pick_i-880141,PickItem,2023-04-19 17:36:29,37
out_of_stock_i-880142,ItemOutOfStock,2023-04-20 03:51:13,37
reorder_i-880142,ReorderItem,2023-04-20 08:56:13,37
pick_i-880142,PickItem,2023-04-20 15:17:41,37
confirm_o-990037,ConfirmOrder,2023-04-21 01:50:37,37
reminder_o-990037_14,PaymentReminder,2023-04-21 19:28:49,37
pay_o-990037,PayOrder,2023-04-22 20:41:32,37
create_p-660024,CreatePackage,2023-04-27 05:48:07,37
send_p-660024,SendPackage,2023-04-27 10:55:53,37
deliver_p-660024,PackageDelivered,2023-04-28 22:23:49,37
place_o-990038,PlaceOrder,2023-04-19 18:13:05,38
pick_i-880147,PickItem,2023-04-19 20:15:21,38
pick_i-880144,PickItem,2023-04-19 22:25:57,38
pick_i-880143,PickItem,2023-04-19 22:37:39,38
out_of_stock_i-880146,ItemOutOfStock,2023-04-20 00:54:43,38
out_of_stock_i-880145,ItemOutOfStock,2023-04-20 00:56:33,38
reorder_i-880146,ReorderItem,2023-04-20 06:00:45,38
reorder_i-880145,ReorderItem,2023-04-20 06:19:23,38
pick_i-880146,PickItem,2023-04-20 09:36:28,38
pick_i-880145,PickItem,2023-04-20 12:48:27,38
confirm_o-990038,ConfirmOrder,2023-04-21 06:54:30,38
