0,1,2,3
create_p-660003,CreatePackage,2023-04-11 17:34:03,11
send_p-660003,SendPackage,2023-04-11 22:02:34,11
pay_o-990011,PayOrder,2023-04-12 15:44:57,11
deliver_p-660003,PackageDelivered,2023-04-13 01:32:46,11
place_o-990012,PlaceOrder,2023-04-07 08:53:28,12
pick_i-880052,PickItem,2023-04-07 19:31:12,12
out_of_stock_i-880051,ItemOutOfStock,2023-04-08 04:21:16,12
confirm_o-990012,ConfirmOrder,2023-04-08 17:04:51,12
reorder_i-880051,ReorderItem,2023-04-08 17:31:36,12
pick_i-880051,PickItem,2023-04-09 04:07:12,12
pay_o-990012,PayOrder,2023-04-09 08:37:00,12
create_p-660003,CreatePackage,2023-04-11 17:34:03,12
send_p-660003,SendPackage,2023-04-11 22:02:34,12
deliver_p-660003,PackageDelivered,2023-04-13 01:32:46,12
place_o-990013,PlaceOrder,2023-04-07 14:10:31,13
pick_i-880053,PickItem,2023-04-07 20:31:50,13
out_of_stock_i-880054,ItemOutOfStock,2023-04-08 14:52:33,13
reorder_i-880054,ReorderItem,2023-04-09 00:16:15,13
confirm_o-990013,ConfirmOrder,2023-04-09 07:25:00,13
pick_i-880054,PickItem,2023-04-09 09:34:36,13
reminder_o-990013_4,PaymentReminder,2023-04-10 01:37:40,13
pay_o-990013,PayOrder,2023-04-10 22:09:46,13
create_p-660009,CreatePackage,2023-04-17 19:22:38,13
send_p-660009,SendPackage,2023-04-17 23:41:52,13
deliver_p-660009,PackageDelivered,2023-04-19 14:46:19,13
place_o-990014,PlaceOrder,2023-04-07 18:41:21,14
pick_i-880055,PickItem,2023-04-08 03:57:47,14
confirm_o-990014,ConfirmOrder,2023-04-09 02:03:24,14
pay_o-990014,PayOrder,2023-04-10 12:38:00,14
create_p-660010,CreatePackage,2023-04-17 19:52:47,14
send_p-660010,SendPackage,2023-04-18 00:11:45,14
deliver_p-660010,PackageDelivered,2023-04-19 05:54:08,14
place_o-990015,PlaceOrder,2023-04-09 14:15:59,15
pick_i-880059,PickItem,2023-04-09 18:05:39,15
pick_i-880058,PickItem,2023-04-09 18:07:41,15
pick_i-880057,PickItem,2023-04-09 18:26:27,15
pick_i-880056,PickItem,2023-04-09 19:01:01,15
confirm_o-990015,ConfirmOrder,2023-04-11 04:53:33,15
pay_o-990015,PayOrder,2023-04-12 04:04:13,15
create_p-660011,CreatePackage,2023-04-18 01:00:00,15
send_p-660011,SendPackage,2023-04-18 06:13:52,15
fail_p-660011_6,FailedDelivery,2023-04-19 20:43:37,15
deliver_p-660011,PackageDelivered,2023-04-21 18:29:13,15
place_o-990016,PlaceOrder,2023-04-10 11:37:17,16
pick_i-880061,PickItem,2023-04-10 16:15:47,16
pick_i-880060,PickItem,2023-04-10 16:28:07,16
confirm_o-990016,ConfirmOrder,2023-04-11 16:45:50,16
pay_o-990016,PayOrder,2023-04-12 16:06:44,16
create_p-660012,CreatePackage,2023-04-18 17:35:33,16
send_p-660012,SendPackage,2023-04-18 23:16:08,16
fail_p-660012_7,FailedDelivery,2023-04-20 11:49:20,16
deliver_p-660012,PackageDelivered,2023-04-22 03:19:49,16
place_o-990017,PlaceOrder,2023-04-10 16:34:53,17
pick_i-880062,PickItem,2023-04-10 21:28:11,17
out_of_stock_i-880063,ItemOutOfStock,2023-04-10 23:52:00,17
reorder_i-880063,ReorderItem,2023-04-11 04:31:42,17
pick_i-880063,PickItem,2023-04-11 08:26:34,17
confirm_o-990017,ConfirmOrder,2023-04-12 03:05:25,17
pay_o-990017,PayOrder,2023-04-13 18:24:16,17
create_p-660013,CreatePackage,2023-04-18 17:45:35,17
send_p-660013,SendPackage,2023-04-18 23:40:53,17
deliver_p-660013,PackageDelivered,2023-04-20 08:39:40,17
place_o-990018,PlaceOrder,2023-04-10 23:25:17,18
pick_i-880067,PickItem,2023-04-11 01:35:38,18
pick_i-880066,PickItem,2023-04-11 01:57:12,18
out_of_stock_i-880064,ItemOutOfStock,2023-04-11 05:46:06,18
out_of_stock_i-880065,ItemOutOfStock,2023-04-11 07:15:45,18
reorder_i-880064,ReorderItem,2023-04-11 12:22:06,18
pick_i-880064,PickItem,2023-04-11 15:17:53,18
reorder_i-880065,ReorderItem,2023-04-11 17:56:33,18
confirm_o-990018,ConfirmOrder,2023-04-12 04:56:14,18
pick_i-880065,PickItem,2023-04-12 05:42:42,18
pay_o-990018,PayOrder,2023-04-13 07:54:28,18
create_p-660011,CreatePackage,2023-04-18 01:00:00,18
send_p-660011,SendPackage,2023-04-18 06:13:52,18
fail_p-660011_6,FailedDelivery,2023-04-19 20:43:37,18
deliver_p-660011,PackageDelivered,2023-04-21 18:29:13,18
place_o-990019,PlaceOrder,2023-04-11 12:24:07,19
pick_i-880069,PickItem,2023-04-11 16:22:43,19
pick_i-880071,PickItem,2023-04-11 17:11:37,19
pick_i-880068,PickItem,2023-04-11 17:34:03,19
out_of_stock_i-880070,ItemOutOfStock,2023-04-12 01:48:25,19
reorder_i-880070,ReorderItem,2023-04-12 19:47:04,19
confirm_o-990019,ConfirmOrder,2023-04-12 19:52:55,19
pick_i-880070,PickItem,2023-04-12 23:30:04,19
pay_o-990019,PayOrder,2023-04-13 10:11:57,19
create_p-660008,CreatePackage,2023-04-15 01:41:18,19
send_p-660008,SendPackage,2023-04-15 07:25:34,19
fail_p-660008_4,FailedDelivery,2023-04-17 08:02:49,19
fail_p-660008_5,FailedDelivery,2023-04-18 21:41:48,19
deliver_p-660008,PackageDelivered,2023-04-20 19:18:09,19
place_o-990020,PlaceOrder,2023-04-11 17:08:33,20
pick_i-880073,PickItem,2023-04-11 23:13:18,20
pick_i-880072,PickItem,2023-04-12 00:39:09,20
create_p-660004,CreatePackage,2023-04-12 22:37:39,20
send_p-660004,SendPackage,2023-04-13 03:43:41,20
confirm_o-990020,ConfirmOrder,2023-04-13 04:04:28,20
pay_o-990020,PayOrder,2023-04-13 16:07:14,20
fail_p-660004_2,FailedDelivery,2023-04-15 02:31:41,20
fail_p-660004_3,FailedDelivery,2023-04-16 12:19:59,20
deliver_p-660004,PackageDelivered,2023-04-18 10:02:37,20
place_o-990021,PlaceOrder,2023-04-12 03:57:11,21
pick_i-880076,PickItem,2023-04-12 07:35:17,21
pick_i-880075,PickItem,2023-04-12 07:49:37,21
pick_i-880078,PickItem,2023-04-12 11:01:29,21
out_of_stock_i-880077,ItemOutOfStock,2023-04-13 00:35:38,21
out_of_stock_i-880074,ItemOutOfStock,2023-04-13 03:50:50,21
reorder_i-880077,ReorderItem,2023-04-13 11:12:42,21
confirm_o-990021,ConfirmOrder,2023-04-13 13:57:56,21
pick_i-880077,PickItem,2023-04-13 14:30:28,21
reorder_i-880074,ReorderItem,2023-04-13 14:45:44,21
pick_i-880074,PickItem,2023-04-14 00:13:35,21
pay_o-990021,PayOrder,2023-04-14 04:24:48,21
create_p-660014,CreatePackage,2023-04-18 20:15:42,21
send_p-660014,SendPackage,2023-04-19 00:37:13,21
deliver_p-660014,PackageDelivered,2023-04-20 14:13:28,21
place_o-990022,PlaceOrder,2023-04-12 13:23:13,22
pick_i-880079,PickItem,2023-04-12 17:23:45,22
pick_i-880081,PickItem,2023-04-12 17:49:33,22
pick_i-880083,PickItem,2023-04-12 18:12:01,22
pick_i-880080,PickItem,2023-04-12 18:23:11,22
out_of_stock_i-880084,ItemOutOfStock,2023-04-13 02:36:05,22
out_of_stock_i-880082,ItemOutOfStock,2023-04-13 04:10:41,22
reorder_i-880084,ReorderItem,2023-04-13 15:30:31,22
reorder_i-880082,ReorderItem,2023-04-13 17:07:35,22
confirm_o-990022,ConfirmOrder,2023-04-13 21:52:39,22
pick_i-880084,PickItem,2023-04-13 22:34:41,22
pick_i-880082,PickItem,2023-04-14 00:51:07,22
pay_o-990022,PayOrder,2023-04-14 13:51:37,22
create_p-660007,CreatePackage,2023-04-14 18:33:45,22
send_p-660007,SendPackage,2023-04-14 22:37:54,22
deliver_p-660007,PackageDelivered,2023-04-16 07:29:04,22
place_o-990023,PlaceOrder,2023-04-12 18:06:45,23
pick_i-880087,PickItem,2023-04-12 21:58:11,23
pick_i-880085,PickItem,2023-04-12 22:37:39,23
pick_i-880086,PickItem,2023-04-12 23:15:21,23
confirm_o-990023,ConfirmOrder,2023-04-14 01:10:43,23
pay_o-990023,PayOrder,2023-04-15 09:52:57,23
create_p-660010,CreatePackage,2023-04-17 19:52:47,23
send_p-660010,SendPackage,2023-04-18 00:11:45,23
deliver_p-660010,PackageDelivered,2023-04-19 05:54:08,23
place_o-990024,PlaceOrder,2023-04-13 09:09:49,24
pick_i-880092,PickItem,2023-04-13 13:16:07,24
pick_i-880090,PickItem,2023-04-13 13:48:39,24
pick_i-880089,PickItem,2023-04-13 14:13:11,24
pick_i-880091,PickItem,2023-04-13 14:28:39,24
out_of_stock_i-880088,ItemOutOfStock,2023-04-13 23:28:19,24
reorder_i-880088,ReorderItem,2023-04-14 09:29:43,24
pick_i-880088,PickItem,2023-04-14 16:44:05,24
confirm_o-990024,ConfirmOrder,2023-04-14 22:21:28,24
reminder_o-990024_6,PaymentReminder,2023-04-16 09:53:18,24
pay_o-990024,PayOrder,2023-04-18 16:31:54,24
create_p-660015,CreatePackage,2023-04-19 13:47:56,24
send_p-660015,SendPackage,2023-04-19 19:37:03,24
fail_p-660015_8,FailedDelivery,2023-04-21 15:02:00,24
deliver_p-660015,PackageDelivered,2023-04-23 04:19:16,24
place_o-990025,PlaceOrder,2023-04-13 13:39:56,25
pick_i-880093,PickItem,2023-04-13 15:57:28,25
pick_i-880094,PickItem,2023-04-13 17:35:50,25
pick_i-880095,PickItem,2023-04-13 18:27:26,25
out_of_stock_i-880096,ItemOutOfStock,2023-04-14 01:44:18,25
reorder_i-880096,ReorderItem,2023-04-14 13:31:24,25
pick_i-880096,PickItem,2023-04-14 16:45:22,25
create_p-660008,CreatePackage,2023-04-15 01:41:18,25
confirm_o-990025,ConfirmOrder,2023-04-15 06:02:07,25
send_p-660008,SendPackage,2023-04-15 07:25:34,25
pay_o-990025,PayOrder,2023-04-15 17:46:54,25
fail_p-660008_4,FailedDelivery,2023-04-17 08:02:49,25
fail_p-660008_5,FailedDelivery,2023-04-18 21:41:48,25
deliver_p-660008,PackageDelivered,2023-04-20 19:18:09,25
place_o-990026,PlaceOrder,2023-04-13 18:40:11,26
pick_i-880098,PickItem,2023-04-13 20:29:44,26
pick_i-880097,PickItem,2023-04-13 21:04:13,26
pick_i-880099,PickItem,2023-04-13 21:13:38,26
confirm_o-990026,ConfirmOrder,2023-04-15 12:01:24,26
pay_o-990026,PayOrder,2023-04-16 11:29:38,26
create_p-660016,CreatePackage,2023-04-19 18:05:59,26
send_p-660016,SendPackage,2023-04-19 22:27:20,26
deliver_p-660016,PackageDelivered,2023-04-21 04:34:40,26
place_o-990027,PlaceOrder,2023-04-14 10:16:41,27
pick_i-880101,PickItem,2023-04-14 12:35:03,27
pick_i-880102,PickItem,2023-04-14 14:23:29,27
out_of_stock_i-880100,ItemOutOfStock,2023-04-14 16:28:46,27
create_p-660008,CreatePackage,2023-04-15 01:41:18,27
reorder_i-880100,ReorderItem,2023-04-15 02:56:12,27
send_p-660008,SendPackage,2023-04-15 07:25:34,27
pick_i-880100,PickItem,2023-04-15 10:21:06,27
confirm_o-990027,ConfirmOrder,2023-04-16 01:34:08,27
fail_p-660008_4,FailedDelivery,2023-04-17 08:02:49,27
reminder_o-990027_7,PaymentReminder,2023-04-17 16:18:46,27
reminder_o-990027_8,PaymentReminder,2023-04-18 11:06:34,27
fail_p-660008_5,FailedDelivery,2023-04-18 21:41:48,27
pay_o-990027,PayOrder,2023-04-19 06:09:46,27
deliver_p-660008,PackageDelivered,2023-04-20 19:18:09,27
create_p-660018,CreatePackage,2023-04-21 19:49:51,27
send_p-660018,SendPackage,2023-04-22 01:15:27,27
deliver_p-660018,PackageDelivered,2023-04-23 05:11:00,27
place_o-990028,PlaceOrder,2023-04-14 14:53:41,28
pick_i-880108,PickItem,2023-04-14 18:33:45,28
pick_i-880104,PickItem,2023-04-14 18:43:47,28
pick_i-880109,PickItem,2023-04-14 18:55:13,28
pick_i-880103,PickItem,2023-04-14 19:36:51,28
pick_i-880107,PickItem,2023-04-14 19:58:53,28
pick_i-880106,PickItem,2023-04-14 20:07:35,28
out_of_stock_i-880105,ItemOutOfStock,2023-04-15 07:15:19,28
reorder_i-880105,ReorderItem,2023-04-16 01:46:04,28
confirm_o-990028,ConfirmOrder,2023-04-16 04:44:25,28
pick_i-880105,PickItem,2023-04-16 07:26:48,28
pay_o-990028,PayOrder,2023-04-16 16:30:00,28
create_p-660016,CreatePackage,2023-04-19 18:05:59,28
send_p-660016,SendPackage,2023-04-19 22:27:20,28
deliver_p-660016,PackageDelivered,2023-04-21 04:34:40,28
place_o-990029,PlaceOrder,2023-04-14 20:21:40,29
pick_i-880110,PickItem,2023-04-15 00:09:06,29
pick_i-880112,PickItem,2023-04-15 01:32:54,29
pick_i-880113,PickItem,2023-04-15 01:37:28,29
pick_i-880111,PickItem,2023-04-15 01:41:18,29
confirm_o-990029,ConfirmOrder,2023-04-16 10:32:23,29
pay_o-990029,PayOrder,2023-04-17 10:28:47,29
create_p-660017,CreatePackage,2023-04-21 14:06:37,29
send_p-660017,SendPackage,2023-04-21 19:33:55,29
deliver_p-660017,PackageDelivered,2023-04-22 22:18:40,29
place_o-990030,PlaceOrder,2023-04-17 02:45:08,30
pick_i-880115,PickItem,2023-04-17 04:42:07,30
pick_i-880116,PickItem,2023-04-17 05:14:14,30
pick_i-880117,PickItem,2023-04-17 05:18:03,30
pick_i-880114,PickItem,2023-04-17 07:07:10,30
confirm_o-990030,ConfirmOrder,2023-04-18 17:05:19,30
create_p-660014,CreatePackage,2023-04-18 20:15:42,30
send_p-660014,SendPackage,2023-04-19 00:37:13,30
pay_o-990030,PayOrder,2023-04-19 05:44:07,30
deliver_p-660014,PackageDelivered,2023-04-20 14:13:28,30
place_o-990031,PlaceOrder,2023-04-17 13:03:58,31
pick_i-880118,PickItem,2023-04-17 15:01:08,31
pick_i-880122,PickItem,2023-04-17 15:38:08,31
pick_i-880119,PickItem,2023-04-17 17:35:24,31
pick_i-880120,PickItem,2023-04-17 18:03:14,31
out_of_stock_i-880121,ItemOutOfStock,2023-04-17 20:24:46,31
reorder_i-880121,ReorderItem,2023-04-18 02:10:56,31
pick_i-880121,PickItem,2023-04-18 09:13:40,31
confirm_o-990031,ConfirmOrder,2023-04-19 02:53:43,31
reminder_o-990031_9,PaymentReminder,2023-04-20 07:13:17,31
pay_o-990031,PayOrder,2023-04-21 07:50:22,31
create_p-660019,CreatePackage,2023-04-21 19:52:39,31
send_p-660019,SendPackage,2023-04-22 01:34:12,31
deliver_p-660019,PackageDelivered,2023-04-23 10:32:19,31
place_o-990032,PlaceOrder,2023-04-17 17:28:15,32
pick_i-880123,PickItem,2023-04-17 19:22:38,32
pick_i-880124,PickItem,2023-04-17 19:31:07,32
create_p-660010,CreatePackage,2023-04-17 19:52:47,32
pick_i-880125,PickItem,2023-04-17 19:52:47,32
pick_i-880126,PickItem,2023-04-17 20:00:04,32
pick_i-880127,PickItem,2023-04-17 21:29:51,32
send_p-660010,SendPackage,2023-04-18 00:11:45,32
deliver_p-660010,PackageDelivered,2023-04-19 05:54:08,32
confirm_o-990032,ConfirmOrder,2023-04-19 07:26:46,32
pay_o-990032,PayOrder,2023-04-19 21:57:38,32
create_p-660020,CreatePackage,2023-04-23 01:00:00,32
send_p-660020,SendPackage,2023-04-23 06:46:22,32
deliver_p-660020,PackageDelivered,2023-04-24 15:05:50,32
place_o-990033,PlaceOrder,2023-04-18 07:33:53,33
pick_i-880135,PickItem,2023-04-18 09:36:07,33
pick_i-880129,PickItem,2023-04-18 09:37:05,33
pick_i-880136,PickItem,2023-04-18 09:46:00,33
pick_i-880132,PickItem,2023-04-18 11:35:45,33
pick_i-880128,PickItem,2023-04-18 12:15:09,33
pick_i-880133,PickItem,2023-04-18 12:41:55,33
out_of_stock_i-880134,ItemOutOfStock,2023-04-18 13:22:53,33
out_of_stock_i-880131,ItemOutOfStock,2023-04-18 15:28:00,33
reorder_i-880131,ReorderItem,2023-04-18 21:17:38,33
reorder_i-880134,ReorderItem,2023-04-18 23:10:57,33
out_of_stock_i-880130,ItemOutOfStock,2023-04-18 23:50:55,33
pick_i-880134,PickItem,2023-04-19 04:39:29,33
reorder_i-880130,ReorderItem,2023-04-19 04:59:10,33
pick_i-880131,PickItem,2023-04-19 05:07:40,33
pick_i-880130,PickItem,2023-04-19 08:17:34,33
confirm_o-990033,ConfirmOrder,2023-04-19 13:33:16,33
create_p-660016,CreatePackage,2023-04-19 18:05:59,33
send_p-660016,SendPackage,2023-04-19 22:27:20,33
reminder_o-990033_10,PaymentReminder,2023-04-20 23:25:48,33
deliver_p-660016,PackageDelivered,2023-04-21 04:34:40,33
pay_o-990033,PayOrder,2023-04-22 01:01:43,33
place_o-990034,PlaceOrder,2023-04-18 13:21:35,34
pick_i-880137,PickItem,2023-04-18 15:18:09,34
pick_i-880140,PickItem,2023-04-18 15:35:34,34
pick_i-880144,PickItem,2023-04-18 15:48:53,34
pick_i-880142,PickItem,2023-04-18 17:02:31,34
pick_i-880141,PickItem,2023-04-18 17:03:37,34
pick_i-880139,PickItem,2023-04-18 17:35:33,34
pick_i-880143,PickItem,2023-04-18 17:36:43,34
pick_i-880138,PickItem,2023-04-18 17:45:35,34
confirm_o-990034,ConfirmOrder,2023-04-19 17:13:32,34
reminder_o-990034_11,PaymentReminder,2023-04-21 10:12:11,34
pay_o-990034,PayOrder,2023-04-22 12:04:38,34
create_p-660021,CreatePackage,2023-04-25 11:01:54,34
send_p-660021,SendPackage,2023-04-25 15:31:52,34
deliver_p-660021,PackageDelivered,2023-04-26 19:32:06,34
place_o-990035,PlaceOrder,2023-04-18 18:03:28,35
pick_i-880150,PickItem,2023-04-18 19:58:21,35
pick_i-880146,PickItem,2023-04-18 20:15:42,35
pick_i-880149,PickItem,2023-04-18 20:40:38,35
pick_i-880147,PickItem,2023-04-18 22:15:16,35
pick_i-880148,PickItem,2023-04-18 22:37:34,35
pick_i-880145,PickItem,2023-04-18 23:11:04,35
confirm_o-990035,ConfirmOrder,2023-04-20 00:48:24,35
pay_o-990035,PayOrder,2023-04-22 01:11:09,35
create_p-660022,CreatePackage,2023-04-25 21:21:28,35
send_p-660022,SendPackage,2023-04-26 02:23:51,35
deliver_p-660022,PackageDelivered,2023-04-27 07:15:04,35
place_o-990036,PlaceOrder,2023-04-19 09:03:02,36
pick_i-880152,PickItem,2023-04-19 12:49:36,36
pick_i-880154,PickItem,2023-04-19 13:47:56,36
pick_i-880153,PickItem,2023-04-19 13:56:36,36
out_of_stock_i-880151,ItemOutOfStock,2023-04-20 01:37:46,36
reorder_i-880151,ReorderItem,2023-04-20 20:10:13,36
confirm_o-990036,ConfirmOrder,2023-04-21 02:36:35,36
pick_i-880151,PickItem,2023-04-21 06:07:34,36
reminder_o-990036_13,PaymentReminder,2023-04-21 20:27:56,36
pay_o-990036,PayOrder,2023-04-24 17:48:14,36
create_p-660023,CreatePackage,2023-04-26 12:58:47,36
send_p-660023,SendPackage,2023-04-26 17:17:38,36
deliver_p-660023,PackageDelivered,2023-04-28 07:13:44,36
