0,1,2,3
out_of_stock_i-880066,ItemOutOfStock,2023-04-11 06:21:57,18
reorder_i-880066,ReorderItem,2023-04-11 11:55:17,18
pick_i-880066,PickItem,2023-04-11 18:35:17,18
create_p-660006,CreatePackage,2023-04-12 08:23:51,18
confirm_o-990018,ConfirmOrder,2023-04-12 10:08:37,18
send_p-660006,SendPackage,2023-04-12 13:23:51,18
pay_o-990018,PayOrder,2023-04-13 00:01:57,18
deliver_p-660006,PackageDelivered,2023-04-13 22:43:51,18
place_o-990019,PlaceOrder,2023-04-11 12:24:07,19
pick_i-880069,PickItem,2023-04-11 14:37:27,19
pick_i-880070,PickItem,2023-04-11 14:37:27,19
pick_i-880071,PickItem,2023-04-11 14:37:27,19
confirm_o-990019,ConfirmOrder,2023-04-12 23:07:27,19
pay_o-990019,PayOrder,2023-04-14 16:47:27,19
create_p-660010,CreatePackage,2023-04-19 09:53:28,19
send_p-660010,SendPackage,2023-04-19 14:53:28,19
deliver_p-660010,PackageDelivered,2023-04-21 00:13:28,19
place_o-990020,PlaceOrder,2023-04-11 17:08:33,20
create_p-660004,CreatePackage,2023-04-11 19:21:53,20
pick_i-880072,PickItem,2023-04-11 19:21:53,20
pick_i-880073,PickItem,2023-04-11 19:21:53,20
pick_i-880075,PickItem,2023-04-11 19:21:53,20
out_of_stock_i-880074,ItemOutOfStock,2023-04-12 00:05:13,20
send_p-660004,SendPackage,2023-04-12 00:21:53,20
reorder_i-880074,ReorderItem,2023-04-12 11:11:53,20
pick_i-880074,PickItem,2023-04-12 17:51:53,20
confirm_o-990020,ConfirmOrder,2023-04-13 03:51:53,20
fail_p-660004_2,FailedDelivery,2023-04-13 18:01:53,20
reminder_o-990020_4,PaymentReminder,2023-04-15 05:51:53,20
deliver_p-660004,PackageDelivered,2023-04-15 11:41:53,20
pay_o-990020,PayOrder,2023-04-17 05:05:13,20
create_p-660013,CreatePackage,2023-04-20 22:33:05,20
send_p-660013,SendPackage,2023-04-21 03:33:05,20
fail_p-660013_4,FailedDelivery,2023-04-22 21:13:05,20
fail_p-660013_6,FailedDelivery,2023-04-24 14:53:05,20
deliver_p-660013,PackageDelivered,2023-04-26 08:33:05,20
place_o-990021,PlaceOrder,2023-04-12 03:57:11,21
pick_i-880077,PickItem,2023-04-12 06:10:31,21
pick_i-880076,PickItem,2023-04-12 08:23:51,21
pick_i-880078,PickItem,2023-04-12 08:23:51,21
pick_i-880080,PickItem,2023-04-12 08:23:51,21
out_of_stock_i-880079,ItemOutOfStock,2023-04-12 17:50:31,21
reorder_i-880079,ReorderItem,2023-04-12 23:23:51,21
pick_i-880079,PickItem,2023-04-13 09:23:51,21
confirm_o-990021,ConfirmOrder,2023-04-13 14:40:31,21
pay_o-990021,PayOrder,2023-04-14 04:33:51,21
create_p-660010,CreatePackage,2023-04-19 09:53:28,21
send_p-660010,SendPackage,2023-04-19 14:53:28,21
deliver_p-660010,PackageDelivered,2023-04-21 00:13:28,21
place_o-990022,PlaceOrder,2023-04-12 13:23:13,22
pick_i-880081,PickItem,2023-04-12 15:36:33,22
pick_i-880084,PickItem,2023-04-12 15:36:33,22
pick_i-880083,PickItem,2023-04-12 17:49:53,22
out_of_stock_i-880082,ItemOutOfStock,2023-04-13 03:16:33,22
reorder_i-880082,ReorderItem,2023-04-13 19:56:33,22
confirm_o-990022,ConfirmOrder,2023-04-14 00:06:33,22
pick_i-880082,PickItem,2023-04-14 05:56:33,22
pay_o-990022,PayOrder,2023-04-15 03:53:13,22
create_p-660011,CreatePackage,2023-04-20 11:09:42,22
send_p-660011,SendPackage,2023-04-20 16:09:42,22
deliver_p-660011,PackageDelivered,2023-04-22 01:29:42,22
place_o-990023,PlaceOrder,2023-04-12 18:06:45,23
pick_i-880085,PickItem,2023-04-12 22:33:25,23
pick_i-880086,PickItem,2023-04-12 22:33:25,23
confirm_o-990023,ConfirmOrder,2023-04-14 04:50:05,23
pay_o-990023,PayOrder,2023-04-14 18:43:25,23
create_p-660014,CreatePackage,2023-04-20 22:57:29,23
send_p-660014,SendPackage,2023-04-21 03:57:29,23
deliver_p-660014,PackageDelivered,2023-04-22 13:17:29,23
place_o-990024,PlaceOrder,2023-04-13 09:09:49,24
pick_i-880087,PickItem,2023-04-13 11:23:09,24
confirm_o-990024,ConfirmOrder,2023-04-14 19:53:09,24
create_p-660008,CreatePackage,2023-04-14 22:35:00,24
send_p-660008,SendPackage,2023-04-15 03:35:00,24
pay_o-990024,PayOrder,2023-04-15 23:39:49,24
fail_p-660008_3,FailedDelivery,2023-04-16 21:15:00,24
deliver_p-660008,PackageDelivered,2023-04-18 14:55:00,24
place_o-990025,PlaceOrder,2023-04-13 13:39:56,25
pick_i-880088,PickItem,2023-04-13 18:06:36,25
out_of_stock_i-880089,ItemOutOfStock,2023-04-13 20:36:36,25
reorder_i-880089,ReorderItem,2023-04-14 13:16:36,25
pick_i-880089,PickItem,2023-04-14 19:56:36,25
confirm_o-990025,ConfirmOrder,2023-04-15 00:23:16,25
pay_o-990025,PayOrder,2023-04-16 18:03:16,25
create_p-660015,CreatePackage,2023-04-21 14:24:37,25
send_p-660015,SendPackage,2023-04-21 19:24:37,25
deliver_p-660015,PackageDelivered,2023-04-23 04:44:37,25
place_o-990026,PlaceOrder,2023-04-13 18:40:11,26
pick_i-880090,PickItem,2023-04-13 20:53:31,26
pick_i-880091,PickItem,2023-04-13 20:53:31,26
confirm_o-990026,ConfirmOrder,2023-04-15 05:23:31,26
pay_o-990026,PayOrder,2023-04-17 12:56:51,26
create_p-660016,CreatePackage,2023-04-21 17:02:28,26
send_p-660016,SendPackage,2023-04-21 22:02:28,26
deliver_p-660016,PackageDelivered,2023-04-23 07:22:28,26
place_o-990027,PlaceOrder,2023-04-14 10:16:41,27
pick_i-880092,PickItem,2023-04-14 14:43:21,27
pick_i-880093,PickItem,2023-04-14 14:43:21,27
out_of_stock_i-880094,ItemOutOfStock,2023-04-15 00:10:01,27
reorder_i-880094,ReorderItem,2023-04-15 11:16:41,27
confirm_o-990027,ConfirmOrder,2023-04-15 21:00:01,27
pick_i-880094,PickItem,2023-04-16 00:36:41,27
pay_o-990027,PayOrder,2023-04-17 00:46:41,27
create_p-660009,CreatePackage,2023-04-18 01:00:00,27
send_p-660009,SendPackage,2023-04-18 06:00:00,27
deliver_p-660009,PackageDelivered,2023-04-19 15:20:00,27
place_o-990028,PlaceOrder,2023-04-14 14:53:41,28
pick_i-880095,PickItem,2023-04-14 19:20:21,28
pick_i-880096,PickItem,2023-04-14 19:20:21,28
confirm_o-990028,ConfirmOrder,2023-04-16 01:37:01,28
pay_o-990028,PayOrder,2023-04-16 15:30:21,28
create_p-660017,CreatePackage,2023-04-22 05:22:36,28
send_p-660017,SendPackage,2023-04-22 10:22:36,28
deliver_p-660017,PackageDelivered,2023-04-23 19:42:36,28
place_o-990029,PlaceOrder,2023-04-14 20:21:40,29
pick_i-880097,PickItem,2023-04-14 22:35:00,29
out_of_stock_i-880098,ItemOutOfStock,2023-04-15 10:15:00,29
reorder_i-880098,ReorderItem,2023-04-15 21:21:40,29
pick_i-880098,PickItem,2023-04-16 00:41:40,29
confirm_o-990029,ConfirmOrder,2023-04-16 07:05:00,29
pay_o-990029,PayOrder,2023-04-16 20:58:20,29
create_p-660015,CreatePackage,2023-04-21 14:24:37,29
send_p-660015,SendPackage,2023-04-21 19:24:37,29
deliver_p-660015,PackageDelivered,2023-04-23 04:44:37,29
place_o-990030,PlaceOrder,2023-04-17 02:45:08,30
pick_i-880099,PickItem,2023-04-17 04:58:28,30
pick_i-880100,PickItem,2023-04-17 04:58:28,30
confirm_o-990030,ConfirmOrder,2023-04-18 13:28:28,30
pay_o-990030,PayOrder,2023-04-19 03:21:48,30
create_p-660011,CreatePackage,2023-04-20 11:09:42,30
send_p-660011,SendPackage,2023-04-20 16:09:42,30
deliver_p-660011,PackageDelivered,2023-04-22 01:29:42,30
place_o-990031,PlaceOrder,2023-04-17 13:03:58,31
pick_i-880101,PickItem,2023-04-17 15:17:18,31
pick_i-880103,PickItem,2023-04-17 15:17:18,31
out_of_stock_i-880102,ItemOutOfStock,2023-04-17 20:00:38,31
reorder_i-880102,ReorderItem,2023-04-18 01:33:58,31
pick_i-880102,PickItem,2023-04-18 04:53:58,31
confirm_o-990031,ConfirmOrder,2023-04-18 23:47:18,31
create_p-660011,CreatePackage,2023-04-20 11:09:42,31
send_p-660011,SendPackage,2023-04-20 16:09:42,31
reminder_o-990031_5,PaymentReminder,2023-04-21 01:47:18,31
pay_o-990031,PayOrder,2023-04-22 01:23:58,31
deliver_p-660011,PackageDelivered,2023-04-22 01:29:42,31
place_o-990032,PlaceOrder,2023-04-17 17:28:15,32
pick_i-880104,PickItem,2023-04-17 19:41:35,32
pick_i-880105,PickItem,2023-04-17 19:41:35,32
confirm_o-990032,ConfirmOrder,2023-04-19 04:11:35,32
pay_o-990032,PayOrder,2023-04-20 07:58:15,32
create_p-660018,CreatePackage,2023-04-22 05:22:36,32
send_p-660018,SendPackage,2023-04-22 10:22:36,32
fail_p-660018_5,FailedDelivery,2023-04-24 04:02:36,32
fail_p-660018_7,FailedDelivery,2023-04-25 21:42:36,32
deliver_p-660018,PackageDelivered,2023-04-27 15:22:36,32
place_o-990033,PlaceOrder,2023-04-18 07:33:53,33
pick_i-880107,PickItem,2023-04-18 09:47:13,33
pick_i-880108,PickItem,2023-04-18 09:47:13,33
pick_i-880109,PickItem,2023-04-18 09:47:13,33
out_of_stock_i-880106,ItemOutOfStock,2023-04-18 14:30:33,33
reorder_i-880106,ReorderItem,2023-04-18 20:03:53,33
pick_i-880106,PickItem,2023-04-18 23:23:53,33
confirm_o-990033,ConfirmOrder,2023-04-19 18:17:13,33
pay_o-990033,PayOrder,2023-04-20 08:10:33,33
create_p-660019,CreatePackage,2023-04-23 01:00:00,33
send_p-660019,SendPackage,2023-04-23 06:00:00,33
deliver_p-660019,PackageDelivered,2023-04-24 15:20:00,33
place_o-990034,PlaceOrder,2023-04-18 13:21:35,34
pick_i-880110,PickItem,2023-04-18 15:34:55,34
pick_i-880111,PickItem,2023-04-18 15:34:55,34
pick_i-880112,PickItem,2023-04-18 15:34:55,34
pick_i-880113,PickItem,2023-04-18 15:34:55,34
pick_i-880114,PickItem,2023-04-18 15:34:55,34
pick_i-880115,PickItem,2023-04-18 15:34:55,34
confirm_o-990034,ConfirmOrder,2023-04-20 00:04:55,34
reminder_o-990034_6,PaymentReminder,2023-04-21 09:24:55,34
create_p-660018,CreatePackage,2023-04-22 05:22:36,34
send_p-660018,SendPackage,2023-04-22 10:22:36,34
pay_o-990034,PayOrder,2023-04-23 08:38:15,34
fail_p-660018_5,FailedDelivery,2023-04-24 04:02:36,34
fail_p-660018_7,FailedDelivery,2023-04-25 21:42:36,34
deliver_p-660018,PackageDelivered,2023-04-27 15:22:36,34
place_o-990035,PlaceOrder,2023-04-18 18:03:28,35
pick_i-880116,PickItem,2023-04-18 20:16:48,35
pick_i-880117,PickItem,2023-04-18 20:16:48,35
out_of_stock_i-880118,ItemOutOfStock,2023-04-19 01:00:08,35
out_of_stock_i-880119,ItemOutOfStock,2023-04-19 01:00:08,35
reorder_i-880118,ReorderItem,2023-04-19 06:33:28,35
reorder_i-880119,ReorderItem,2023-04-19 06:33:28,35
pick_i-880118,PickItem,2023-04-19 09:53:28,35
pick_i-880119,PickItem,2023-04-19 09:53:28,35
confirm_o-990035,ConfirmOrder,2023-04-20 04:46:48,35
pay_o-990035,PayOrder,2023-04-21 22:26:48,35
create_p-660020,CreatePackage,2023-04-25 16:00:29,35
send_p-660020,SendPackage,2023-04-25 21:00:29,35
deliver_p-660020,PackageDelivered,2023-04-27 06:20:29,35
place_o-990036,PlaceOrder,2023-04-19 09:03:02,36
pick_i-880123,PickItem,2023-04-19 11:16:22,36
pick_i-880121,PickItem,2023-04-19 13:29:42,36
pick_i-880122,PickItem,2023-04-19 13:29:42,36
out_of_stock_i-880120,ItemOutOfStock,2023-04-19 22:56:22,36
reorder_i-880120,ReorderItem,2023-04-20 04:29:42,36
pick_i-880120,PickItem,2023-04-20 11:09:42,36
confirm_o-990036,ConfirmOrder,2023-04-20 19:46:22,36
pay_o-990036,PayOrder,2023-04-22 13:26:22,36
create_p-660021,CreatePackage,2023-04-26 15:12:11,36
send_p-660021,SendPackage,2023-04-26 20:12:11,36
deliver_p-660021,PackageDelivered,2023-04-28 05:32:11,36
place_o-990037,PlaceOrder,2023-04-19 13:26:23,37
pick_i-880124,PickItem,2023-04-19 15:39:43,37
pick_i-880126,PickItem,2023-04-19 15:39:43,37
pick_i-880125,PickItem,2023-04-19 17:53:03,37
pick_i-880127,PickItem,2023-04-19 17:53:03,37
pick_i-880128,PickItem,2023-04-19 17:53:03,37
confirm_o-990037,ConfirmOrder,2023-04-21 00:09:43,37
pay_o-990037,PayOrder,2023-04-22 17:49:43,37
create_p-660019,CreatePackage,2023-04-23 01:00:00,37
send_p-660019,SendPackage,2023-04-23 06:00:00,37
deliver_p-660019,PackageDelivered,2023-04-24 15:20:00,37
place_o-990038,PlaceOrder,2023-04-19 18:13:05,38
pick_i-880132,PickItem,2023-04-19 20:26:25,38
pick_i-880130,PickItem,2023-04-19 22:39:45,38
out_of_stock_i-880129,ItemOutOfStock,2023-04-20 08:06:25,38
out_of_stock_i-880131,ItemOutOfStock,2023-04-20 08:06:25,38
reorder_i-880131,ReorderItem,2023-04-20 13:39:45,38
pick_i-880131,PickItem,2023-04-20 16:59:45,38
reorder_i-880129,ReorderItem,2023-04-20 19:13:05,38
pick_i-880129,PickItem,2023-04-20 22:33:05,38
confirm_o-990038,ConfirmOrder,2023-04-21 04:56:25,38
pay_o-990038,PayOrder,2023-04-22 08:43:05,38
create_p-660022,CreatePackage,2023-04-28 01:00:00,38
send_p-660022,SendPackage,2023-04-28 06:00:00,38
fail_p-660022_8,FailedDelivery,2023-04-29 23:40:00,38
deliver_p-660022,PackageDelivered,2023-05-01 17:20:00,38
place_o-990039,PlaceOrder,2023-04-20 09:22:28,39
pick_i-880133,PickItem,2023-04-20 11:35:48,39
pick_i-880135,PickItem,2023-04-20 11:35:48,39
pick_i-880136,PickItem,2023-04-20 13:49:08,39
pick_i-880138,PickItem,2023-04-20 13:49:08,39
out_of_stock_i-880134,ItemOutOfStock,2023-04-20 23:15:48,39
out_of_stock_i-880137,ItemOutOfStock,2023-04-20 23:15:48,39
reorder_i-880137,ReorderItem,2023-04-21 10:22:28,39
reorder_i-880134,ReorderItem,2023-04-21 15:55:48,39
pick_i-880137,PickItem,2023-04-21 17:02:28,39
pick_i-880134,PickItem,2023-04-21 19:15:48,39
confirm_o-990039,ConfirmOrder,2023-04-21 20:05:48,39
pay_o-990039,PayOrder,2023-04-22 23:52:28,39
create_p-660019,CreatePackage,2023-04-23 01:00:00,39
send_p-660019,SendPackage,2023-04-23 06:00:00,39
deliver_p-660019,PackageDelivered,2023-04-24 15:20:00,39
place_o-990040,PlaceOrder,2023-04-20 14:05:15,40
pick_i-880140,PickItem,2023-04-20 16:18:35,40
pick_i-880142,PickItem,2023-04-20 16:18:35,40
pick_i-880144,PickItem,2023-04-20 16:18:35,40
pick_i-880145,PickItem,2023-04-20 16:18:35,40
pick_i-880139,PickItem,2023-04-20 18:31:55,40
pick_i-880141,PickItem,2023-04-20 18:31:55,40
pick_i-880143,PickItem,2023-04-20 18:31:55,40
confirm_o-990040,ConfirmOrder,2023-04-22 00:48:35,40
pay_o-990040,PayOrder,2023-04-24 08:21:55,40
create_p-660021,CreatePackage,2023-04-26 15:12:11,40
send_p-660021,SendPackage,2023-04-26 20:12:11,40
deliver_p-660021,PackageDelivered,2023-04-28 05:32:11,40
