ocel_id;ocel_type
eval_trs_exittr196_Pcp157;Evaluate the Truck Exit
input_tally_sheettr110;Input the Tally Sheet
print_w_tickettr110;Print the Weighing Ticket
input_tally_sheettr55;Input the Tally Sheet
print_w_tickettr55;Print the Weighing Ticket
eval_trs_exittr51_Pcp157;Evaluate the Truck Exit
eval_trs_exittr110_Pcp157;Evaluate the Truck Exit
eval_trs_exittr55_Pcp157;Evaluate the Truck Exit
print_w_tickettr97;Print the Weighing Ticket
input_tally_sheettr97;Input the Tally Sheet
print_w_tickettr154;Print the Weighing Ticket
input_tally_sheettr154;Input the Tally Sheet
eval_trs_exittr97_Pcp1313;Evaluate the Truck Exit
eval_trs_exittr154_Pcp1313;Evaluate the Truck Exit
Lodge_Pcp1661;Lodge Pickup Plan
assign_trs_Pcp217;Assign Truck
assign_trs_Pcp217;Assign Truck
assign_trs_Pcp217;Assign Truck
assign_trs_Pcp217;Assign Truck
Lodge_Pcp1555;Lodge Pickup Plan
trs_entrytr41;Enter the port
trs_entrytr133;Enter the port
trs_entrytr162;Enter the port
trs_entrytr62;Enter the port
weigh_empty_trucktr41;Weigh the Empty Truck
weigh_empty_trucktr133;Weigh the Empty Truck
weigh_empty_trucktr162;Weigh the Empty Truck
weigh_empty_trucktr62;Weigh the Empty Truck
check_abnormalitytr41;Check Empty Truck Weight Abnormality
check_abnormalitytr133;Check Empty Truck Weight Abnormality
check_abnormalitytr62;Check Empty Truck Weight Abnormality
check_abnormalitytr162;Check Empty Truck Weight Abnormality
fail_weightr62;Fail to Weigh
arrive_at_Silo65;Arrive at the Silo
arrive_at_Silo65;Arrive at the Silo
arrive_at_Silo65;Arrive at the Silo
determine_continuanceSilo65;Determine the Continuance of the Pickup
determine_continuanceSilo65;Determine the Continuance of the Pickup
determine_continuanceSilo65;Determine the Continuance of the Pickup
load_trucktr162;Load Truck
load_trucktr41;Load Truck
load_trucktr133;Load Truck
weigh_loaded_trucktr162;Weigh the Loaded Truck
weigh_loaded_trucktr41;Weigh the Loaded Truck
weigh_loaded_trucktr133;Weigh the Loaded Truck
input_tally_sheettr162;Input the Tally Sheet
print_w_tickettr162;Print the Weighing Ticket
input_tally_sheettr41;Input the Tally Sheet
print_w_tickettr41;Print the Weighing Ticket
eval_trs_exittr162_Pcp217;Evaluate the Truck Exit
eval_trs_exittr41_Pcp217;Evaluate the Truck Exit
print_w_tickettr133;Print the Weighing Ticket
input_tally_sheettr133;Input the Tally Sheet
eval_trs_exittr133_Pcp217;Evaluate the Truck Exit
Lodge_Pcp1803;Lodge Pickup Plan
assign_trs_Pcp1661;Assign Truck
assign_trs_Pcp1661;Assign Truck
assign_trs_Pcp1661;Assign Truck
assign_trs_Pcp1661;Assign Truck
assign_trs_Pcp1661;Assign Truck
assign_trs_Pcp1661;Assign Truck
assign_trs_Pcp1661;Assign Truck
assign_trs_Pcp1555;Assign Truck
assign_trs_Pcp1555;Assign Truck
assign_trs_Pcp1555;Assign Truck
assign_trs_Pcp1555;Assign Truck
assign_trs_Pcp1555;Assign Truck
assign_trs_Pcp1555;Assign Truck
assign_trs_Pcp1555;Assign Truck
trs_entrytr111;Enter the port
trs_entrytr31;Enter the port
trs_entrytr259;Enter the port
trs_entrytr286;Enter the port
trs_entrytr250;Enter the port
trs_entrytr99;Enter the port
trs_entrytr200;Enter the port
weigh_empty_trucktr31;Weigh the Empty Truck
weigh_empty_trucktr259;Weigh the Empty Truck
weigh_empty_trucktr111;Weigh the Empty Truck
weigh_empty_trucktr286;Weigh the Empty Truck
weigh_empty_trucktr250;Weigh the Empty Truck
weigh_empty_trucktr99;Weigh the Empty Truck
weigh_empty_trucktr200;Weigh the Empty Truck
check_abnormalitytr31;Check Empty Truck Weight Abnormality
trs_entrytr85;Enter the port
trs_entrytr121;Enter the port
trs_entrytr144;Enter the port
check_abnormalitytr111;Check Empty Truck Weight Abnormality
check_abnormalitytr259;Check Empty Truck Weight Abnormality
check_abnormalitytr250;Check Empty Truck Weight Abnormality
check_abnormalitytr286;Check Empty Truck Weight Abnormality
check_abnormalitytr99;Check Empty Truck Weight Abnormality
trs_entrytr214;Enter the port
trs_entrytr248;Enter the port
Lodge_Pcp1745;Lodge Pickup Plan
check_abnormalitytr200;Check Empty Truck Weight Abnormality
trs_entrytr27;Enter the port
weigh_empty_trucktr121;Weigh the Empty Truck
trs_entrytr182;Enter the port
weigh_empty_trucktr85;Weigh the Empty Truck
fail_weightr286;Fail to Weigh
weigh_empty_trucktr144;Weigh the Empty Truck
fail_weightr259;Fail to Weigh
weigh_empty_trucktr214;Weigh the Empty Truck
fail_weightr99;Fail to Weigh
fail_weightr200;Fail to Weigh
weigh_empty_trucktr248;Weigh the Empty Truck
arrive_at_Silo85;Arrive at the Silo
weigh_empty_trucktr182;Weigh the Empty Truck
arrive_at_Silo85;Arrive at the Silo
weigh_empty_trucktr27;Weigh the Empty Truck
arrive_at_Silo85;Arrive at the Silo
Lodge_Pcp739;Lodge Pickup Plan
determine_continuanceSilo85;Determine the Continuance of the Pickup
check_abnormalitytr121;Check Empty Truck Weight Abnormality
determine_continuanceSilo85;Determine the Continuance of the Pickup
check_abnormalitytr144;Check Empty Truck Weight Abnormality
Lodge_Pcp378;Lodge Pickup Plan
determine_continuanceSilo85;Determine the Continuance of the Pickup
check_abnormalitytr85;Check Empty Truck Weight Abnormality
check_abnormalitytr27;Check Empty Truck Weight Abnormality
check_abnormalitytr248;Check Empty Truck Weight Abnormality
check_abnormalitytr182;Check Empty Truck Weight Abnormality
check_abnormalitytr214;Check Empty Truck Weight Abnormality
assign_trs_Pcp1803;Assign Truck
load_trucktr111;Load Truck
assign_trs_Pcp1803;Assign Truck
load_trucktr31;Load Truck
assign_trs_Pcp1803;Assign Truck
assign_trs_Pcp1803;Assign Truck
assign_trs_Pcp1803;Assign Truck
assign_trs_Pcp1803;Assign Truck
load_trucktr250;Load Truck
assign_trs_Pcp1803;Assign Truck
fail_weightr182;Fail to Weigh
fail_weightr248;Fail to Weigh
arrive_at_Silo21;Arrive at the Silo
arrive_at_Silo21;Arrive at the Silo
arrive_at_Silo21;Arrive at the Silo
arrive_at_Silo21;Arrive at the Silo
arrive_at_Silo21;Arrive at the Silo
determine_continuanceSilo21;Determine the Continuance of the Pickup
determine_continuanceSilo21;Determine the Continuance of the Pickup
determine_continuanceSilo21;Determine the Continuance of the Pickup
determine_continuanceSilo21;Determine the Continuance of the Pickup
trs_entrytr300;Enter the port
determine_continuanceSilo21;Determine the Continuance of the Pickup
load_trucktr121;Load Truck
trs_entrytr81;Enter the port
trs_entrytr19;Enter the port
load_trucktr85;Load Truck
load_trucktr214;Load Truck
trs_entrytr152;Enter the port
load_trucktr27;Load Truck
load_trucktr144;Load Truck
trs_entrytr272;Enter the port
weigh_empty_trucktr300;Weigh the Empty Truck
trs_entrytr198;Enter the port
weigh_loaded_trucktr111;Weigh the Loaded Truck
weigh_empty_trucktr19;Weigh the Empty Truck
weigh_empty_trucktr81;Weigh the Empty Truck
trs_entrytr297;Enter the port
weigh_loaded_trucktr250;Weigh the Loaded Truck
weigh_loaded_trucktr31;Weigh the Loaded Truck
weigh_empty_trucktr152;Weigh the Empty Truck
weigh_empty_trucktr272;Weigh the Empty Truck
weigh_empty_trucktr297;Weigh the Empty Truck
weigh_empty_trucktr198;Weigh the Empty Truck
check_abnormalitytr300;Check Empty Truck Weight Abnormality
check_abnormalitytr152;Check Empty Truck Weight Abnormality
check_abnormalitytr81;Check Empty Truck Weight Abnormality
check_abnormalitytr19;Check Empty Truck Weight Abnormality
assign_trs_Pcp1745;Assign Truck
assign_trs_Pcp1745;Assign Truck
check_abnormalitytr272;Check Empty Truck Weight Abnormality
assign_trs_Pcp1745;Assign Truck
assign_trs_Pcp1745;Assign Truck
weigh_loaded_trucktr214;Weigh the Loaded Truck
print_w_tickettr250;Print the Weighing Ticket
input_tally_sheettr250;Input the Tally Sheet
check_abnormalitytr297;Check Empty Truck Weight Abnormality
weigh_loaded_trucktr144;Weigh the Loaded Truck
weigh_loaded_trucktr121;Weigh the Loaded Truck
print_w_tickettr111;Print the Weighing Ticket
input_tally_sheettr111;Input the Tally Sheet
weigh_loaded_trucktr85;Weigh the Loaded Truck
fail_weightr152;Fail to Weigh
print_w_tickettr31;Print the Weighing Ticket
input_tally_sheettr31;Input the Tally Sheet
assign_trs_Pcp739;Assign Truck
weigh_loaded_trucktr27;Weigh the Loaded Truck
check_abnormalitytr198;Check Empty Truck Weight Abnormality
assign_trs_Pcp739;Assign Truck
assign_trs_Pcp739;Assign Truck
assign_trs_Pcp739;Assign Truck
assign_trs_Pcp739;Assign Truck
assign_trs_Pcp739;Assign Truck
assign_trs_Pcp378;Assign Truck
eval_trs_exittr250_Pcp1661;Evaluate the Truck Exit
assign_trs_Pcp378;Assign Truck
assign_trs_Pcp378;Assign Truck
eval_trs_exittr31_Pcp1661;Evaluate the Truck Exit
arrive_at_Silo71;Arrive at the Silo
assign_trs_Pcp378;Assign Truck
fail_weightr297;Fail to Weigh
arrive_at_Silo71;Arrive at the Silo
arrive_at_Silo71;Arrive at the Silo
arrive_at_Silo71;Arrive at the Silo
eval_trs_exittr111_Pcp1661;Evaluate the Truck Exit
print_w_tickettr214;Print the Weighing Ticket
input_tally_sheettr214;Input the Tally Sheet
Lodge_Pcp1242;Lodge Pickup Plan
trs_entrytr240;Enter the port
trs_entrytr151;Enter the port
determine_continuanceSilo71;Determine the Continuance of the Pickup
trs_entrytr213;Enter the port
determine_continuanceSilo71;Determine the Continuance of the Pickup
arrive_at_Silo71;Arrive at the Silo
determine_continuanceSilo71;Determine the Continuance of the Pickup
determine_continuanceSilo71;Determine the Continuance of the Pickup
print_w_tickettr27;Print the Weighing Ticket
input_tally_sheettr27;Input the Tally Sheet
eval_trs_exittr214_Pcp1555;Evaluate the Truck Exit
load_trucktr81;Load Truck
load_trucktr272;Load Truck
weigh_empty_trucktr240;Weigh the Empty Truck
weigh_empty_trucktr151;Weigh the Empty Truck
load_trucktr300;Load Truck
print_w_tickettr144;Print the Weighing Ticket
input_tally_sheettr144;Input the Tally Sheet
load_trucktr19;Load Truck
trs_entrytr59;Enter the port
trs_entrytr277;Enter the port
input_tally_sheettr85;Input the Tally Sheet
print_w_tickettr85;Print the Weighing Ticket
weigh_empty_trucktr213;Weigh the Empty Truck
input_tally_sheettr121;Input the Tally Sheet
print_w_tickettr121;Print the Weighing Ticket
determine_continuanceSilo71;Determine the Continuance of the Pickup
trs_entrytr28;Enter the port
trs_entrytr10;Enter the port
eval_trs_exittr27_Pcp1555;Evaluate the Truck Exit
trs_entrytr241;Enter the port
trs_entrytr50;Enter the port
weigh_empty_trucktr277;Weigh the Empty Truck
trs_entrytr266;Enter the port
weigh_empty_trucktr59;Weigh the Empty Truck
eval_trs_exittr85_Pcp1555;Evaluate the Truck Exit
load_trucktr198;Load Truck
eval_trs_exittr144_Pcp1555;Evaluate the Truck Exit
trs_entrytr118;Enter the port
eval_trs_exittr121_Pcp1555;Evaluate the Truck Exit
weigh_empty_trucktr28;Weigh the Empty Truck
check_abnormalitytr151;Check Empty Truck Weight Abnormality
trs_entrytr184;Enter the port
check_abnormalitytr213;Check Empty Truck Weight Abnormality
check_abnormalitytr240;Check Empty Truck Weight Abnormality
trs_entrytr69;Enter the port
trs_entrytr82;Enter the port
weigh_empty_trucktr241;Weigh the Empty Truck
weigh_empty_trucktr10;Weigh the Empty Truck
weigh_empty_trucktr50;Weigh the Empty Truck
weigh_empty_trucktr266;Weigh the Empty Truck
weigh_empty_trucktr118;Weigh the Empty Truck
weigh_empty_trucktr82;Weigh the Empty Truck
weigh_empty_trucktr69;Weigh the Empty Truck
weigh_empty_trucktr184;Weigh the Empty Truck
check_abnormalitytr59;Check Empty Truck Weight Abnormality
weigh_loaded_trucktr81;Weigh the Loaded Truck
check_abnormalitytr277;Check Empty Truck Weight Abnormality
weigh_loaded_trucktr300;Weigh the Loaded Truck
arrive_at_Silo10;Arrive at the Silo
arrive_at_Silo10;Arrive at the Silo
check_abnormalitytr10;Check Empty Truck Weight Abnormality
check_abnormalitytr28;Check Empty Truck Weight Abnormality
check_abnormalitytr241;Check Empty Truck Weight Abnormality
check_abnormalitytr50;Check Empty Truck Weight Abnormality
weigh_loaded_trucktr272;Weigh the Loaded Truck
check_abnormalitytr118;Check Empty Truck Weight Abnormality
arrive_at_Silo10;Arrive at the Silo
weigh_loaded_trucktr19;Weigh the Loaded Truck
check_abnormalitytr266;Check Empty Truck Weight Abnormality
check_abnormalitytr69;Check Empty Truck Weight Abnormality
check_abnormalitytr82;Check Empty Truck Weight Abnormality
determine_continuanceSilo10;Determine the Continuance of the Pickup
fail_weightr28;Fail to Weigh
Lodge_Pcp1310;Lodge Pickup Plan
determine_continuanceSilo10;Determine the Continuance of the Pickup
fail_weightr50;Fail to Weigh
check_abnormalitytr184;Check Empty Truck Weight Abnormality
determine_continuanceSilo10;Determine the Continuance of the Pickup
fail_weightr266;Fail to Weigh
weigh_loaded_trucktr198;Weigh the Loaded Truck
assign_trs_Pcp1242;Assign Truck
assign_trs_Pcp1242;Assign Truck
arrive_at_Silo10;Arrive at the Silo
load_trucktr213;Load Truck
assign_trs_Pcp1242;Assign Truck
assign_trs_Pcp1242;Assign Truck
load_trucktr240;Load Truck
assign_trs_Pcp1242;Assign Truck
assign_trs_Pcp1242;Assign Truck
assign_trs_Pcp1242;Assign Truck
load_trucktr151;Load Truck
arrive_at_Silo75;Arrive at the Silo
fail_weightr69;Fail to Weigh
Lodge_Pcp74;Lodge Pickup Plan
input_tally_sheettr300;Input the Tally Sheet
print_w_tickettr300;Print the Weighing Ticket
arrive_at_Silo32;Arrive at the Silo
arrive_at_Silo75;Arrive at the Silo
input_tally_sheettr272;Input the Tally Sheet
print_w_tickettr272;Print the Weighing Ticket
arrive_at_Silo75;Arrive at the Silo
print_w_tickettr81;Print the Weighing Ticket
input_tally_sheettr81;Input the Tally Sheet
determine_continuanceSilo10;Determine the Continuance of the Pickup
print_w_tickettr19;Print the Weighing Ticket
input_tally_sheettr19;Input the Tally Sheet
arrive_at_Silo75;Arrive at the Silo
determine_continuanceSilo75;Determine the Continuance of the Pickup
arrive_at_Silo32;Arrive at the Silo
determine_continuanceSilo75;Determine the Continuance of the Pickup
load_trucktr59;Load Truck
determine_continuanceSilo32;Determine the Continuance of the Pickup
eval_trs_exittr300_Pcp1803;Evaluate the Truck Exit
Lodge_Pcp788;Lodge Pickup Plan
determine_continuanceSilo75;Determine the Continuance of the Pickup
eval_trs_exittr272_Pcp1803;Evaluate the Truck Exit
eval_trs_exittr81_Pcp1803;Evaluate the Truck Exit
load_trucktr118;Load Truck
load_trucktr277;Load Truck
load_trucktr10;Load Truck
eval_trs_exittr19_Pcp1803;Evaluate the Truck Exit
load_trucktr241;Load Truck
determine_continuanceSilo32;Determine the Continuance of the Pickup
determine_continuanceSilo75;Determine the Continuance of the Pickup
trs_entrytr289;Enter the port
print_w_tickettr198;Print the Weighing Ticket
input_tally_sheettr198;Input the Tally Sheet
trs_entrytr254;Enter the port
load_trucktr82;Load Truck
load_trucktr184;Load Truck
trs_entrytr229;Enter the port
Lodge_Pcp500;Lodge Pickup Plan
trs_entrytr124;Enter the port
weigh_empty_trucktr289;Weigh the Empty Truck
eval_trs_exittr198_Pcp1803;Evaluate the Truck Exit
weigh_empty_trucktr254;Weigh the Empty Truck
trs_entrytr114;Enter the port
trs_entrytr291;Enter the port
trs_entrytr71;Enter the port
weigh_loaded_trucktr213;Weigh the Loaded Truck
weigh_empty_trucktr124;Weigh the Empty Truck
weigh_empty_trucktr229;Weigh the Empty Truck
weigh_empty_trucktr114;Weigh the Empty Truck
weigh_loaded_trucktr240;Weigh the Loaded Truck
weigh_loaded_trucktr151;Weigh the Loaded Truck
weigh_empty_trucktr291;Weigh the Empty Truck
check_abnormalitytr289;Check Empty Truck Weight Abnormality
weigh_empty_trucktr71;Weigh the Empty Truck
check_abnormalitytr254;Check Empty Truck Weight Abnormality
check_abnormalitytr229;Check Empty Truck Weight Abnormality
assign_trs_Pcp1310;Assign Truck
assign_trs_Pcp1310;Assign Truck
weigh_loaded_trucktr118;Weigh the Loaded Truck
assign_trs_Pcp1310;Assign Truck
weigh_loaded_trucktr241;Weigh the Loaded Truck
check_abnormalitytr124;Check Empty Truck Weight Abnormality
assign_trs_Pcp1310;Assign Truck
check_abnormalitytr114;Check Empty Truck Weight Abnormality
assign_trs_Pcp1310;Assign Truck
weigh_loaded_trucktr59;Weigh the Loaded Truck
fail_weightr229;Fail to Weigh
print_w_tickettr240;Print the Weighing Ticket
input_tally_sheettr240;Input the Tally Sheet
weigh_loaded_trucktr10;Weigh the Loaded Truck
print_w_tickettr213;Print the Weighing Ticket
input_tally_sheettr213;Input the Tally Sheet
weigh_loaded_trucktr184;Weigh the Loaded Truck
print_w_tickettr151;Print the Weighing Ticket
input_tally_sheettr151;Input the Tally Sheet
weigh_loaded_trucktr277;Weigh the Loaded Truck
assign_trs_Pcp74;Assign Truck
assign_trs_Pcp74;Assign Truck
weigh_loaded_trucktr82;Weigh the Loaded Truck
check_abnormalitytr291;Check Empty Truck Weight Abnormality
check_abnormalitytr71;Check Empty Truck Weight Abnormality
fail_weightr124;Fail to Weigh
assign_trs_Pcp74;Assign Truck
assign_trs_Pcp74;Assign Truck
assign_trs_Pcp74;Assign Truck
assign_trs_Pcp74;Assign Truck
assign_trs_Pcp74;Assign Truck
fail_weightr114;Fail to Weigh
arrive_at_Silo55;Arrive at the Silo
arrive_at_Silo55;Arrive at the Silo
eval_trs_exittr240_Pcp1745;Evaluate the Truck Exit
eval_trs_exittr213_Pcp1745;Evaluate the Truck Exit
fail_weightr71;Fail to Weigh
eval_trs_exittr151_Pcp1745;Evaluate the Truck Exit
assign_trs_Pcp788;Assign Truck
assign_trs_Pcp788;Assign Truck
assign_trs_Pcp788;Assign Truck
Lodge_Pcp430;Lodge Pickup Plan
print_w_tickettr118;Print the Weighing Ticket
input_tally_sheettr118;Input the Tally Sheet
assign_trs_Pcp788;Assign Truck
determine_continuanceSilo55;Determine the Continuance of the Pickup
trs_entrytr127;Enter the port
determine_continuanceSilo55;Determine the Continuance of the Pickup
arrive_at_Silo55;Arrive at the Silo
trs_entrytr161;Enter the port
print_w_tickettr184;Print the Weighing Ticket
input_tally_sheettr184;Input the Tally Sheet
input_tally_sheettr241;Input the Tally Sheet
print_w_tickettr241;Print the Weighing Ticket
input_tally_sheettr82;Input the Tally Sheet
print_w_tickettr82;Print the Weighing Ticket
input_tally_sheettr10;Input the Tally Sheet
print_w_tickettr10;Print the Weighing Ticket
load_trucktr289;Load Truck
input_tally_sheettr59;Input the Tally Sheet
print_w_tickettr59;Print the Weighing Ticket
load_trucktr254;Load Truck
eval_trs_exittr118_Pcp739;Evaluate the Truck Exit
trs_entrytr248;Enter the port
print_w_tickettr277;Print the Weighing Ticket
input_tally_sheettr277;Input the Tally Sheet
trs_entrytr193;Enter the port
assign_trs_Pcp500;Assign Truck
trs_entrytr109;Enter the port
trs_entrytr192;Enter the port
trs_entrytr41;Enter the port
assign_trs_Pcp500;Assign Truck
weigh_empty_trucktr127;Weigh the Empty Truck
determine_continuanceSilo55;Determine the Continuance of the Pickup
assign_trs_Pcp500;Assign Truck
assign_trs_Pcp500;Assign Truck
assign_trs_Pcp500;Assign Truck
trs_entrytr211;Enter the port
assign_trs_Pcp500;Assign Truck
weigh_empty_trucktr161;Weigh the Empty Truck
eval_trs_exittr10_Pcp378;Evaluate the Truck Exit
eval_trs_exittr184_Pcp739;Evaluate the Truck Exit
eval_trs_exittr241_Pcp739;Evaluate the Truck Exit
eval_trs_exittr82_Pcp378;Evaluate the Truck Exit
trs_entrytr145;Enter the port
weigh_empty_trucktr248;Weigh the Empty Truck
trs_entrytr56;Enter the port
trs_entrytr53;Enter the port
load_trucktr291;Load Truck
eval_trs_exittr59_Pcp1745;Evaluate the Truck Exit
