ocel_event_id;ocel_object_id;ocel_qualifier
assign_trs_Pcp1313;tr97;Pickup plan trucks assignment
assign_trs_Pcp1313;tr154;Pickup plan trucks assignment
assign_trs_Pcp1313;tr71;Pickup plan trucks assignment
trs_entrytr196;tr196;Entry evaluation for truck
trs_entrytr51;tr51;Entry evaluation for truck
weigh_empty_trucktr289;tr289;Empty truck weighed
eval_trs_exittr191_Pcp1270;tr191;Exit evaluation for truck
weigh_empty_trucktr285;tr285;Empty truck weighed
trs_entrytr55;tr55;Entry evaluation for truck
trs_entrytr110;tr110;Entry evaluation for truck
weigh_loaded_trucktr40;tr40;Truck weighed
weigh_empty_trucktr196;tr196;Empty truck weighed
weigh_empty_trucktr51;tr51;Empty truck weighed
weigh_empty_trucktr55;tr55;Empty truck weighed
weigh_empty_trucktr110;tr110;Empty truck weighed
check_abnormalitytr285;tr285;truck exmained for empty weight abnormality
check_abnormalitytr289;tr289;truck exmained for empty weight abnormality
check_abnormalitytr51;tr51;truck exmained for empty weight abnormality
check_abnormalitytr196;tr196;truck exmained for empty weight abnormality
check_abnormalitytr110;tr110;truck exmained for empty weight abnormality
check_abnormalitytr55;tr55;truck exmained for empty weight abnormality
trs_entrytr154;tr154;Entry evaluation for truck
Lodge_Pcp217;Pcp217;lodged pickup plan
Lodge_Pcp217;Cr1853;cargo to be picked up
fail_weightr289;tr289;Truck failed to be weighed
print_w_tickettr40;tr40;Printed weighing ticket for pickup plan
input_tally_sheettr40;tr40;Tally Sheet for pickup plan
arrive_at_Silo7;Silo7;Silo for truck load
trs_entrytr97;tr97;Entry evaluation for truck
weigh_empty_trucktr154;tr154;Empty truck weighed
trs_entrytr71;tr71;Entry evaluation for truck
arrive_at_Silo7;Silo7;Silo for truck load
eval_trs_exittr40_Pcp1439;tr40;Exit evaluation for truck
arrive_at_Silo7;Silo7;Silo for truck load
determine_continuanceSilo7;Silo7;silo evaluated for pickup continuance
arrive_at_Silo7;Silo7;Silo for truck load
arrive_at_Silo7;Silo7;Silo for truck load
weigh_empty_trucktr97;tr97;Empty truck weighed
weigh_empty_trucktr71;tr71;Empty truck weighed
load_trucktr285;tr285;cargo load for truck
determine_continuanceSilo7;Silo7;silo evaluated for pickup continuance
determine_continuanceSilo7;Silo7;silo evaluated for pickup continuance
determine_continuanceSilo7;Silo7;silo evaluated for pickup continuance
load_trucktr51;tr51;cargo load for truck
check_abnormalitytr154;tr154;truck exmained for empty weight abnormality
determine_continuanceSilo7;Silo7;silo evaluated for pickup continuance
load_trucktr196;tr196;cargo load for truck
check_abnormalitytr97;tr97;truck exmained for empty weight abnormality
check_abnormalitytr71;tr71;truck exmained for empty weight abnormality
load_trucktr110;tr110;cargo load for truck
load_trucktr55;tr55;cargo load for truck
fail_weightr71;tr71;Truck failed to be weighed
arrive_at_Silo46;Silo46;Silo for truck load
arrive_at_Silo46;Silo46;Silo for truck load
determine_continuanceSilo46;Silo46;silo evaluated for pickup continuance
determine_continuanceSilo46;Silo46;silo evaluated for pickup continuance
load_trucktr97;tr97;cargo load for truck
load_trucktr154;tr154;cargo load for truck
weigh_loaded_trucktr285;tr285;Truck weighed
weigh_loaded_trucktr196;tr196;Truck weighed
weigh_loaded_trucktr51;tr51;Truck weighed
weigh_loaded_trucktr110;tr110;Truck weighed
weigh_loaded_trucktr55;tr55;Truck weighed
print_w_tickettr285;tr285;Printed weighing ticket for pickup plan
input_tally_sheettr285;tr285;Tally Sheet for pickup plan
weigh_loaded_trucktr97;tr97;Truck weighed
input_tally_sheettr196;tr196;Tally Sheet for pickup plan
print_w_tickettr196;tr196;Printed weighing ticket for pickup plan
weigh_loaded_trucktr154;tr154;Truck weighed
eval_trs_exittr285_Pcp157;tr285;Exit evaluation for truck
print_w_tickettr51;tr51;Printed weighing ticket for pickup plan
input_tally_sheettr51;tr51;Tally Sheet for pickup plan
eval_trs_exittr196_Pcp157;tr196;Exit evaluation for truck
input_tally_sheettr110;tr110;Tally Sheet for pickup plan
print_w_tickettr110;tr110;Printed weighing ticket for pickup plan
input_tally_sheettr55;tr55;Tally Sheet for pickup plan
print_w_tickettr55;tr55;Printed weighing ticket for pickup plan
eval_trs_exittr51_Pcp157;tr51;Exit evaluation for truck
eval_trs_exittr110_Pcp157;tr110;Exit evaluation for truck
eval_trs_exittr55_Pcp157;tr55;Exit evaluation for truck
print_w_tickettr97;tr97;Printed weighing ticket for pickup plan
input_tally_sheettr97;tr97;Tally Sheet for pickup plan
print_w_tickettr154;tr154;Printed weighing ticket for pickup plan
input_tally_sheettr154;tr154;Tally Sheet for pickup plan
eval_trs_exittr97_Pcp1313;tr97;Exit evaluation for truck
eval_trs_exittr154_Pcp1313;tr154;Exit evaluation for truck
Lodge_Pcp1661;Pcp1661;lodged pickup plan
Lodge_Pcp1661;Cr1563;cargo to be picked up
assign_trs_Pcp217;tr41;Pickup plan trucks assignment
assign_trs_Pcp217;tr133;Pickup plan trucks assignment
assign_trs_Pcp217;tr62;Pickup plan trucks assignment
assign_trs_Pcp217;tr162;Pickup plan trucks assignment
Lodge_Pcp1555;Pcp1555;lodged pickup plan
Lodge_Pcp1555;Cr1885;cargo to be picked up
trs_entrytr41;tr41;Entry evaluation for truck
trs_entrytr133;tr133;Entry evaluation for truck
trs_entrytr162;tr162;Entry evaluation for truck
trs_entrytr62;tr62;Entry evaluation for truck
weigh_empty_trucktr41;tr41;Empty truck weighed
weigh_empty_trucktr133;tr133;Empty truck weighed
weigh_empty_trucktr162;tr162;Empty truck weighed
weigh_empty_trucktr62;tr62;Empty truck weighed
check_abnormalitytr41;tr41;truck exmained for empty weight abnormality
check_abnormalitytr133;tr133;truck exmained for empty weight abnormality
check_abnormalitytr62;tr62;truck exmained for empty weight abnormality
check_abnormalitytr162;tr162;truck exmained for empty weight abnormality
fail_weightr62;tr62;Truck failed to be weighed
arrive_at_Silo65;Silo65;Silo for truck load
arrive_at_Silo65;Silo65;Silo for truck load
arrive_at_Silo65;Silo65;Silo for truck load
determine_continuanceSilo65;Silo65;silo evaluated for pickup continuance
determine_continuanceSilo65;Silo65;silo evaluated for pickup continuance
determine_continuanceSilo65;Silo65;silo evaluated for pickup continuance
load_trucktr162;tr162;cargo load for truck
load_trucktr41;tr41;cargo load for truck
load_trucktr133;tr133;cargo load for truck
weigh_loaded_trucktr162;tr162;Truck weighed
weigh_loaded_trucktr41;tr41;Truck weighed
weigh_loaded_trucktr133;tr133;Truck weighed
input_tally_sheettr162;tr162;Tally Sheet for pickup plan
print_w_tickettr162;tr162;Printed weighing ticket for pickup plan
input_tally_sheettr41;tr41;Tally Sheet for pickup plan
print_w_tickettr41;tr41;Printed weighing ticket for pickup plan
eval_trs_exittr162_Pcp217;tr162;Exit evaluation for truck
eval_trs_exittr41_Pcp217;tr41;Exit evaluation for truck
print_w_tickettr133;tr133;Printed weighing ticket for pickup plan
input_tally_sheettr133;tr133;Tally Sheet for pickup plan
eval_trs_exittr133_Pcp217;tr133;Exit evaluation for truck
Lodge_Pcp1803;Pcp1803;lodged pickup plan
Lodge_Pcp1803;Cr303;cargo to be picked up
assign_trs_Pcp1661;tr111;Pickup plan trucks assignment
assign_trs_Pcp1661;tr259;Pickup plan trucks assignment
assign_trs_Pcp1661;tr250;Pickup plan trucks assignment
assign_trs_Pcp1661;tr31;Pickup plan trucks assignment
assign_trs_Pcp1661;tr99;Pickup plan trucks assignment
assign_trs_Pcp1661;tr286;Pickup plan trucks assignment
assign_trs_Pcp1661;tr200;Pickup plan trucks assignment
assign_trs_Pcp1555;tr85;Pickup plan trucks assignment
assign_trs_Pcp1555;tr248;Pickup plan trucks assignment
assign_trs_Pcp1555;tr144;Pickup plan trucks assignment
assign_trs_Pcp1555;tr182;Pickup plan trucks assignment
assign_trs_Pcp1555;tr121;Pickup plan trucks assignment
assign_trs_Pcp1555;tr214;Pickup plan trucks assignment
assign_trs_Pcp1555;tr27;Pickup plan trucks assignment
trs_entrytr111;tr111;Entry evaluation for truck
trs_entrytr31;tr31;Entry evaluation for truck
trs_entrytr259;tr259;Entry evaluation for truck
trs_entrytr286;tr286;Entry evaluation for truck
trs_entrytr250;tr250;Entry evaluation for truck
trs_entrytr99;tr99;Entry evaluation for truck
trs_entrytr200;tr200;Entry evaluation for truck
weigh_empty_trucktr31;tr31;Empty truck weighed
weigh_empty_trucktr259;tr259;Empty truck weighed
weigh_empty_trucktr111;tr111;Empty truck weighed
weigh_empty_trucktr286;tr286;Empty truck weighed
weigh_empty_trucktr250;tr250;Empty truck weighed
weigh_empty_trucktr99;tr99;Empty truck weighed
weigh_empty_trucktr200;tr200;Empty truck weighed
check_abnormalitytr31;tr31;truck exmained for empty weight abnormality
trs_entrytr85;tr85;Entry evaluation for truck
trs_entrytr121;tr121;Entry evaluation for truck
trs_entrytr144;tr144;Entry evaluation for truck
check_abnormalitytr111;tr111;truck exmained for empty weight abnormality
check_abnormalitytr259;tr259;truck exmained for empty weight abnormality
check_abnormalitytr250;tr250;truck exmained for empty weight abnormality
check_abnormalitytr286;tr286;truck exmained for empty weight abnormality
check_abnormalitytr99;tr99;truck exmained for empty weight abnormality
trs_entrytr214;tr214;Entry evaluation for truck
trs_entrytr248;tr248;Entry evaluation for truck
Lodge_Pcp1745;Pcp1745;lodged pickup plan
Lodge_Pcp1745;Cr497;cargo to be picked up
check_abnormalitytr200;tr200;truck exmained for empty weight abnormality
trs_entrytr27;tr27;Entry evaluation for truck
weigh_empty_trucktr121;tr121;Empty truck weighed
trs_entrytr182;tr182;Entry evaluation for truck
weigh_empty_trucktr85;tr85;Empty truck weighed
fail_weightr286;tr286;Truck failed to be weighed
weigh_empty_trucktr144;tr144;Empty truck weighed
fail_weightr259;tr259;Truck failed to be weighed
weigh_empty_trucktr214;tr214;Empty truck weighed
fail_weightr99;tr99;Truck failed to be weighed
fail_weightr200;tr200;Truck failed to be weighed
weigh_empty_trucktr248;tr248;Empty truck weighed
arrive_at_Silo85;Silo85;Silo for truck load
weigh_empty_trucktr182;tr182;Empty truck weighed
arrive_at_Silo85;Silo85;Silo for truck load
weigh_empty_trucktr27;tr27;Empty truck weighed
arrive_at_Silo85;Silo85;Silo for truck load
Lodge_Pcp739;Pcp739;lodged pickup plan
Lodge_Pcp739;Cr1795;cargo to be picked up
determine_continuanceSilo85;Silo85;silo evaluated for pickup continuance
check_abnormalitytr121;tr121;truck exmained for empty weight abnormality
determine_continuanceSilo85;Silo85;silo evaluated for pickup continuance
check_abnormalitytr144;tr144;truck exmained for empty weight abnormality
Lodge_Pcp378;Pcp378;lodged pickup plan
Lodge_Pcp378;Cr208;cargo to be picked up
determine_continuanceSilo85;Silo85;silo evaluated for pickup continuance
check_abnormalitytr85;tr85;truck exmained for empty weight abnormality
check_abnormalitytr27;tr27;truck exmained for empty weight abnormality
check_abnormalitytr248;tr248;truck exmained for empty weight abnormality
check_abnormalitytr182;tr182;truck exmained for empty weight abnormality
check_abnormalitytr214;tr214;truck exmained for empty weight abnormality
assign_trs_Pcp1803;tr19;Pickup plan trucks assignment
load_trucktr111;tr111;cargo load for truck
assign_trs_Pcp1803;tr81;Pickup plan trucks assignment
load_trucktr31;tr31;cargo load for truck
assign_trs_Pcp1803;tr300;Pickup plan trucks assignment
assign_trs_Pcp1803;tr152;Pickup plan trucks assignment
assign_trs_Pcp1803;tr198;Pickup plan trucks assignment
assign_trs_Pcp1803;tr272;Pickup plan trucks assignment
load_trucktr250;tr250;cargo load for truck
assign_trs_Pcp1803;tr297;Pickup plan trucks assignment
fail_weightr182;tr182;Truck failed to be weighed
fail_weightr248;tr248;Truck failed to be weighed
arrive_at_Silo21;Silo21;Silo for truck load
arrive_at_Silo21;Silo21;Silo for truck load
arrive_at_Silo21;Silo21;Silo for truck load
arrive_at_Silo21;Silo21;Silo for truck load
arrive_at_Silo21;Silo21;Silo for truck load
determine_continuanceSilo21;Silo21;silo evaluated for pickup continuance
determine_continuanceSilo21;Silo21;silo evaluated for pickup continuance
determine_continuanceSilo21;Silo21;silo evaluated for pickup continuance
determine_continuanceSilo21;Silo21;silo evaluated for pickup continuance
trs_entrytr300;tr300;Entry evaluation for truck
determine_continuanceSilo21;Silo21;silo evaluated for pickup continuance
load_trucktr121;tr121;cargo load for truck
trs_entrytr81;tr81;Entry evaluation for truck
trs_entrytr19;tr19;Entry evaluation for truck
load_trucktr85;tr85;cargo load for truck
load_trucktr214;tr214;cargo load for truck
trs_entrytr152;tr152;Entry evaluation for truck
load_trucktr27;tr27;cargo load for truck
load_trucktr144;tr144;cargo load for truck
trs_entrytr272;tr272;Entry evaluation for truck
weigh_empty_trucktr300;tr300;Empty truck weighed
trs_entrytr198;tr198;Entry evaluation for truck
weigh_loaded_trucktr111;tr111;Truck weighed
weigh_empty_trucktr19;tr19;Empty truck weighed
weigh_empty_trucktr81;tr81;Empty truck weighed
trs_entrytr297;tr297;Entry evaluation for truck
weigh_loaded_trucktr250;tr250;Truck weighed
weigh_loaded_trucktr31;tr31;Truck weighed
weigh_empty_trucktr152;tr152;Empty truck weighed
weigh_empty_trucktr272;tr272;Empty truck weighed
weigh_empty_trucktr297;tr297;Empty truck weighed
weigh_empty_trucktr198;tr198;Empty truck weighed
check_abnormalitytr300;tr300;truck exmained for empty weight abnormality
check_abnormalitytr152;tr152;truck exmained for empty weight abnormality
check_abnormalitytr81;tr81;truck exmained for empty weight abnormality
check_abnormalitytr19;tr19;truck exmained for empty weight abnormality
assign_trs_Pcp1745;tr213;Pickup plan trucks assignment
assign_trs_Pcp1745;tr151;Pickup plan trucks assignment
check_abnormalitytr272;tr272;truck exmained for empty weight abnormality
assign_trs_Pcp1745;tr240;Pickup plan trucks assignment
assign_trs_Pcp1745;tr59;Pickup plan trucks assignment
weigh_loaded_trucktr214;tr214;Truck weighed
print_w_tickettr250;tr250;Printed weighing ticket for pickup plan
input_tally_sheettr250;tr250;Tally Sheet for pickup plan
check_abnormalitytr297;tr297;truck exmained for empty weight abnormality
weigh_loaded_trucktr144;tr144;Truck weighed
weigh_loaded_trucktr121;tr121;Truck weighed
print_w_tickettr111;tr111;Printed weighing ticket for pickup plan
input_tally_sheettr111;tr111;Tally Sheet for pickup plan
weigh_loaded_trucktr85;tr85;Truck weighed
fail_weightr152;tr152;Truck failed to be weighed
print_w_tickettr31;tr31;Printed weighing ticket for pickup plan
input_tally_sheettr31;tr31;Tally Sheet for pickup plan
assign_trs_Pcp739;tr277;Pickup plan trucks assignment
weigh_loaded_trucktr27;tr27;Truck weighed
check_abnormalitytr198;tr198;truck exmained for empty weight abnormality
assign_trs_Pcp739;tr118;Pickup plan trucks assignment
assign_trs_Pcp739;tr184;Pickup plan trucks assignment
assign_trs_Pcp739;tr28;Pickup plan trucks assignment
assign_trs_Pcp739;tr241;Pickup plan trucks assignment
assign_trs_Pcp739;tr50;Pickup plan trucks assignment
assign_trs_Pcp378;tr10;Pickup plan trucks assignment
eval_trs_exittr250_Pcp1661;tr250;Exit evaluation for truck
assign_trs_Pcp378;tr82;Pickup plan trucks assignment
assign_trs_Pcp378;tr266;Pickup plan trucks assignment
eval_trs_exittr31_Pcp1661;tr31;Exit evaluation for truck
arrive_at_Silo71;Silo71;Silo for truck load
assign_trs_Pcp378;tr69;Pickup plan trucks assignment
fail_weightr297;tr297;Truck failed to be weighed
arrive_at_Silo71;Silo71;Silo for truck load
arrive_at_Silo71;Silo71;Silo for truck load
arrive_at_Silo71;Silo71;Silo for truck load
eval_trs_exittr111_Pcp1661;tr111;Exit evaluation for truck
print_w_tickettr214;tr214;Printed weighing ticket for pickup plan
input_tally_sheettr214;tr214;Tally Sheet for pickup plan
Lodge_Pcp1242;Pcp1242;lodged pickup plan
Lodge_Pcp1242;Cr1722;cargo to be picked up
trs_entrytr240;tr240;Entry evaluation for truck
trs_entrytr151;tr151;Entry evaluation for truck
determine_continuanceSilo71;Silo71;silo evaluated for pickup continuance
trs_entrytr213;tr213;Entry evaluation for truck
determine_continuanceSilo71;Silo71;silo evaluated for pickup continuance
arrive_at_Silo71;Silo71;Silo for truck load
determine_continuanceSilo71;Silo71;silo evaluated for pickup continuance
determine_continuanceSilo71;Silo71;silo evaluated for pickup continuance
print_w_tickettr27;tr27;Printed weighing ticket for pickup plan
input_tally_sheettr27;tr27;Tally Sheet for pickup plan
eval_trs_exittr214_Pcp1555;tr214;Exit evaluation for truck
load_trucktr81;tr81;cargo load for truck
load_trucktr272;tr272;cargo load for truck
weigh_empty_trucktr240;tr240;Empty truck weighed
weigh_empty_trucktr151;tr151;Empty truck weighed
load_trucktr300;tr300;cargo load for truck
print_w_tickettr144;tr144;Printed weighing ticket for pickup plan
input_tally_sheettr144;tr144;Tally Sheet for pickup plan
load_trucktr19;tr19;cargo load for truck
trs_entrytr59;tr59;Entry evaluation for truck
trs_entrytr277;tr277;Entry evaluation for truck
input_tally_sheettr85;tr85;Tally Sheet for pickup plan
print_w_tickettr85;tr85;Printed weighing ticket for pickup plan
weigh_empty_trucktr213;tr213;Empty truck weighed
input_tally_sheettr121;tr121;Tally Sheet for pickup plan
print_w_tickettr121;tr121;Printed weighing ticket for pickup plan
determine_continuanceSilo71;Silo71;silo evaluated for pickup continuance
trs_entrytr28;tr28;Entry evaluation for truck
trs_entrytr10;tr10;Entry evaluation for truck
eval_trs_exittr27_Pcp1555;tr27;Exit evaluation for truck
trs_entrytr241;tr241;Entry evaluation for truck
trs_entrytr50;tr50;Entry evaluation for truck
weigh_empty_trucktr277;tr277;Empty truck weighed
trs_entrytr266;tr266;Entry evaluation for truck
weigh_empty_trucktr59;tr59;Empty truck weighed
eval_trs_exittr85_Pcp1555;tr85;Exit evaluation for truck
load_trucktr198;tr198;cargo load for truck
eval_trs_exittr144_Pcp1555;tr144;Exit evaluation for truck
trs_entrytr118;tr118;Entry evaluation for truck
eval_trs_exittr121_Pcp1555;tr121;Exit evaluation for truck
weigh_empty_trucktr28;tr28;Empty truck weighed
check_abnormalitytr151;tr151;truck exmained for empty weight abnormality
trs_entrytr184;tr184;Entry evaluation for truck
check_abnormalitytr213;tr213;truck exmained for empty weight abnormality
check_abnormalitytr240;tr240;truck exmained for empty weight abnormality
trs_entrytr69;tr69;Entry evaluation for truck
trs_entrytr82;tr82;Entry evaluation for truck
weigh_empty_trucktr241;tr241;Empty truck weighed
weigh_empty_trucktr10;tr10;Empty truck weighed
weigh_empty_trucktr50;tr50;Empty truck weighed
weigh_empty_trucktr266;tr266;Empty truck weighed
weigh_empty_trucktr118;tr118;Empty truck weighed
weigh_empty_trucktr82;tr82;Empty truck weighed
weigh_empty_trucktr69;tr69;Empty truck weighed
weigh_empty_trucktr184;tr184;Empty truck weighed
check_abnormalitytr59;tr59;truck exmained for empty weight abnormality
weigh_loaded_trucktr81;tr81;Truck weighed
check_abnormalitytr277;tr277;truck exmained for empty weight abnormality
weigh_loaded_trucktr300;tr300;Truck weighed
arrive_at_Silo10;Silo10;Silo for truck load
arrive_at_Silo10;Silo10;Silo for truck load
check_abnormalitytr10;tr10;truck exmained for empty weight abnormality
check_abnormalitytr28;tr28;truck exmained for empty weight abnormality
check_abnormalitytr241;tr241;truck exmained for empty weight abnormality
check_abnormalitytr50;tr50;truck exmained for empty weight abnormality
weigh_loaded_trucktr272;tr272;Truck weighed
check_abnormalitytr118;tr118;truck exmained for empty weight abnormality
arrive_at_Silo10;Silo10;Silo for truck load
weigh_loaded_trucktr19;tr19;Truck weighed
check_abnormalitytr266;tr266;truck exmained for empty weight abnormality
check_abnormalitytr69;tr69;truck exmained for empty weight abnormality
check_abnormalitytr82;tr82;truck exmained for empty weight abnormality
determine_continuanceSilo10;Silo10;silo evaluated for pickup continuance
fail_weightr28;tr28;Truck failed to be weighed
Lodge_Pcp1310;Pcp1310;lodged pickup plan
Lodge_Pcp1310;Cr301;cargo to be picked up
determine_continuanceSilo10;Silo10;silo evaluated for pickup continuance
fail_weightr50;tr50;Truck failed to be weighed
check_abnormalitytr184;tr184;truck exmained for empty weight abnormality
determine_continuanceSilo10;Silo10;silo evaluated for pickup continuance
fail_weightr266;tr266;Truck failed to be weighed
weigh_loaded_trucktr198;tr198;Truck weighed
assign_trs_Pcp1242;tr124;Pickup plan trucks assignment
assign_trs_Pcp1242;tr254;Pickup plan trucks assignment
arrive_at_Silo10;Silo10;Silo for truck load
load_trucktr213;tr213;cargo load for truck
assign_trs_Pcp1242;tr71;Pickup plan trucks assignment
assign_trs_Pcp1242;tr289;Pickup plan trucks assignment
load_trucktr240;tr240;cargo load for truck
assign_trs_Pcp1242;tr114;Pickup plan trucks assignment
assign_trs_Pcp1242;tr291;Pickup plan trucks assignment
assign_trs_Pcp1242;tr229;Pickup plan trucks assignment
load_trucktr151;tr151;cargo load for truck
arrive_at_Silo75;Silo75;Silo for truck load
fail_weightr69;tr69;Truck failed to be weighed
Lodge_Pcp74;Pcp74;lodged pickup plan
Lodge_Pcp74;Cr870;cargo to be picked up
input_tally_sheettr300;tr300;Tally Sheet for pickup plan
print_w_tickettr300;tr300;Printed weighing ticket for pickup plan
arrive_at_Silo32;Silo32;Silo for truck load
arrive_at_Silo75;Silo75;Silo for truck load
input_tally_sheettr272;tr272;Tally Sheet for pickup plan
print_w_tickettr272;tr272;Printed weighing ticket for pickup plan
arrive_at_Silo75;Silo75;Silo for truck load
print_w_tickettr81;tr81;Printed weighing ticket for pickup plan
input_tally_sheettr81;tr81;Tally Sheet for pickup plan
determine_continuanceSilo10;Silo10;silo evaluated for pickup continuance
print_w_tickettr19;tr19;Printed weighing ticket for pickup plan
input_tally_sheettr19;tr19;Tally Sheet for pickup plan
arrive_at_Silo75;Silo75;Silo for truck load
determine_continuanceSilo75;Silo75;silo evaluated for pickup continuance
arrive_at_Silo32;Silo32;Silo for truck load
