ocel_id;ocel_time;ocel_changed_field;Amount of Containers;Status
td24;2023-06-08 04:16:07;;4
td25;2023-06-08 22:20:15;;2
td26;2023-06-09 03:58:30;;2
td20;2023-06-09 04:42:29;Status;;in transit
td2;2023-06-09 11:00:00;Status;;shipped
td22;2023-06-09 11:43:31;Status;;in transit
td24;2023-06-09 19:18:33;Status;;in transit
td27;2023-06-09 23:43:34;;4
td23;2023-06-09 23:48:01;Status;;in transit
td26;2023-06-10 04:17:29;Status;;in transit
td25;2023-06-10 09:04:37;Status;;in transit
td27;2023-06-11 02:43:45;Status;;in transit
td28;2023-06-12 20:12:36;;2
td29;2023-06-13 01:43:13;;3
td28;2023-06-13 04:46:37;Status;;in transit
td14;2023-06-13 11:00:00;Status;;shipped
td17;2023-06-13 11:00:00;Status;;shipped
td10;2023-06-13 11:00:00;Status;;shipped
td20;2023-06-13 11:00:00;Status;;shipped
td11;2023-06-13 11:00:00;Status;;shipped
td15;2023-06-13 11:00:00;Status;;shipped
td29;2023-06-13 16:17:59;Status;;in transit
td30;2023-06-13 19:45:41;;2
td31;2023-06-14 01:59:53;;3
td30;2023-06-14 06:05:22;Status;;in transit
td31;2023-06-14 16:04:07;Status;;in transit
td32;2023-06-14 20:35:41;;5
td33;2023-06-15 02:29:23;;5
td34;2023-06-15 20:46:46;;4
td35;2023-06-16 02:51:34;;2
td5;2023-06-16 11:00:00;Status;;shipped
td7;2023-06-16 11:00:00;Status;;shipped
td16;2023-06-16 11:00:00;Status;;shipped
td25;2023-06-16 11:00:00;Status;;shipped
td26;2023-06-16 11:00:00;Status;;shipped
td12;2023-06-16 11:00:00;Status;;shipped
td34;2023-06-16 16:29:29;Status;;in transit
td36;2023-06-16 22:01:00;;2
td35;2023-06-16 23:52:49;Status;;in transit
td32;2023-06-17 04:05:24;Status;;in transit
td37;2023-06-17 06:39:09;;4
td33;2023-06-18 01:12:23;Status;;in transit
td36;2023-06-18 04:45:55;Status;;in transit
td37;2023-06-18 13:44:51;Status;;in transit
td38;2023-06-20 01:03:13;;4
td39;2023-06-20 07:45:44;;3
td1;2023-06-20 11:00:00;Status;;shipped
td40;2023-06-21 01:29:56;;3
td38;2023-06-21 03:31:21;Status;;in transit
td41;2023-06-21 08:05:53;;4
td39;2023-06-21 08:18:50;Status;;in transit
td42;2023-06-22 02:00:11;;3
td41;2023-06-22 10:01:18;Status;;in transit
td43;2023-06-22 20:36:34;;3
td42;2023-06-22 22:05:48;Status;;in transit
td40;2023-06-23 02:12:25;Status;;in transit
td44;2023-06-23 02:31:11;;4
td18;2023-06-23 11:00:00;Status;;shipped
td29;2023-06-23 11:00:00;Status;;shipped
td32;2023-06-23 11:00:00;Status;;shipped
td45;2023-06-23 21:11:27;;2
td46;2023-06-24 05:00:06;;5
td44;2023-06-24 07:36:55;Status;;in transit
td43;2023-06-24 18:00:35;Status;;in transit
td45;2023-06-24 20:39:57;Status;;in transit
td46;2023-06-25 23:07:13;Status;;in transit
td47;2023-06-27 00:26:10;;4
td48;2023-06-27 06:10:22;;3
td24;2023-06-27 11:00:00;Status;;shipped
td13;2023-06-27 11:00:00;Status;;shipped
td38;2023-06-27 11:00:00;Status;;shipped
td39;2023-06-27 11:00:00;Status;;shipped
td49;2023-06-28 00:06:56;;4
td50;2023-06-28 05:31:53;;3
td47;2023-06-28 08:32:05;Status;;in transit
td48;2023-06-28 16:54:36;Status;;in transit
td51;2023-06-28 23:51:46;;3
td52;2023-06-29 06:01:34;;2
td53;2023-06-30 00:51:10;;5
td50;2023-06-30 04:59:20;Status;;in transit
td54;2023-06-30 07:09:34;;3
td30;2023-06-30 11:00:00;Status;;shipped
td34;2023-06-30 11:00:00;Status;;shipped
td31;2023-06-30 11:00:00;Status;;shipped
td19;2023-06-30 11:00:00;Status;;shipped
td33;2023-06-30 11:00:00;Status;;shipped
td52;2023-06-30 15:10:35;Status;;in transit
td55;2023-07-01 02:42:38;;1
td51;2023-07-01 12:09:11;Status;;in transit
td54;2023-07-02 01:51:11;Status;;in transit
td49;2023-07-02 07:09:11;Status;;in transit
td53;2023-07-02 12:27:11;Status;;in transit
td55;2023-07-02 17:45:11;Status;;in transit
td56;2023-07-03 22:32:31;;4
td57;2023-07-04 04:23:02;;5
td40;2023-07-04 11:00:00;Status;;shipped
td45;2023-07-04 11:00:00;Status;;shipped
td43;2023-07-04 11:00:00;Status;;shipped
td36;2023-07-04 11:00:00;Status;;shipped
td21;2023-07-04 11:00:00;Status;;shipped
td28;2023-07-04 11:00:00;Status;;shipped
td22;2023-07-04 11:00:00;Status;;shipped
td23;2023-07-04 11:00:00;Status;;shipped
td58;2023-07-04 22:34:06;;3
td59;2023-07-05 04:26:14;;3
td56;2023-07-05 07:31:39;Status;;in transit
td60;2023-07-05 22:40:30;;2
td57;2023-07-06 00:09:56;Status;;in transit
td61;2023-07-06 04:39:02;;1
td58;2023-07-06 07:48:52;Status;;in transit
td61;2023-07-06 13:53:59;Status;;in transit
td59;2023-07-06 20:54:21;Status;;in transit
td62;2023-07-06 23:06:06;;2
td60;2023-07-07 00:21:53;Status;;in transit
td63;2023-07-07 05:30:15;;3
td62;2023-07-07 08:09:10;Status;;in transit
td61;2023-07-07 11:00:00;Status;;shipped
td44;2023-07-07 11:00:00;Status;;shipped
td47;2023-07-07 11:00:00;Status;;shipped
td27;2023-07-07 11:00:00;Status;;shipped
td50;2023-07-07 11:00:00;Status;;shipped
td48;2023-07-07 11:00:00;Status;;shipped
td37;2023-07-07 11:00:00;Status;;shipped
td63;2023-07-07 19:55:26;Status;;in transit
td64;2023-07-08 01:26:19;;5
td64;2023-07-09 00:25:16;Status;;in transit
td65;2023-07-10 21:22:47;;3
td66;2023-07-11 03:03:35;;3
td35;2023-07-11 11:00:00;Status;;shipped
td65;2023-07-11 11:21:45;Status;;in transit
td67;2023-07-11 21:55:11;;2
td66;2023-07-12 00:36:45;Status;;in transit
td68;2023-07-12 04:08:23;;5
td67;2023-07-12 09:34:33;Status;;in transit
td69;2023-07-12 22:04:46;;2
td70;2023-07-13 04:27:35;;4
td68;2023-07-13 09:44:43;Status;;in transit
td71;2023-07-13 22:43:10;;3
td69;2023-07-14 00:47:23;Status;;in transit
td72;2023-07-14 04:44:23;;3
td70;2023-07-14 05:08:24;Status;;in transit
td55;2023-07-14 11:00:00;Status;;shipped
td42;2023-07-14 11:00:00;Status;;shipped
td58;2023-07-14 11:00:00;Status;;shipped
td41;2023-07-14 11:00:00;Status;;shipped
td49;2023-07-14 11:00:00;Status;;shipped
td73;2023-07-15 00:34:57;;3
td71;2023-07-15 02:14:29;Status;;in transit
td72;2023-07-15 05:29:50;Status;;in transit
td73;2023-07-15 18:33:35;Status;;in transit
td74;2023-07-17 20:55:25;;4
td75;2023-07-18 03:08:52;;3
td51;2023-07-18 11:00:00;Status;;shipped
td46;2023-07-18 11:00:00;Status;;shipped
td76;2023-07-18 21:05:47;;3
td75;2023-07-19 02:48:45;Status;;in transit
td77;2023-07-19 03:29:35;;4
td76;2023-07-19 15:31:01;Status;;in transit
td74;2023-07-19 20:29:11;Status;;in transit
td78;2023-07-19 21:47:10;;4
td79;2023-07-20 03:52:22;;5
td80;2023-07-20 22:32:47;;4
td81;2023-07-21 04:23:35;;4
td77;2023-07-21 04:23:37;Status;;in transit
td75;2023-07-21 11:00:00;Status;;shipped
td71;2023-07-21 11:00:00;Status;;shipped
td54;2023-07-21 11:00:00;Status;;shipped
td57;2023-07-21 11:00:00;Status;;shipped
td53;2023-07-21 11:00:00;Status;;shipped
td64;2023-07-21 11:00:00;Status;;shipped
td56;2023-07-21 11:00:00;Status;;shipped
td82;2023-07-21 23:44:25;;3
td78;2023-07-22 05:52:16;Status;;in transit
td80;2023-07-22 19:05:21;Status;;in transit
td79;2023-07-23 12:52:16;Status;;in transit
td81;2023-07-23 17:26:06;Status;;in transit
td82;2023-07-23 21:17:27;Status;;in transit
td83;2023-07-24 20:14:41;;5
td84;2023-07-25 01:47:22;;4
td52;2023-07-25 11:00:00;Status;;shipped
td68;2023-07-25 11:00:00;Status;;shipped
td74;2023-07-25 11:00:00;Status;;shipped
td60;2023-07-25 11:00:00;Status;;shipped
td85;2023-07-25 19:58:11;;4
td83;2023-07-25 23:52:02;Status;;in transit
td86;2023-07-26 02:18:37;;2
td87;2023-07-26 20:25:16;;4
td88;2023-07-27 02:08:35;;2
td84;2023-07-27 03:06:41;Status;;in transit
td85;2023-07-27 05:37:09;Status;;in transit
td86;2023-07-27 08:55:57;Status;;in transit
td89;2023-07-27 20:01:47;;5
td88;2023-07-27 22:11:09;Status;;in transit
td90;2023-07-28 02:24:01;;3
td87;2023-07-28 07:12:12;Status;;in transit
td63;2023-07-28 11:00:00;Status;;shipped
td62;2023-07-28 11:00:00;Status;;shipped
td59;2023-07-28 11:00:00;Status;;shipped
td78;2023-07-28 11:00:00;Status;;shipped
td70;2023-07-28 11:00:00;Status;;shipped
td66;2023-07-28 11:00:00;Status;;shipped
td73;2023-07-28 11:00:00;Status;;shipped
td83;2023-07-28 11:00:00;Status;;shipped
td91;2023-07-28 20:54:05;;5
td89;2023-07-29 04:06:51;Status;;in transit
td92;2023-07-29 05:25:22;;5
td91;2023-07-30 09:45:48;Status;;in transit
td90;2023-07-30 14:24:00;Status;;in transit
td92;2023-07-31 00:54:20;Status;;in transit
td93;2023-08-01 00:09:08;;5
td94;2023-08-01 05:36:19;;2
td69;2023-08-01 11:00:00;Status;;shipped
td80;2023-08-01 11:00:00;Status;;shipped
td67;2023-08-01 11:00:00;Status;;shipped
td65;2023-08-01 11:00:00;Status;;shipped
td90;2023-08-01 11:00:00;Status;;shipped
td81;2023-08-01 11:00:00;Status;;shipped
td94;2023-08-01 20:20:31;Status;;in transit
td95;2023-08-02 00:00:38;;5
td93;2023-08-02 04:08:47;Status;;in transit
td96;2023-08-02 06:19:18;;3
td97;2023-08-03 00:20:19;;4
td96;2023-08-03 00:54:54;Status;;in transit
td98;2023-08-03 05:58:41;;3
td99;2023-08-04 00:45:22;;4
td100;2023-08-04 06:52:11;;4
td101;2023-08-05 03:12:49;;2
td97;2023-08-05 12:09:05;Status;;in transit
td100;2023-08-05 16:38:37;Status;;in transit
td98;2023-08-06 03:23:35;Status;;in transit
td101;2023-08-06 14:43:51;Status;;in transit
td99;2023-08-07 02:04:07;Status;;in transit
td95;2023-08-07 06:57:29;Status;;in transit
td102;2023-08-07 22:23:47;;3
td103;2023-08-08 04:05:37;;2
td85;2023-08-08 11:00:00;Status;;shipped
td96;2023-08-08 11:00:00;Status;;shipped
td77;2023-08-08 11:00:00;Status;;shipped
td72;2023-08-08 11:00:00;Status;;shipped
td102;2023-08-08 19:29:28;Status;;in transit
td104;2023-08-08 22:59:14;;4
td103;2023-08-09 00:38:38;Status;;in transit
td105;2023-08-09 05:16:31;;4
td106;2023-08-09 23:21:02;;2
td107;2023-08-10 05:00:07;;5
td104;2023-08-10 07:25:10;Status;;in transit
td108;2023-08-10 23:48:14;;3
td109;2023-08-11 05:54:30;;2
td79;2023-08-11 11:00:00;Status;;shipped
td86;2023-08-11 11:00:00;Status;;shipped
td88;2023-08-11 11:00:00;Status;;shipped
td89;2023-08-11 11:00:00;Status;;shipped
td76;2023-08-11 11:00:00;Status;;shipped
td98;2023-08-11 11:00:00;Status;;shipped
td91;2023-08-11 11:00:00;Status;;shipped
td109;2023-08-12 01:53:04;Status;;in transit
td110;2023-08-12 02:25:15;;2
td105;2023-08-12 04:11:12;Status;;in transit
td106;2023-08-12 06:59:08;Status;;in transit
td108;2023-08-12 10:50:33;Status;;in transit
td110;2023-08-12 19:02:48;Status;;in transit
td107;2023-08-12 23:54:18;Status;;in transit
td111;2023-08-14 22:02:57;;4
td112;2023-08-15 04:23:56;;2
td87;2023-08-15 11:00:00;Status;;shipped
td82;2023-08-15 11:00:00;Status;;shipped
td92;2023-08-15 11:00:00;Status;;shipped
td84;2023-08-15 11:00:00;Status;;shipped
td111;2023-08-15 17:46:48;Status;;in transit
td113;2023-08-15 22:35:54;;4
td112;2023-08-16 02:19:08;Status;;in transit
td114;2023-08-16 04:29:51;;2
td114;2023-08-16 22:13:03;Status;;in transit
td115;2023-08-16 22:47:43;;3
td113;2023-08-17 02:15:55;Status;;in transit
td116;2023-08-17 04:53:27;;5
td117;2023-08-17 23:34:54;;5
td118;2023-08-18 05:27:50;;4
td116;2023-08-18 07:13:44;Status;;in transit
td110;2023-08-18 11:00:00;Status;;shipped
td93;2023-08-18 11:00:00;Status;;shipped
td119;2023-08-19 01:20:30;;2
td115;2023-08-19 04:00:42;Status;;in transit
td119;2023-08-20 09:59:52;Status;;in transit
td118;2023-08-20 15:22:20;Status;;in transit
td117;2023-08-20 18:30:56;Status;;in transit
td120;2023-08-21 21:12:54;;3
td121;2023-08-22 02:43:48;;5
td112;2023-08-22 11:00:00;Status;;shipped
td99;2023-08-22 11:00:00;Status;;shipped
td97;2023-08-22 11:00:00;Status;;shipped
td94;2023-08-22 11:00:00;Status;;shipped
td100;2023-08-22 11:00:00;Status;;shipped
td122;2023-08-22 21:15:38;;5
td123;2023-08-23 02:49:19;;2
td123;2023-08-23 19:07:08;Status;;in transit
td124;2023-08-23 21:26:38;;2
td120;2023-08-23 21:38:00;Status;;in transit
td121;2023-08-24 02:54:58;Status;;in transit
td125;2023-08-24 03:11:18;;2
td126;2023-08-24 21:10:38;;3
td125;2023-08-24 23:57:34;Status;;in transit
td124;2023-08-25 01:43:19;Status;;in transit
td127;2023-08-25 02:39:19;;2
td118;2023-08-25 11:00:00;Status;;shipped
td105;2023-08-25 11:00:00;Status;;shipped
td113;2023-08-25 11:00:00;Status;;shipped
td104;2023-08-25 11:00:00;Status;;shipped
td95;2023-08-25 11:00:00;Status;;shipped
td107;2023-08-25 11:00:00;Status;;shipped
td126;2023-08-25 14:43:21;Status;;in transit
td127;2023-08-25 18:37:29;Status;;in transit
td122;2023-08-25 20:30:07;Status;;in transit
td128;2023-08-25 21:31:12;;5
td129;2023-08-26 05:39:35;;4
td129;2023-08-27 03:38:53;Status;;in transit
td128;2023-08-27 14:58:18;Status;;in transit
td130;2023-08-29 00:33:19;;3
td131;2023-08-29 06:24:40;;3
td103;2023-08-29 11:00:00;Status;;shipped
td119;2023-08-29 11:00:00;Status;;shipped
td111;2023-08-29 11:00:00;Status;;shipped
td106;2023-08-29 11:00:00;Status;;shipped
td116;2023-08-29 11:00:00;Status;;shipped
td117;2023-08-29 11:00:00;Status;;shipped
td130;2023-08-29 13:11:12;Status;;in transit
td131;2023-08-29 22:30:44;Status;;in transit
td132;2023-08-30 00:28:22;;3
td133;2023-08-30 06:14:46;;2
td132;2023-08-30 13:26:12;Status;;in transit
td133;2023-08-30 19:19:27;Status;;in transit
td134;2023-08-31 00:13:31;;3
td135;2023-08-31 05:45:04;;5
td134;2023-08-31 16:02:29;Status;;in transit
td136;2023-09-01 00:18:11;;4
td135;2023-09-01 03:49:44;Status;;in transit
td137;2023-09-01 05:54:22;;4
td126;2023-09-01 11:00:00;Status;;shipped
td120;2023-09-01 11:00:00;Status;;shipped
td130;2023-09-01 11:00:00;Status;;shipped
td102;2023-09-01 11:00:00;Status;;shipped
td108;2023-09-01 11:00:00;Status;;shipped
td125;2023-09-01 11:00:00;Status;;shipped
td101;2023-09-01 11:00:00;Status;;shipped
td138;2023-09-02 02:24:56;;3
td137;2023-09-02 05:58:19;Status;;in transit
td136;2023-09-02 14:21:55;Status;;in transit
td138;2023-09-02 21:53:15;Status;;in transit
td139;2023-09-04 22:02:26;;4
td140;2023-09-05 04:22:53;;5
td109;2023-09-05 11:00:00;Status;;shipped
td133;2023-09-05 11:00:00;Status;;shipped
td123;2023-09-05 11:00:00;Status;;shipped
td139;2023-09-05 19:58:04;Status;;in transit
td141;2023-09-05 22:33:46;;5
td142;2023-09-06 04:25:34;;4
td143;2023-09-06 22:39:10;;5
td144;2023-09-07 04:36:22;;2
td142;2023-09-07 17:17:33;Status;;in transit
td145;2023-09-07 23:00:47;;4
td146;2023-09-08 05:19:35;;2
td147;2023-09-09 01:00:26;;4
td146;2023-09-09 22:31:48;Status;;in transit
td140;2023-09-10 16:25:12;Status;;in transit
td145;2023-09-10 22:23:00;Status;;in transit
td147;2023-09-11 11:58:28;Status;;in transit
td141;2023-09-11 15:22:14;Status;;in transit
td143;2023-09-11 20:18:06;Status;;in transit
td148;2023-09-11 21:38:45;;4
td144;2023-09-12 00:43:16;Status;;in transit
td149;2023-09-12 03:35:31;;5
td115;2023-09-12 11:00:00;Status;;shipped
td131;2023-09-12 11:00:00;Status;;shipped
td124;2023-09-12 11:00:00;Status;;shipped
td114;2023-09-12 11:00:00;Status;;shipped
td136;2023-09-12 11:00:00;Status;;shipped
td150;2023-09-12 21:59:02;;4
td151;2023-09-13 04:16:06;;5
td152;2023-09-13 22:20:15;;4
td153;2023-09-14 03:58:30;;4
td148;2023-09-14 09:02:37;Status;;in transit
td154;2023-09-14 22:45:03;;2
td155;2023-09-15 04:48:07;;5
td135;2023-09-15 11:00:00;Status;;shipped
td143;2023-09-15 11:00:00;Status;;shipped
td121;2023-09-15 11:00:00;Status;;shipped
td134;2023-09-15 11:00:00;Status;;shipped
td138;2023-09-15 11:00:00;Status;;shipped
td128;2023-09-15 11:00:00;Status;;shipped
td132;2023-09-15 11:00:00;Status;;shipped
td144;2023-09-15 11:00:00;Status;;shipped
td156;2023-09-16 00:44:00;;3
td152;2023-09-17 04:48:38;Status;;in transit
td151;2023-09-17 20:29:14;Status;;in transit
td149;2023-09-18 01:38:49;Status;;in transit
td153;2023-09-18 13:54:03;Status;;in transit
td155;2023-09-18 19:52:03;Status;;in transit
td157;2023-09-18 21:10:50;;2
td154;2023-09-18 23:24:03;Status;;in transit
td158;2023-09-19 02:39:42;;3
td150;2023-09-19 03:01:18;Status;;in transit
td127;2023-09-19 11:00:00;Status;;shipped
td146;2023-09-19 11:00:00;Status;;shipped
td129;2023-09-19 11:00:00;Status;;shipped
td122;2023-09-19 11:00:00;Status;;shipped
td140;2023-09-19 11:00:00;Status;;shipped
td141;2023-09-19 11:00:00;Status;;shipped
td156;2023-09-19 14:06:06;Status;;in transit
td157;2023-09-19 16:44:41;Status;;in transit
td159;2023-09-19 21:07:26;;4
td158;2023-09-20 00:24:01;Status;;in transit
td160;2023-09-20 02:32:55;;5
td161;2023-09-20 20:53:50;;5
td159;2023-09-21 00:04:05;Status;;in transit
td162;2023-09-21 03:05:43;;3
td163;2023-09-21 21:59:26;;5
td162;2023-09-22 02:45:04;Status;;in transit
td164;2023-09-22 04:16:55;;3
td139;2023-09-22 11:00:00;Status;;shipped
td147;2023-09-22 11:00:00;Status;;shipped
td137;2023-09-22 11:00:00;Status;;shipped
td150;2023-09-22 11:00:00;Status;;shipped
td151;2023-09-22 11:00:00;Status;;shipped
td145;2023-09-22 11:00:00;Status;;shipped
td165;2023-09-22 23:28:15;;2
td164;2023-09-23 11:26:27;Status;;in transit
td161;2023-09-23 20:07:31;Status;;in transit
td160;2023-09-24 00:28:03;Status;;in transit
td163;2023-09-24 04:48:35;Status;;in transit
td165;2023-09-24 12:08:33;Status;;in transit
td166;2023-09-25 19:35:49;;5
td167;2023-09-26 01:45:06;;4
td157;2023-09-26 11:00:00;Status;;shipped
td155;2023-09-26 11:00:00;Status;;shipped
td153;2023-09-26 11:00:00;Status;;shipped
td154;2023-09-26 11:00:00;Status;;shipped
td149;2023-09-26 11:00:00;Status;;shipped
td168;2023-09-26 19:51:19;;4
td169;2023-09-27 02:08:20;;3
td167;2023-09-27 02:15:29;Status;;in transit
td168;2023-09-27 18:31:37;Status;;in transit
td170;2023-09-27 20:01:04;;5
td171;2023-09-28 02:22:59;;4
td169;2023-09-28 04:55:04;Status;;in transit
td172;2023-09-28 20:33:59;;5
td173;2023-09-29 02:25:58;;1
td152;2023-09-29 11:00:00;Status;;shipped
td158;2023-09-29 11:00:00;Status;;shipped
td174;2023-09-29 20:58:50;;5
td173;2023-09-30 02:00:03;Status;;in transit
td175;2023-09-30 05:34:50;;2
td171;2023-10-01 01:19:01;Status;;in transit
td170;2023-10-01 15:46:01;Status;;in transit
td166;2023-10-01 21:08:29;Status;;in transit
td172;2023-10-02 06:05:10;Status;;in transit
td174;2023-10-02 10:25:42;Status;;in transit
td175;2023-10-02 14:46:14;Status;;in transit
td176;2023-10-03 00:25:14;;2
td177;2023-10-03 06:08:28;;2
td165;2023-10-03 11:00:00;Status;;shipped
td142;2023-10-03 11:00:00;Status;;shipped
td162;2023-10-03 11:00:00;Status;;shipped
td167;2023-10-03 11:00:00;Status;;shipped
td176;2023-10-03 11:23:41;Status;;in transit
td177;2023-10-03 18:44:37;Status;;in transit
td178;2023-10-04 00:04:05;;2
td179;2023-10-04 06:26:11;;3
td178;2023-10-04 13:06:12;Status;;in transit
td180;2023-10-05 00:30:38;;3
td179;2023-10-05 01:13:02;Status;;in transit
td181;2023-10-05 06:19:17;;5
td182;2023-10-06 00:20:16;;2
td183;2023-10-06 05:58:35;;3
td180;2023-10-06 07:42:43;Status;;in transit
td156;2023-10-06 11:00:00;Status;;shipped
td148;2023-10-06 11:00:00;Status;;shipped
td184;2023-10-07 02:35:09;;4
td183;2023-10-07 03:26:04;Status;;in transit
td184;2023-10-08 05:56:36;Status;;in transit
td181;2023-10-08 11:45:28;Status;;in transit
td182;2023-10-08 17:34:20;Status;;in transit
td185;2023-10-09 22:19:46;;3
td186;2023-10-10 03:57:32;;5
td175;2023-10-10 11:00:00;Status;;shipped
td174;2023-10-10 11:00:00;Status;;shipped
td182;2023-10-10 11:00:00;Status;;shipped
td163;2023-10-10 11:00:00;Status;;shipped
td168;2023-10-10 11:00:00;Status;;shipped
td185;2023-10-10 15:04:38;Status;;in transit
td187;2023-10-10 22:43:06;;3
td188;2023-10-11 04:44:14;;5
td189;2023-10-11 23:16:31;;3
td190;2023-10-12 04:51:03;;5
td186;2023-10-12 06:44:19;Status;;in transit
td187;2023-10-12 12:00:06;Status;;in transit
td191;2023-10-12 23:30:07;;4
td192;2023-10-13 05:18:15;;4
td173;2023-10-13 11:00:00;Status;;shipped
td161;2023-10-13 11:00:00;Status;;shipped
td159;2023-10-13 11:00:00;Status;;shipped
td177;2023-10-13 11:00:00;Status;;shipped
td164;2023-10-13 11:00:00;Status;;shipped
td193;2023-10-14 00:57:11;;5
td190;2023-10-16 03:05:46;Status;;in transit
td192;2023-10-16 07:58:19;Status;;in transit
td194;2023-10-16 21:33:15;;3
td189;2023-10-17 02:35:17;Status;;in transit
td195;2023-10-17 03:24:33;;2
td193;2023-10-17 05:56:02;Status;;in transit
td188;2023-10-17 10:50:35;Status;;in transit
td176;2023-10-17 11:00:00;Status;;shipped
td166;2023-10-17 11:00:00;Status;;shipped
td180;2023-10-17 11:00:00;Status;;shipped
td170;2023-10-17 11:00:00;Status;;shipped
td160;2023-10-17 11:00:00;Status;;shipped
td191;2023-10-17 15:46:27;Status;;in transit
td196;2023-10-17 21:37:07;;3
td197;2023-10-18 03:32:14;;4
td198;2023-10-18 21:52:30;;2
td199;2023-10-19 04:03:03;;2
td196;2023-10-19 07:21:32;Status;;in transit
td197;2023-10-19 11:36:52;Status;;in transit
td194;2023-10-19 15:53:02;Status;;in transit
td195;2023-10-19 20:05:15;Status;;in transit
td200;2023-10-19 22:54:06;;3
td199;2023-10-20 02:18:11;Status;;in transit
td201;2023-10-20 05:06:15;;4
td172;2023-10-20 11:00:00;Status;;shipped
td169;2023-10-20 11:00:00;Status;;shipped
td171;2023-10-20 11:00:00;Status;;shipped
td183;2023-10-20 11:00:00;Status;;shipped
td187;2023-10-20 11:00:00;Status;;shipped
td178;2023-10-20 11:00:00;Status;;shipped
td198;2023-10-20 15:27:58;Status;;in transit
td202;2023-10-21 01:28:02;;3
td202;2023-10-22 00:18:19;Status;;in transit
td201;2023-10-22 05:09:49;Status;;in transit
td200;2023-10-22 08:30:34;Status;;in transit
td203;2023-10-23 21:25:41;;2
td204;2023-10-24 03:09:25;;2
td203;2023-10-24 06:58:37;Status;;in transit
td185;2023-10-24 11:00:00;Status;;shipped
td181;2023-10-24 11:00:00;Status;;shipped
td194;2023-10-24 11:00:00;Status;;shipped
td204;2023-10-24 15:12:39;Status;;in transit
td205;2023-10-24 21:06:50;;2
td206;2023-10-25 02:31:43;;2
td205;2023-10-25 08:05:17;Status;;in transit
td206;2023-10-25 16:23:57;Status;;in transit
td207;2023-10-25 20:51:26;;2
td208;2023-10-26 03:00:54;;2
td207;2023-10-26 07:16:42;Status;;in transit
td208;2023-10-26 13:56:20;Status;;in transit
td209;2023-10-26 21:49:51;;3
td210;2023-10-27 03:57:42;;2
td193;2023-10-27 11:00:00;Status;;shipped
td184;2023-10-27 11:00:00;Status;;shipped
td209;2023-10-27 15:37:51;Status;;in transit
td210;2023-10-27 20:16:03;Status;;in transit
td211;2023-10-27 23:41:36;;3
td211;2023-10-28 17:36:07;Status;;in transit
td212;2023-10-30 20:07:55;;4
td213;2023-10-31 01:33:51;;2
td214;2023-10-31 08:17:35;;2
td179;2023-10-31 11:00:00;Status;;shipped
td189;2023-10-31 11:00:00;Status;;shipped
td201;2023-10-31 11:00:00;Status;;shipped
td198;2023-10-31 11:00:00;Status;;shipped
td191;2023-10-31 11:00:00;Status;;shipped
td212;2023-10-31 22:11:25;Status;;in transit
td215;2023-11-01 01:12:16;;3
td214;2023-11-01 02:01:00;Status;;in transit
td213;2023-11-01 06:22:18;Status;;in transit
td216;2023-11-01 07:12:53;;3
td217;2023-11-02 00:40:40;;2
td216;2023-11-02 00:52:58;Status;;in transit
td215;2023-11-02 03:35:10;Status;;in transit
td218;2023-11-02 06:39:23;;4
