ocel_id;ocel_time;ocel_changed_field;Amount of Handling Units;Status;Weight
cr21;2023-05-26 07:57:27;Status;;full
cr24;2023-05-26 08:28:42;;3;empty
cr21;2023-05-26 08:38:04;Weight;;;1140.0
cr24;2023-05-26 09:13:31;Status;;full
cr23;2023-05-26 09:44:46;;6;empty
cr24;2023-05-26 09:54:08;Weight;;;540.0
cr23;2023-05-26 11:03:59;Status;;full
cr28;2023-05-26 11:35:14;;6;empty
cr23;2023-05-26 11:46:29;Weight;;;1210.0
cr28;2023-05-26 13:10:14;Status;;full
cr27;2023-05-26 13:47:44;;6;empty
cr28;2023-05-26 13:58:59;Weight;;;1240.0
cr27;2023-05-26 15:22:44;Status;;full
cr26;2023-05-26 16:00:14;;6;empty
cr27;2023-05-26 16:11:29;Weight;;;1210.0
cr26;2023-05-26 17:35:14;Status;;full
cr29;2023-05-26 18:12:44;;4;empty
cr26;2023-05-26 18:23:59;Weight;;;1160.0
cr29;2023-05-26 19:20:14;Status;;full
cr20;2023-05-26 19:57:44;;6;empty
cr29;2023-05-26 20:08:59;Weight;;;760.0
cr20;2023-05-26 21:32:44;Status;;full
cr25;2023-05-26 22:10:14;;6;empty
cr20;2023-05-26 22:21:29;Weight;;;1210.0
cr25;2023-05-26 23:45:14;Status;;full
cr25;2023-05-27 00:33:59;Weight;;;1210.0
cr33;2023-05-27 07:28:00;;3;empty
cr33;2023-05-27 08:28:05;Status;;full
cr31;2023-05-27 09:10:35;;6;empty
cr33;2023-05-27 09:23:20;Weight;;;560.0
cr31;2023-05-27 10:58:15;Status;;full
cr32;2023-05-27 11:40:45;;6;empty
cr31;2023-05-27 11:53:30;Weight;;;1230.0
cr32;2023-05-27 13:28:25;Status;;full
cr30;2023-05-27 14:10:55;;6;empty
cr32;2023-05-27 14:23:40;Weight;;;1190.0
cr30;2023-05-27 15:58:35;Status;;full
cr30;2023-05-27 16:53:50;Weight;;;1160.0
cr36;2023-05-30 02:17:39;;6;empty
cr36;2023-05-30 03:58:09;Status;;full
cr34;2023-05-30 04:38:09;;6;empty
cr36;2023-05-30 04:50:09;Weight;;;1160.0
cr34;2023-05-30 06:19:29;Status;;full
cr37;2023-05-30 06:59:29;;6;empty
cr34;2023-05-30 07:11:29;Weight;;;1230.0
cr37;2023-05-30 08:40:49;Status;;full
cr35;2023-05-30 09:23:19;;6;empty
cr37;2023-05-30 09:36:04;Weight;;;1310.0
cr35;2023-05-30 11:10:59;Status;;full
cr39;2023-05-30 11:53:29;;6;empty
cr35;2023-05-30 12:06:14;Weight;;;1140.0
cr39;2023-05-30 13:41:09;Status;;full
cr38;2023-05-30 14:23:39;;4;empty
cr39;2023-05-30 14:36:24;Weight;;;1180.0
cr38;2023-05-30 15:40:09;Status;;full
cr40;2023-05-30 16:22:39;;4;empty
cr38;2023-05-30 16:35:24;Weight;;;780.0
cr40;2023-05-30 17:39:09;Status;;full
cr40;2023-05-30 18:34:24;Weight;;;760.0
cr43;2023-05-31 02:34:39;;4;empty
cr43;2023-05-31 03:57:56;Status;;full
cr42;2023-05-31 04:44:11;;6;empty
cr43;2023-05-31 04:58:03;Weight;;;850.0
cr42;2023-05-31 06:41:24;Status;;full
cr41;2023-05-31 07:27:39;;6;empty
cr42;2023-05-31 07:41:31;Weight;;;1100.0
cr41;2023-05-31 09:26:40;Status;;full
cr44;2023-05-31 10:14:10;;6;empty
cr41;2023-05-31 10:28:25;Weight;;;1280.0
cr44;2023-05-31 12:14:30;Status;;full
cr44;2023-05-31 13:16:15;Weight;;;1190.0
cr46;2023-06-01 02:42:40;;4;empty
cr46;2023-06-01 03:56:32;Status;;full
cr45;2023-06-01 04:37:47;;6;empty
cr46;2023-06-01 04:50:09;Weight;;;780.0
cr45;2023-06-01 06:22:20;Status;;full
cr45;2023-06-01 07:15:57;Weight;;;1190.0
cr48;2023-06-01 08:23:19;;6;empty
cr48;2023-06-01 10:17:19;Status;;full
cr49;2023-06-01 11:02:19;;3;empty
cr48;2023-06-01 11:15:49;Weight;;;1160.0
cr49;2023-06-01 12:06:49;Status;;full
cr47;2023-06-01 12:51:49;;6;empty
cr49;2023-06-01 13:05:19;Weight;;;600.0
cr47;2023-06-01 14:45:49;Status;;full
cr47;2023-06-01 15:44:19;Weight;;;1230.0
cr51;2023-06-02 03:14:39;;6;empty
cr51;2023-06-02 05:23:42;Status;;full
cr52;2023-06-02 06:14:57;;6;empty
cr51;2023-06-02 06:30:19;Weight;;;1190.0
cr52;2023-06-02 08:24:50;Status;;full
cr50;2023-06-02 09:16:05;;6;empty
cr52;2023-06-02 09:31:27;Weight;;;1250.0
cr50;2023-06-02 11:36:58;Status;;full
cr54;2023-06-02 12:33:13;;2;empty
cr50;2023-06-02 12:50:05;Weight;;;1210.0
cr54;2023-06-02 13:33:14;Status;;full
cr53;2023-06-02 14:29:29;;6;empty
cr54;2023-06-02 14:46:21;Weight;;;360.0
cr53;2023-06-02 16:52:02;Status;;full
cr56;2023-06-02 17:48:17;;6;empty
cr53;2023-06-02 18:05:09;Weight;;;1180.0
cr56;2023-06-02 20:10:50;Status;;full
cr57;2023-06-02 21:07:05;;6;empty
cr56;2023-06-02 21:23:57;Weight;;;1230.0
cr57;2023-06-02 23:29:38;Status;;full
cr55;2023-06-03 00:25:53;;6;empty
cr57;2023-06-03 00:42:45;Weight;;;1160.0
cr55;2023-06-03 02:48:26;Status;;full
cr58;2023-06-03 03:44:41;;2;empty
cr55;2023-06-03 04:01:33;Weight;;;1210.0
cr58;2023-06-03 04:44:42;Status;;full
cr59;2023-06-03 05:40:57;;6;empty
cr58;2023-06-03 05:59:19;Weight;;;360.0
cr59;2023-06-03 08:16:10;Status;;full
cr61;2023-06-03 09:17:25;;6;empty
cr59;2023-06-03 09:35:47;Weight;;;1230.0
cr61;2023-06-03 11:52:38;Status;;full
cr62;2023-06-03 12:53:53;;2;empty
cr61;2023-06-03 13:12:15;Weight;;;1210.0
cr62;2023-06-03 13:59:14;Status;;full
cr60;2023-06-03 15:00:29;;6;empty
cr62;2023-06-03 15:18:51;Weight;;;380.0
cr60;2023-06-03 17:35:42;Status;;full
cr60;2023-06-03 18:55:19;Weight;;;1280.0
cr67;2023-06-06 01:33:04;;1;empty
cr67;2023-06-06 02:11:12;Status;;full
cr64;2023-06-06 03:07:27;;6;empty
cr67;2023-06-06 03:24:19;Weight;;;200.0
cr64;2023-06-06 05:30:00;Status;;full
cr65;2023-06-06 06:26:15;;6;empty
cr64;2023-06-06 06:43:07;Weight;;;1160.0
cr65;2023-06-06 08:57:58;Status;;full
cr71;2023-06-06 09:59:13;;6;empty
cr65;2023-06-06 10:17:35;Weight;;;1100.0
cr71;2023-06-06 12:34:26;Status;;full
cr66;2023-06-06 13:35:41;;6;empty
cr71;2023-06-06 13:54:03;Weight;;;1160.0
cr66;2023-06-06 16:10:54;Status;;full
cr68;2023-06-06 17:12:09;;6;empty
cr66;2023-06-06 17:30:31;Weight;;;1140.0
cr68;2023-06-06 19:47:22;Status;;full
cr63;2023-06-06 20:48:37;;6;empty
cr68;2023-06-06 21:06:59;Weight;;;1280.0
cr63;2023-06-06 23:23:50;Status;;full
cr69;2023-06-07 00:25:05;;6;empty
cr63;2023-06-07 00:43:27;Weight;;;1230.0
cr69;2023-06-07 03:07:09;Status;;full
cr76;2023-06-07 04:14:39;;4;empty
cr69;2023-06-07 04:34:54;Weight;;;1280.0
cr76;2023-06-07 06:16:09;Status;;full
cr78;2023-06-07 07:23:39;;6;empty
cr76;2023-06-07 07:45:01;Weight;;;780.0
cr78;2023-06-07 10:24:12;Status;;full
cr74;2023-06-07 11:35:27;;6;empty
cr78;2023-06-07 11:56:49;Weight;;;1160.0
cr74;2023-06-07 14:36:00;Status;;full
cr72;2023-06-07 15:47:15;;6;empty
cr74;2023-06-07 16:08:37;Weight;;;1140.0
cr72;2023-06-07 18:47:48;Status;;full
cr73;2023-06-07 19:59:03;;6;empty
cr72;2023-06-07 20:20:25;Weight;;;1210.0
cr73;2023-06-07 22:59:36;Status;;full
cr75;2023-06-08 00:10:51;;6;empty
cr73;2023-06-08 00:32:13;Weight;;;1230.0
cr75;2023-06-08 03:03:08;Status;;full
cr77;2023-06-08 04:09:23;;6;empty
cr75;2023-06-08 04:29:15;Weight;;;1140.0
cr77;2023-06-08 06:57:16;Status;;full
cr84;2023-06-08 08:03:31;;6;empty
cr77;2023-06-08 08:24:53;Weight;;;1190.0
cr84;2023-06-08 11:04:04;Status;;full
cr85;2023-06-08 12:15:19;;6;empty
cr84;2023-06-08 12:36:41;Weight;;;1210.0
cr85;2023-06-08 15:15:52;Status;;full
cr81;2023-06-08 16:27:07;;5;empty
cr85;2023-06-08 16:48:29;Weight;;;1120.0
cr81;2023-06-08 19:01:32;Status;;full
cr83;2023-06-08 20:12:47;;6;empty
cr81;2023-06-08 20:34:09;Weight;;;920.0
cr83;2023-06-08 23:13:20;Status;;full
cr70;2023-06-09 00:24:35;;6;empty
cr83;2023-06-09 00:45:57;Weight;;;1250.0
cr70;2023-06-09 03:28:44;Status;;full
cr87;2023-06-09 04:42:29;;2;empty
cr70;2023-06-09 05:04:37;Weight;;;1210.0
cr87;2023-06-09 06:01:08;Status;;full
cr79;2023-06-09 07:14:53;;6;empty
cr87;2023-06-09 07:37:01;Weight;;;380.0
cr79;2023-06-09 10:27:16;Status;;full
cr89;2023-06-09 11:43:31;;3;empty
cr79;2023-06-09 12:06:23;Weight;;;1140.0
cr89;2023-06-09 13:32:50;Status;;full
cr82;2023-06-09 14:49:05;;6;empty
cr89;2023-06-09 15:11:57;Weight;;;560.0
cr82;2023-06-09 18:02:18;Status;;full
cr80;2023-06-09 19:18:33;;6;empty
cr82;2023-06-09 19:41:25;Weight;;;1140.0
cr80;2023-06-09 22:31:46;Status;;full
cr88;2023-06-09 23:48:01;;6;empty
cr80;2023-06-10 00:10:53;Weight;;;1210.0
cr88;2023-06-10 03:01:14;Status;;full
cr86;2023-06-10 04:17:29;;6;empty
cr88;2023-06-10 04:41:51;Weight;;;1280.0
cr86;2023-06-10 07:43:22;Status;;full
cr90;2023-06-10 09:04:37;;6;empty
cr86;2023-06-10 09:28:59;Weight;;;1140.0
cr90;2023-06-10 12:30:30;Status;;full
cr92;2023-06-10 13:51:45;;6;empty
cr90;2023-06-10 14:16:07;Weight;;;1120.0
cr92;2023-06-10 17:17:38;Status;;full
cr91;2023-06-10 18:38:53;;6;empty
cr92;2023-06-10 19:03:15;Weight;;;1230.0
cr91;2023-06-10 22:04:46;Status;;full
cr93;2023-06-10 23:26:01;;3;empty
cr91;2023-06-10 23:50:23;Weight;;;1140.0
cr93;2023-06-11 01:22:30;Status;;full
cr93;2023-06-11 03:08:07;Weight;;;560.0
cr94;2023-06-12 23:32:37;;6;empty
cr94;2023-06-13 02:04:37;Status;;full
cr95;2023-06-13 03:04:37;;1;empty
cr94;2023-06-13 03:22:37;Weight;;;1300.0
cr95;2023-06-13 03:46:37;Status;;full
cr97;2023-06-13 05:03:13;;6;empty
cr95;2023-06-13 05:04:37;Weight;;;180.0
cr97;2023-06-13 07:43:50;Status;;full
cr96;2023-06-13 08:47:35;;6;empty
cr97;2023-06-13 09:06:43;Weight;;;1140.0
cr96;2023-06-13 11:29:02;Status;;full
cr98;2023-06-13 12:32:47;;6;empty
cr96;2023-06-13 12:51:55;Weight;;;1310.0
cr98;2023-06-13 15:14:14;Status;;full
cr98;2023-06-13 16:37:07;Weight;;;1190.0
cr99;2023-06-13 23:05:42;;6;empty
cr99;2023-06-14 01:53:35;Status;;full
cr100;2023-06-14 02:59:50;;4;empty
cr99;2023-06-14 03:19:42;Weight;;;1210.0
cr100;2023-06-14 04:59:07;Status;;full
cr101;2023-06-14 06:05:22;;6;empty
cr100;2023-06-14 06:26:22;Weight;;;760.0
cr101;2023-06-14 09:02:42;Status;;full
cr102;2023-06-14 10:12:42;;6;empty
cr101;2023-06-14 10:33:42;Weight;;;1190.0
cr102;2023-06-14 13:10:02;Status;;full
cr103;2023-06-14 14:20:02;;1;empty
cr102;2023-06-14 14:41:02;Weight;;;1210.0
cr103;2023-06-14 15:05:22;Status;;full
cr103;2023-06-14 16:46:35;Weight;;;200.0
cr105;2023-06-14 23:55:41;;6;empty
cr105;2023-06-15 02:19:16;Status;;full
cr107;2023-06-15 03:16:46;;6;empty
cr105;2023-06-15 03:34:01;Weight;;;1140.0
cr107;2023-06-15 05:42:26;Status;;full
cr111;2023-06-15 06:39:56;;6;empty
cr107;2023-06-15 06:59:04;Weight;;;1240.0
cr111;2023-06-15 09:21:23;Status;;full
cr106;2023-06-15 10:25:08;;6;empty
cr111;2023-06-15 10:44:16;Weight;;;1210.0
cr106;2023-06-15 13:06:35;Status;;full
cr109;2023-06-15 14:10:20;;6;empty
cr106;2023-06-15 14:29:28;Weight;;;1160.0
cr109;2023-06-15 16:51:47;Status;;full
cr108;2023-06-15 17:55:32;;5;empty
cr109;2023-06-15 18:14:40;Weight;;;1210.0
cr108;2023-06-15 20:13:37;Status;;full
cr113;2023-06-15 21:17:22;;6;empty
cr108;2023-06-15 21:36:30;Weight;;;980.0
cr113;2023-06-15 23:58:49;Status;;full
cr114;2023-06-16 01:02:34;;6;empty
cr113;2023-06-16 01:23:12;Weight;;;1210.0
cr114;2023-06-16 03:53:59;Status;;full
cr115;2023-06-16 05:01:29;;6;empty
cr114;2023-06-16 05:21:44;Weight;;;1200.0
cr115;2023-06-16 07:56:09;Status;;full
cr117;2023-06-16 09:06:09;;4;empty
cr115;2023-06-16 09:27:09;Weight;;;1180.0
cr117;2023-06-16 11:12:09;Status;;full
cr116;2023-06-16 12:22:09;;6;empty
cr117;2023-06-16 12:43:09;Weight;;;830.0
cr116;2023-06-16 15:19:29;Status;;full
cr118;2023-06-16 16:29:29;;6;empty
cr116;2023-06-16 16:50:29;Weight;;;1160.0
cr118;2023-06-16 19:26:49;Status;;full
cr119;2023-06-16 20:36:49;;4;empty
cr118;2023-06-16 20:57:49;Weight;;;1210.0
cr119;2023-06-16 22:42:49;Status;;full
cr104;2023-06-16 23:52:49;;6;empty
cr119;2023-06-17 00:13:49;Weight;;;850.0
cr104;2023-06-17 02:52:54;Status;;full
cr120;2023-06-17 04:05:24;;6;empty
cr104;2023-06-17 04:27:09;Weight;;;1250.0
cr120;2023-06-17 07:06:22;Status;;full
cr112;2023-06-17 08:17:37;;6;empty
cr120;2023-06-17 08:38:59;Weight;;;1120.0
cr112;2023-06-17 11:23:40;Status;;full
cr123;2023-06-17 12:39:55;;6;empty
cr112;2023-06-17 13:02:47;Weight;;;1120.0
cr123;2023-06-17 15:53:08;Status;;full
cr125;2023-06-17 17:09:23;;4;empty
cr123;2023-06-17 17:32:15;Weight;;;1140.0
cr125;2023-06-17 19:26:40;Status;;full
cr110;2023-06-17 20:42:55;;6;empty
cr125;2023-06-17 21:05:47;Weight;;;760.0
cr110;2023-06-17 23:56:08;Status;;full
cr121;2023-06-18 01:12:23;;4;empty
cr110;2023-06-18 01:35:15;Weight;;;1160.0
cr121;2023-06-18 03:29:40;Status;;full
cr124;2023-06-18 04:45:55;;6;empty
cr121;2023-06-18 05:08:47;Weight;;;780.0
cr124;2023-06-18 07:59:08;Status;;full
cr122;2023-06-18 09:15:23;;6;empty
cr124;2023-06-18 09:38:15;Weight;;;1160.0
cr122;2023-06-18 12:28:36;Status;;full
cr122;2023-06-18 14:07:43;Weight;;;1210.0
cr126;2023-06-20 04:23:14;;6;empty
cr126;2023-06-20 07:33:14;Status;;full
cr127;2023-06-20 08:48:14;;6;empty
cr126;2023-06-20 09:10:44;Weight;;;1190.0
cr127;2023-06-20 11:59:36;Status;;full
cr128;2023-06-20 13:18:21;;6;empty
cr127;2023-06-20 13:41:59;Weight;;;1160.0
cr128;2023-06-20 16:37:48;Status;;full
cr132;2023-06-20 17:56:33;;2;empty
cr128;2023-06-20 18:20:11;Weight;;;1190.0
cr132;2023-06-20 19:20:32;Status;;full
cr130;2023-06-20 20:39:17;;6;empty
cr132;2023-06-20 21:02:55;Weight;;;400.0
cr130;2023-06-20 23:58:44;Status;;full
cr129;2023-06-21 01:17:29;;1;empty
cr130;2023-06-21 01:41:07;Weight;;;1140.0
cr129;2023-06-21 02:12:36;Status;;full
cr131;2023-06-21 03:31:21;;6;empty
cr129;2023-06-21 03:54:59;Weight;;;180.0
cr131;2023-06-21 06:56:20;Status;;full
cr133;2023-06-21 08:18:50;;6;empty
cr131;2023-06-21 08:43:35;Weight;;;1140.0
cr133;2023-06-21 11:47:50;Status;;full
cr139;2023-06-21 13:15:20;;1;empty
cr133;2023-06-21 13:41:35;Weight;;;1100.0
cr139;2023-06-21 14:16:35;Status;;full
cr134;2023-06-21 15:44:05;;6;empty
cr139;2023-06-21 16:10:20;Weight;;;200.0
cr134;2023-06-21 19:25:45;Status;;full
cr137;2023-06-21 20:53:15;;6;empty
cr134;2023-06-21 21:50:59;Weight;;;1260.0
cr137;2023-06-22 00:03:10;Status;;full
cr138;2023-06-22 01:15:40;;6;empty
cr137;2023-06-22 01:37:25;Weight;;;1120.0
cr138;2023-06-22 04:19:20;Status;;full
cr136;2023-06-22 05:31:50;;6;empty
cr138;2023-06-22 05:54:42;Weight;;;1180.0
cr136;2023-06-22 08:45:03;Status;;full
cr141;2023-06-22 10:01:18;;6;empty
cr136;2023-06-22 10:24:10;Weight;;;1160.0
cr141;2023-06-22 13:14:31;Status;;full
cr140;2023-06-22 14:30:46;;6;empty
cr141;2023-06-22 14:53:38;Weight;;;1200.0
cr140;2023-06-22 17:43:59;Status;;full
cr142;2023-06-22 19:00:14;;3;empty
cr140;2023-06-22 19:23:06;Weight;;;1100.0
cr142;2023-06-22 20:49:33;Status;;full
cr135;2023-06-22 22:05:48;;5;empty
cr142;2023-06-22 22:28:40;Weight;;;580.0
cr135;2023-06-23 00:52:25;Status;;full
cr144;2023-06-23 02:12:25;;6;empty
cr135;2023-06-23 02:36:25;Weight;;;1030.0
cr144;2023-06-23 05:35:05;Status;;full
cr149;2023-06-23 06:55:05;;5;empty
cr144;2023-06-23 07:20:35;Weight;;;1230.0
cr149;2023-06-23 09:59:15;Status;;full
cr143;2023-06-23 11:24:15;;6;empty
cr149;2023-06-23 11:49:45;Weight;;;960.0
cr143;2023-06-23 14:59:35;Status;;full
cr148;2023-06-23 16:24:35;;6;empty
cr143;2023-06-23 16:50:05;Weight;;;1180.0
cr148;2023-06-23 19:59:55;Status;;full
cr146;2023-06-23 21:24:55;;6;empty
cr148;2023-06-23 21:50:25;Weight;;;1160.0
cr146;2023-06-24 01:00:15;Status;;full
cr147;2023-06-24 02:27:45;;6;empty
cr146;2023-06-24 02:54:00;Weight;;;1120.0
cr147;2023-06-24 06:09:25;Status;;full
cr150;2023-06-24 07:36:55;;6;empty
cr147;2023-06-24 08:03:10;Weight;;;1210.0
cr150;2023-06-24 11:30:00;Status;;full
cr145;2023-06-24 13:03:45;;5;empty
cr150;2023-06-24 13:31:53;Weight;;;1240.0
cr145;2023-06-24 16:26:50;Status;;full
cr151;2023-06-24 18:00:35;;1;empty
cr145;2023-06-24 18:28:43;Weight;;;960.0
cr151;2023-06-24 19:06:12;Status;;full
cr154;2023-06-24 20:39:57;;6;empty
cr151;2023-06-24 21:08:05;Weight;;;200.0
cr154;2023-06-25 00:37:24;Status;;full
cr153;2023-06-25 02:11:09;;6;empty
cr154;2023-06-25 02:39:17;Weight;;;1260.0
cr153;2023-06-25 06:08:36;Status;;full
cr152;2023-06-25 07:42:21;;6;empty
cr153;2023-06-25 08:10:29;Weight;;;1140.0
cr152;2023-06-25 11:39:48;Status;;full
cr155;2023-06-25 13:13:33;;6;empty
cr152;2023-06-25 13:41:41;Weight;;;1190.0
cr155;2023-06-25 17:11:00;Status;;full
cr156;2023-06-25 18:44:45;;4;empty
cr155;2023-06-25 19:12:53;Weight;;;1190.0
cr156;2023-06-25 21:33:28;Status;;full
cr156;2023-06-26 01:03:00;Weight;;;780.0
cr159;2023-06-27 03:46:11;;6;empty
cr159;2023-06-27 07:17:28;Status;;full
cr160;2023-06-27 08:41:13;;3;empty
cr159;2023-06-27 09:06:21;Weight;;;1140.0
cr160;2023-06-27 10:44:00;Status;;full
cr161;2023-06-27 12:11:30;;6;empty
cr160;2023-06-27 12:37:45;Weight;;;580.0
cr161;2023-06-27 15:53:10;Status;;full
cr157;2023-06-27 17:20:40;;6;empty
cr161;2023-06-27 17:46:55;Weight;;;1210.0
cr157;2023-06-27 21:02:20;Status;;full
cr163;2023-06-27 22:29:50;;5;empty
cr157;2023-06-27 22:56:05;Weight;;;1210.0
cr163;2023-06-28 01:39:25;Status;;full
cr158;2023-06-28 03:06:55;;6;empty
cr163;2023-06-28 03:33:10;Weight;;;1030.0
cr158;2023-06-28 06:59:35;Status;;full
cr167;2023-06-28 08:32:05;;1;empty
cr158;2023-06-28 08:59:50;Weight;;;1190.0
cr167;2023-06-28 09:38:13;Status;;full
cr162;2023-06-28 11:14:28;;6;empty
cr167;2023-06-28 11:43:20;Weight;;;180.0
cr162;2023-06-28 15:18:21;Status;;full
cr169;2023-06-28 16:54:36;;6;empty
cr162;2023-06-28 17:23:28;Weight;;;1210.0
cr169;2023-06-28 20:58:29;Status;;full
cr170;2023-06-28 22:34:44;;4;empty
cr170;2023-06-29 01:11:01;Status;;full
cr165;2023-06-29 02:34:46;;6;empty
cr169;2023-06-29 02:42:53;Weight;;;1210.0
cr170;2023-06-29 03:07:15;Weight;;;760.0
cr165;2023-06-29 06:00:37;Status;;full
cr173;2023-06-29 07:19:22;;4;empty
cr165;2023-06-29 07:44:13;Weight;;;1160.0
cr173;2023-06-29 09:36:39;Status;;full
cr171;2023-06-29 10:55:24;;6;empty
cr173;2023-06-29 11:19:02;Weight;;;780.0
cr171;2023-06-29 14:14:51;Status;;full
cr166;2023-06-29 15:33:36;;6;empty
cr171;2023-06-29 15:57:14;Weight;;;1230.0
cr166;2023-06-29 18:53:03;Status;;full
cr175;2023-06-29 20:11:48;;5;empty
cr166;2023-06-29 20:35:26;Weight;;;1350.0
cr175;2023-06-29 23:02:23;Status;;full
cr168;2023-06-30 00:21:08;;6;empty
cr175;2023-06-30 00:44:46;Weight;;;1030.0
cr168;2023-06-30 03:40:35;Status;;full
cr177;2023-06-30 04:59:20;;6;empty
cr168;2023-06-30 05:24:50;Weight;;;1120.0
cr177;2023-06-30 08:34:40;Status;;full
cr174;2023-06-30 09:59:40;;6;empty
cr177;2023-06-30 10:25:10;Weight;;;1240.0
cr174;2023-06-30 13:41:50;Status;;full
cr176;2023-06-30 15:10:35;;6;empty
cr174;2023-06-30 15:37:13;Weight;;;1140.0
cr176;2023-06-30 18:55:22;Status;;full
cr183;2023-06-30 20:24:07;;6;empty
cr176;2023-06-30 20:50:45;Weight;;;1140.0
cr183;2023-07-01 00:08:54;Status;;full
cr178;2023-07-01 01:37:39;;6;empty
cr183;2023-07-01 02:04:17;Weight;;;1140.0
cr178;2023-07-01 05:22:26;Status;;full
cr172;2023-07-01 06:51:11;;6;empty
cr178;2023-07-01 07:18:11;Weight;;;1160.0
cr172;2023-07-01 10:39:11;Status;;full
cr180;2023-07-01 12:09:11;;2;empty
cr172;2023-07-01 12:36:11;Weight;;;1280.0
cr180;2023-07-01 13:45:11;Status;;full
cr182;2023-07-01 15:15:11;;6;empty
cr180;2023-07-01 15:42:11;Weight;;;380.0
cr182;2023-07-01 19:03:11;Status;;full
cr181;2023-07-01 20:33:11;;6;empty
cr182;2023-07-01 21:00:11;Weight;;;1210.0
cr181;2023-07-02 00:21:11;Status;;full
cr164;2023-07-02 01:51:11;;6;empty
cr181;2023-07-02 02:18:11;Weight;;;1230.0
cr164;2023-07-02 05:39:11;Status;;full
cr179;2023-07-02 07:09:11;;6;empty
cr164;2023-07-02 07:36:11;Weight;;;1210.0
cr179;2023-07-02 10:57:11;Status;;full
cr184;2023-07-02 12:27:11;;6;empty
cr179;2023-07-02 12:54:11;Weight;;;1160.0
cr184;2023-07-02 16:15:11;Status;;full
cr184;2023-07-02 18:12:11;Weight;;;1160.0
cr185;2023-07-04 01:52:32;;6;empty
cr185;2023-07-04 04:43:32;Status;;full
cr186;2023-07-04 05:51:02;;6;empty
cr185;2023-07-04 06:11:17;Weight;;;1190.0
cr186;2023-07-04 08:46:36;Status;;full
cr191;2023-07-04 10:00:21;;6;empty
cr186;2023-07-04 10:22:29;Weight;;;1190.0
cr191;2023-07-04 13:07:08;Status;;full
cr190;2023-07-04 14:20:53;;6;empty
cr191;2023-07-04 14:43:01;Weight;;;1140.0
cr190;2023-07-04 17:27:40;Status;;full
cr187;2023-07-04 18:41:25;;6;empty
cr190;2023-07-04 19:03:33;Weight;;;1160.0
cr187;2023-07-04 21:48:12;Status;;full
